code,name,pe,pb,eps,2018-06,2018-03,2017-12,2017-09,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09
VSAR,Versartis Inc,0.0,0.946259,-1.048764,-9848000.0_73.09%_0_0,-8981000.0_69.78%_0_0,31128000.0_240.64%_40000000.0_0,-49788000.0_-82.14%_0_0,-9848000.0,73.09%,0,0,-8981000.0,69.78%,0,0,31128000.0,240.64%,40000000.0,0,-49788000.0,-82.14%,0,0
AMCN,航美传媒,0.0,0.126699,-1.4243270000000001,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELOX,"Eloxx Pharmaceuticals, Inc.",0.0,8.761544,-3.713997,-13406000.0_-245.69%_0_0,-8591000.0_-220.80%_0_0,-10618000.0_-186.59%_0_0,-4040000.0_-73.24%_0_0,-13406000.0,-245.69%,0,0,-8591000.0,-220.80%,0,0,-10618000.0,-186.59%,0,0,-4040000.0,-73.24%,0,0
NEPT,Neptune Technologies & Bioressources,45.500001,4.39157,0.08,0_0_0_0,0_0_0_0,0_0_0_0,16117300.0_766.15%_6794900.0_-41.37%,0,0,0,0,0,0,0,0,0,0,0,0,16117300.0,766.15%,6794900.0,-41.37%
NFLX,"Netflix, Inc.",157.391826,34.748668,2.279788,384000000.0_485.90%_3907000000.0_40.27%,290000000.0_62.79%_3701000000.0_40.36%,186000000.0_177.94%_3286000000.0_32.62%,130000000.0_151.55%_2985000000.0_30.33%,384000000.0,485.90%,3907000000.0,40.27%,290000000.0,62.79%,3701000000.0,40.36%,186000000.0,177.94%,3286000000.0,32.62%,130000000.0,151.55%,2985000000.0,30.33%
NERV,Minerva Neurosciences,0.0,3.538909,-0.9074549999999999,-12529500.0_-28.11%_0_0,-12418300.0_-16.66%_0_0,162100.0_101.72%_0_0,-11260600.0_-33.68%_0_0,-12529500.0,-28.11%,0,0,-12418300.0,-16.66%,0,0,162100.0,101.72%,0,0,-11260600.0,-33.68%,0,0
HEBT,希伯伦科技,3.047844,0.589305,0.485622,0_0_0_0,0_0_0_0,3739900.0_97.30%_10728500.0_31.20%,3739900.0_97.30%_10728500.0_31.20%,0,0,0,0,0,0,0,0,3739900.0,97.30%,10728500.0,31.20%,3739900.0,97.30%,10728500.0,31.20%
VCEL,Vericel Corporation,0.0,5.89506,-0.472008,-4651000.0_-94.77%_19011000.0_12.14%,-7659000.0_21.67%_18027000.0_92.58%,287000.0_104.63%_22186000.0_34.27%,-5407000.0_19.00%_14260000.0_30.48%,-4651000.0,-94.77%,19011000.0,12.14%,-7659000.0,21.67%,18027000.0,92.58%,287000.0,104.63%,22186000.0,34.27%,-5407000.0,19.00%,14260000.0,30.48%
RAVE,RAVE Restaurant Group,0.0,7.286815,-0.211304,0_0_0_0,-492000.0_74.92%_2665000.0_-58.99%,-577000.0_92.72%_4197000.0_-38.10%,-356000.0_76.20%_5432000.0_-27.24%,0,0,0,0,-492000.0,74.92%,2665000.0,-58.99%,-577000.0,92.72%,4197000.0,-38.10%,-356000.0,76.20%,5432000.0,-27.24%
AQXP,"Aquinox Pharmaceuticals, Inc.",0.0,0.8254440000000001,-1.696466,2918000.0_121.20%_25000000.0_0,-14623000.0_-75.84%_0_0,-16268000.0_-44.68%_0_0,-11833000.0_-45.26%_0_0,2918000.0,121.20%,25000000.0,0,-14623000.0,-75.84%,0,0,-16268000.0,-44.68%,0,0,-11833000.0,-45.26%,0,0
MYOS,MYOS Corporation,0.0,2.647696,-0.632107,-1034000.0_6.51%_88000.0_49.15%,-1213000.0_-8.59%_57000.0_-62.00%,-1082000.0_-43.88%_157000.0_481.48%,-753000.0_13.05%_160000.0_310.26%,-1034000.0,6.51%,88000.0,49.15%,-1213000.0,-8.59%,57000.0,-62.00%,-1082000.0,-43.88%,157000.0,481.48%,-753000.0,13.05%,160000.0,310.26%
FNJN,"Finjan Holdings, Inc.",2.738645,1.828411,1.584725,7039000.0_348.73%_17300000.0_649.24%,29218000.0_83.18%_65000000.0_162.66%,13928000.0_255.67%_23428000.0_178.94%,-4237000.0_-28.32%_0_0,7039000.0,348.73%,17300000.0,649.24%,29218000.0,83.18%,65000000.0,162.66%,13928000.0,255.67%,23428000.0,178.94%,-4237000.0,-28.32%,0,0
JNCE,Jounce Therapeutics Inc.,0.0,2.499061,-0.9972540000000001,-4674000.0_-38.28%_19378000.0_-4.49%,"-13028000.0_-3,483.90%_11195000.0_-44.82%",-9364000.0_-271.31%_12989000.0_-35.98%,-4084000.0_-200.34%_18077000.0_6.91%,-4674000.0,-38.28%,19378000.0,-4.49%,-13028000.0,"-3,483.90%",11195000.0,-44.82%,-9364000.0,-271.31%,12989000.0,-35.98%,-4084000.0,-200.34%,18077000.0,6.91%
MSTR,MicroStrategy Incorporated,0.0,2.766664,-0.120549,4828000.0_-51.49%_121000000.0_1.16%,1673000.0_-89.25%_123000000.0_0.60%,-26224000.0_-184.26%_138000000.0_-1.40%,17924000.0_-32.69%_125000000.0_-3.61%,4828000.0,-51.49%,121000000.0,1.16%,1673000.0,-89.25%,123000000.0,0.60%,-26224000.0,-184.26%,138000000.0,-1.40%,17924000.0,-32.69%,125000000.0,-3.61%
STLR,Stellar Acquisition III Inc.,0.0,6.1984639999999995,-0.1728,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELI,MercadoLibre,0.0,104.885047,-1.454434,-11251000.0_-311.64%_335000000.0_18.14%,-12919000.0_-126.63%_321000000.0_19.02%,-67720000.0_-231.88%_437000000.0_70.51%,27666000.0_-28.90%_371000000.0_60.57%,-11251000.0,-311.64%,335000000.0,18.14%,-12919000.0,-126.63%,321000000.0,19.02%,-67720000.0,-231.88%,437000000.0,70.51%,27666000.0,-28.90%,371000000.0,60.57%
ABAC,奥信天力,19.041892,0.212864,0.09978,-418100.0_-749.00%_6178600.0_-0.70%,203500.0_514.97%_7229500.0_8.21%,626100.0_71.66%_7310100.0_1.72%,385200.00000000006_113.60%_6790599.999999999_-13.40%,-418100.0,-749.00%,6178600.0,-0.70%,203500.0,514.97%,7229500.0,8.21%,626100.0,71.66%,7310100.0,1.72%,385200.00000000006,113.60%,6790599.999999999,-13.40%
CSBR,"Champions Oncology, Inc.",0.0,31937.514069999997,-0.13429000000000002,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TROV,TrovaGene,0.0,0.850073,-3.5481870000000004,-3747000.0_53.43%_111800.0_9.61%,-4786200.0_52.14%_100100.0_5.36%,-2569400.0_69.94%_185000.0_171.81%,-4292000.0_57.89%_123300.0_38.39%,-3747000.0,53.43%,111800.0,9.61%,-4786200.0,52.14%,100100.0,5.36%,-2569400.0,69.94%,185000.0,171.81%,-4292000.0,57.89%,123300.0,38.39%
BJRI,BJs餐饮,27.167162,5.321555,2.749643,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORI,"Corium International, Inc.",0.0,13.849429,-1.546149,-12391000.0_7.42%_7430000.0_-5.25%,-18006000.0_-63.14%_9820000.0_38.74%,-13292000.0_-27.45%_9075000.0_35.43%,-12943000.0_-38.77%_9175000.0_20.34%,-12391000.0,7.42%,7430000.0,-5.25%,-18006000.0,-63.14%,9820000.0,38.74%,-13292000.0,-27.45%,9075000.0,35.43%,-12943000.0,-38.77%,9175000.0,20.34%
APRI,Apricus Biosciences,0.0,1.308711,-1.126056,-2277000.0_-54.48%_0_0,-2271000.0_-128.13%_0_0,-2446000.0_-718.06%_0_0,-3832000.0_-196.82%_0_0,-2277000.0,-54.48%,0,0,-2271000.0,-128.13%,0,0,-2446000.0,-718.06%,0,0,-3832000.0,-196.82%,0,0
RVEN,Reven Housing Reit Inc,0.0,1.413767,-0.22738699999999998,-985800.0_-240.07%_0_0,-280100.0_23.19%_0_0,129000.0_136.55%_0_0,-1307700.0_-69.56%_0_0,-985800.0,-240.07%,0,0,-280100.0,23.19%,0,0,129000.0,136.55%,0,0,-1307700.0,-69.56%,0,0
ROKU,Roku Inc,23.72167,31.688541999999998,2.66676,526000.0_103.39%_157000000.0_57.40%,-6634000.0_23.76%_137000000.0_36.45%,6941000.0_115.09%_188000000.0_27.77%,-46235000.0_-262.83%_125000000.0_40.12%,526000.0,103.39%,157000000.0,57.40%,-6634000.0,23.76%,137000000.0,36.45%,6941000.0,115.09%,188000000.0,27.77%,-46235000.0,-262.83%,125000000.0,40.12%
APWC,亚太电线电缆,9.258441,0.234364,0.289876,0_0_0_0,1094000.0_-80.90%_106000000.0_20.67%,5087000.0_293.28%_141000000.0_28.16%,2070000.0_-29.33%_102000000.0_-4.79%,0,0,0,0,1094000.0,-80.90%,106000000.0,20.67%,5087000.0,293.28%,141000000.0,28.16%,2070000.0,-29.33%,102000000.0,-4.79%
FANH,泛华金融控股集团,19.664951000000002,2.8803099999999997,1.329777,173000000.0_22.21%_972000000.0000001_-4.03%,130000000.0_99.95%_843000000.0_-36.77%,132000000.0_60.93%_690000000.0_-55.00%,113999999.99999999_217.87%_1077000000.0_-9.64%,173000000.0,22.21%,972000000.0000001,-4.03%,130000000.0,99.95%,843000000.0,-36.77%,132000000.0,60.93%,690000000.0,-55.00%,113999999.99999999,217.87%,1077000000.0,-9.64%
CPIX,坎伯兰药业,0.0,1.517656,-0.297315,-745500.0_85.60%_10163700.0_17.27%,-2392200.0_-84.93%_8587600.0_-10.89%,-821800.0000000001_-6.74%_10875700.0_27.44%,-757200.0_-893.02%_11197000.0_27.36%,-745500.0,85.60%,10163700.0,17.27%,-2392200.0,-84.93%,8587600.0,-10.89%,-821800.0000000001,-6.74%,10875700.0,27.44%,-757200.0,-893.02%,11197000.0,27.36%
MHLD,Maiden Holdings,0.0,0.525532,-2.395481,2680000.0_116.41%_0_0,22343000.0_-15.69%_0_0,-125000000.0_-79.98%_0_0,-55054000.0_-234.95%_0_0,2680000.0,116.41%,0,0,22343000.0,-15.69%,0,0,-125000000.0,-79.98%,0,0,-55054000.0,-234.95%,0,0
IPIC,iPic Entertainment Inc.,0.0,-0.304052,-38.991913000000004,-8561000.0_32.03%_36722000.0_9.73%,-21761000.0_-121.42%_36303000.0_3.68%,-10569000.0_5.20%_36879000.0_-0.11%,-11530000.0_-23.20%_32339000.0_8.36%,-8561000.0,32.03%,36722000.0,9.73%,-21761000.0,-121.42%,36303000.0,3.68%,-10569000.0,5.20%,36879000.0,-0.11%,-11530000.0,-23.20%,32339000.0,8.36%
VLRX,"Valeritas Holdings, Inc.",0.0,10.988477,-2.501041,-10960000.0_8.53%_6497000.0_35.69%,-11574000.0_1.97%_6081000.0_31.88%,-14935000.0_-51.69%_5781000.0_20.54%,-10578000.0_-15.52%_5065000.0_4.22%,-10960000.0,8.53%,6497000.0,35.69%,-11574000.0,1.97%,6081000.0,31.88%,-14935000.0,-51.69%,5781000.0,20.54%,-10578000.0,-15.52%,5065000.0,4.22%
CPAH,CounterPath Corporation,0.0,1.454976,-0.51,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASNS,Arsanis Inc.,0.528619,0.716453,3.575357,-12133000.0_-112.67%_0_0,-10630000.0_-97.40%_0_0,-11187000.0_-110.24%_0_0,-11600000.0_-28.97%_0_0,-12133000.0,-112.67%,0,0,-10630000.0,-97.40%,0,0,-11187000.0,-110.24%,0,0,-11600000.0,-28.97%,0,0
VNET,世纪互联,0.0,1.6565729999999999,-1.077393,-95531000.0_19.89%_827999999.9999999_-5.73%,34731000.0_129.73%_801000000.0_-7.12%,798000000.0_264.38%_766000000.0_-14.97%,-1479000000.0_-762.22%_886000000.0_-8.47%,-95531000.0,19.89%,827999999.9999999,-5.73%,34731000.0,129.73%,801000000.0,-7.12%,798000000.0,264.38%,766000000.0,-14.97%,-1479000000.0,-762.22%,886000000.0,-8.47%
DFBG,Differential Brands Group Inc.,0.0,1.307024,-0.880684,-5684000.0_-40.21%_35965000.0_-1.34%,-4085000.0_-73.83%_38818000.0_-3.20%,4135000.0_184.30%_45109000.0_7.35%,-183000.0_93.51%_42389000.0_2.99%,-5684000.0,-40.21%,35965000.0,-1.34%,-4085000.0,-73.83%,38818000.0,-3.20%,4135000.0,184.30%,45109000.0,7.35%,-183000.0,93.51%,42389000.0,2.99%
BIOL,Biolase,0.0,1.71725,-0.982835,-4911000.0_-14.50%_12154000.0_-3.63%,-5021000.0_-22.22%_10020000.0_-7.85%,-3842000.0_13.21%_12634000.0_-8.19%,-4612000.0_-46.60%_10806000.0_-18.32%,-4911000.0,-14.50%,12154000.0,-3.63%,-5021000.0,-22.22%,10020000.0,-7.85%,-3842000.0,13.21%,12634000.0,-8.19%,-4612000.0,-46.60%,10806000.0,-18.32%
AQMS,"Aqua Metals, Inc.",0.0,1.270066,-1.234358,-9927000.0_-18.67%_483000.0_-19.90%,-7532000.0_-53.90%_1726000.0_0,-7031000.0_-42.47%_896000.0_0,-6290000.0_-78.85%_589000.0_0,-9927000.0,-18.67%,483000.0,-19.90%,-7532000.0,-53.90%,1726000.0,0,-7031000.0,-42.47%,896000.0,0,-6290000.0,-78.85%,589000.0,0
HGSH,汉广厦房地产,6.900010000000001,0.39918400000000004,0.21739099999999997,3379900.0_114.63%_14488200.0_-6.54%,2039199.9999999998_147.75%_21841300.0_102.98%,1205300.0_58.14%_14422400.0_64.17%,"3169100.0000000005_2,178.29%_22407900.0_49.29%",3379900.0,114.63%,14488200.0,-6.54%,2039199.9999999998,147.75%,21841300.0,102.98%,1205300.0,58.14%,14422400.0,64.17%,3169100.0000000005,"2,178.29%",22407900.0,49.29%
BPTH,"Bio-Path Holdings, Inc.",0.0,3.5911199999999996,-0.768309,-1677000.0_15.52%_0_0,-1916000.0_-382.62%_0_0,-2167000.0_-58.06%_37000.0_184.62%,-2474000.0_-57.58%_0_0,-1677000.0,15.52%,0,0,-1916000.0,-382.62%,0,0,-2167000.0,-58.06%,37000.0,184.62%,-2474000.0,-57.58%,0,0
OBLN,Obalon Therapeutics Inc,0.0,2.982031,-2.4335709999999997,-9753000.0_-26.17%_2732000.0_39.17%,-12126000.0_-56.57%_1346000.0_-8.56%,-10120000.0_-35.02%_3692000.0_378.24%,-9170000.0_-74.33%_2787000.0_260.54%,-9753000.0,-26.17%,2732000.0,39.17%,-12126000.0,-56.57%,1346000.0,-8.56%,-10120000.0,-35.02%,3692000.0,378.24%,-9170000.0,-74.33%,2787000.0,260.54%
UGLD,Velocitysharestm 3X Long Gold Et,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEET,MeetMe,0.0,1.7934169999999998,-1.020867,-235300.0_-127.47%_42801700.0_36.62%,"-4212700.0_-1,044.87%_37637800.0_87.64%",-68116900.0_-787.85%_40119100.0_37.29%,2222700.0_-49.40%_32246500.0_87.57%,-235300.0,-127.47%,42801700.0,36.62%,-4212700.0,"-1,044.87%",37637800.0,87.64%,-68116900.0,-787.85%,40119100.0,37.29%,2222700.0,-49.40%,32246500.0,87.57%
PLAB,福尼克斯,21.351384,0.979864,0.505822,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENX,世纪铝业,15.459688,1.286651,0.810495,19400000.0_173.24%_470000000.0_20.88%,-300000.0_98.01%_454000000.0_24.25%,35805000.0_121.25%_434000000.0_27.66%,20783000.0_135.66%_401000000.0_20.08%,19400000.0,173.24%,470000000.0,20.88%,-300000.0,98.01%,454000000.0,24.25%,35805000.0,121.25%,434000000.0,27.66%,20783000.0,135.66%,401000000.0,20.08%
LPSN,LivePerson,0.0,10.150751,-0.284513,-8321000.0_-10.46%_61660000.0_14.03%,-3203000.0_43.57%_58241000.0_14.38%,-3672000.0_61.61%_57390000.0_2.27%,-1310000.0_77.72%_56493000.0_3.62%,-8321000.0,-10.46%,61660000.0,14.03%,-3203000.0,43.57%,58241000.0,14.38%,-3672000.0,61.61%,57390000.0,2.27%,-1310000.0,77.72%,56493000.0,3.62%
VBIV,VBI Vaccines Inc.,0.0,1.04809,-0.8936930000000001,0_0_0_0,0_0_0_0,-11543000.0_-37.24%_201000.0_46.72%,-9802000.0_-34.29%_193000.0_-31.32%,0,0,0,0,0,0,0,0,-11543000.0,-37.24%,201000.0,46.72%,-9802000.0,-34.29%,193000.0,-31.32%
AGRX,"Agile Therapeutics, Inc.",0.0,0.366519,-0.750534,-5344000.0_28.23%_0_0,-6833000.0_9.09%_0_0,-6240000.0_-19.98%_0_0,-7102000.0_9.00%_0_0,-5344000.0,28.23%,0,0,-6833000.0,9.09%,0,0,-6240000.0,-19.98%,0,0,-7102000.0,9.00%,0,0
SSRM,SSR Mining Inc,0.0,1.099,0.0,0_0_0_0,0_0_0_0,0_0_0_0,1821000.0_-95.21%_106000000.0_-26.07%,0,0,0,0,0,0,0,0,0,0,0,0,1821000.0,-95.21%,106000000.0,-26.07%
HTHT,华住,51.302510999999996,10.291005,0.674236,340000000.0_-12.31%_2516000000.0_27.14%,126000000.0_-17.53%_2085000000.0000002_29.83%,229999999.99999997_77.26%_2202000000.0_32.76%,472000000.0_63.02%_2365000000.0_34.08%,340000000.0,-12.31%,2516000000.0,27.14%,126000000.0,-17.53%,2085000000.0000002,29.83%,229999999.99999997,77.26%,2202000000.0,32.76%,472000000.0,63.02%,2365000000.0,34.08%
ABCD,新生,14.611084,-100.156284,0.9403819999999999,4435000.0_-23.43%_40996000.0_1.57%,2607000.0_3.04%_36607000.0_1.77%,30256000.0_929.12%_38329000.0_2.25%,6477000.0_69.20%_43523000.0_3.35%,4435000.0,-23.43%,40996000.0,1.57%,2607000.0,3.04%,36607000.0,1.77%,30256000.0,929.12%,38329000.0,2.25%,6477000.0,69.20%,43523000.0,3.35%
AVEO,AVEO制药公司,0.0,-7.004446000000001,-0.23877199999999998,4004000.0_112.03%_433000.0_23.36%,-8988000.0_-1.67%_1026000.0_-59.48%,3499000.0_162.43%_82000.0_-35.43%,-26397000.0_-431.55%_4614000.0_365.12%,4004000.0,112.03%,433000.0,23.36%,-8988000.0,-1.67%,1026000.0,-59.48%,3499000.0,162.43%,82000.0,-35.43%,-26397000.0,-431.55%,4614000.0,365.12%
MCEP,Mid-Con Energy Partners,0.0,0.7503479999999999,-1.2324629999999999,-6855000.0_54.90%_16195000.0_22.34%,-10418000.0_-334.53%_13840000.0_-4.87%,-8655000.0_-161.40%_14714000.0_-0.76%,-7921000.0_-227.18%_13107000.0_-4.03%,-6855000.0,54.90%,16195000.0,22.34%,-10418000.0,-334.53%,13840000.0,-4.87%,-8655000.0,-161.40%,14714000.0,-0.76%,-7921000.0,-227.18%,13107000.0,-4.03%
XELA,"Exela Technologies, Inc.",0.0,-14.307035999999998,-1.894507,-25182000.0_-29.06%_409999999.99999994_96.00%,-23994000.0_-53.01%_393000000.0_80.14%,-58652000.0_-299.43%_386000000.0_81.87%,-110000000.00000001_-836.09%_338000000.0_81.57%,-25182000.0,-29.06%,409999999.99999994,96.00%,-23994000.0,-53.01%,393000000.0,80.14%,-58652000.0,-299.43%,386000000.0,81.87%,-110000000.00000001,-836.09%,338000000.0,81.57%
PZZA,Papa John’S International,19.513566,-5.303038,2.290714,0_0_0_0,0_0_0_0,28975000.0_-15.47%_468000000.0_6.37%,22669000.0_0.08%_432000000.0_2.19%,0,0,0,0,0,0,0,0,28975000.0,-15.47%,468000000.0,6.37%,22669000.0,0.08%,432000000.0,2.19%
CATS,"Catasys, Inc.",0.0,-32.03948,-0.167198,-4200000.0_-130.16%_3273000.0_96.58%,-4218000.0_80.62%_1911000.0_4.88%,-2681000.0_-77.43%_3035000.0_-19.88%,-3080000.0_58.45%_1195000.0_-10.55%,-4200000.0,-130.16%,3273000.0,96.58%,-4218000.0,80.62%,1911000.0,4.88%,-2681000.0,-77.43%,3035000.0,-19.88%,-3080000.0,58.45%,1195000.0,-10.55%
IOTS,Adesto Technologies Corp,0.0,5.046137,-0.30849099999999996,-5058000.0_-188.86%_18183000.0_35.57%,-1102000.0_60.29%_15302000.0_35.33%,-165000.0_90.42%_16154000.0_31.01%,-997000.0_75.55%_15239000.0_36.31%,-5058000.0,-188.86%,18183000.0,35.57%,-1102000.0,60.29%,15302000.0,35.33%,-165000.0,90.42%,16154000.0,31.01%,-997000.0,75.55%,15239000.0,36.31%
CASA,Casa Systems,11.088771000000001,11.244912,1.259833,21417000.0_24.81%_68722000.0_3.15%,17776000.0_-2.08%_89074000.0_22.47%,28863000.0_-27.57%_118000000.0_18.88%,24323000.0_61.07%_94259000.0_37.51%,21417000.0,24.81%,68722000.0,3.15%,17776000.0,-2.08%,89074000.0,22.47%,28863000.0,-27.57%,118000000.0,18.88%,24323000.0,61.07%,94259000.0,37.51%
SHSP,SharpSpring Inc,0.0,7.503032000000001,-0.810009,-2466200.0_-93.78%_4442300.0_36.84%,-2051900.0_-48.77%_4184700.0000000005_38.41%,-503700.0_76.98%_3767300.0_32.05%,-1681500.0_-37.40%_3411600.0000000005_13.33%,-2466200.0,-93.78%,4442300.0,36.84%,-2051900.0,-48.77%,4184700.0000000005,38.41%,-503700.0,76.98%,3767300.0,32.05%,-1681500.0,-37.40%,3411600.0000000005,13.33%
DERM,Dermira,0.0,3.5804669999999996,-7.74454,"-23932000.0_37.95%_39080000.0_3,566.04%",-59254000.0_-100.80%_299000.0_-71.95%,-56012000.0_-658.66%_1343000.0_-94.02%,-179000000.0_-602.37%_1066000.0_795.80%,-23932000.0,37.95%,39080000.0,"3,566.04%",-59254000.0,-100.80%,299000.0,-71.95%,-56012000.0,-658.66%,1343000.0,-94.02%,-179000000.0,-602.37%,1066000.0,795.80%
ATXI,Avenue Therapeutics Inc.,0.0,8.372639999999999,-2.4151860000000003,-4657000.0_-93.56%_0_0,"-10377000.0_-1,469.89%_0_0",-6243000.0_-666.01%_0_0,-2948000.0_-441.91%_0_0,-4657000.0,-93.56%,0,0,-10377000.0,"-1,469.89%",0,0,-6243000.0,-666.01%,0,0,-2948000.0,-441.91%,0,0
NSSC,NAPCO Security Technologies,39.971798,4.780571,0.381519,0_0_0_0,1829000.0_92.12%_22200000.0_6.69%,1233000.0_43.87%_21112000.0_1.92%,890000.0_56.69%_21174000.0_4.99%,0,0,0,0,1829000.0,92.12%,22200000.0,6.69%,1233000.0,43.87%,21112000.0,1.92%,890000.0,56.69%,21174000.0,4.99%
ENTX,Entera Bio Ltd.,0.0,-1.6007959999999999,-2.195727,1563000.0_169.19%_0_0,-1296500.0_31.15%_0_0,-3775000.0_-340.49%_0_0,-3656000.0_-110.36%_0_0,1563000.0,169.19%,0,0,-1296500.0,31.15%,0,0,-3775000.0,-340.49%,0,0,-3656000.0,-110.36%,0,0
QUMU,Qumu Corp,0.0,5.713080000000001,-1.234831,-1531000.0_41.36%_7626000.0_14.61%,-4530000.0_-27.18%_4831000.0_-28.01%,"-3242000.0_-1,114.23%_7229000.0_-22.44%",-2309000.0_7.08%_7573000.0_6.51%,-1531000.0,41.36%,7626000.0,14.61%,-4530000.0,-27.18%,4831000.0,-28.01%,-3242000.0,"-1,114.23%",7229000.0,-22.44%,-2309000.0,7.08%,7573000.0,6.51%
CDNA,CareDx,0.0,26.614321,-2.629829,-14062000.0_-248.50%_17823000.0_47.96%,-8994000.0_-60.35%_14053000.0_21.31%,-31629000.0_-101.34%_12503000.0_15.13%,-14287000.0_-276.07%_12191000.0_-2.28%,-14062000.0,-248.50%,17823000.0,47.96%,-8994000.0,-60.35%,14053000.0,21.31%,-31629000.0,-101.34%,12503000.0,15.13%,-14287000.0,-276.07%,12191000.0,-2.28%
JG,极光,0.0,-25.734657000000002,-0.30847600000000003,0_0_0_0,-22138000.0_-0.63%_126000000.0_295.06%,0_0_0_0,0_0_0_0,0,0,0,0,-22138000.0,-0.63%,126000000.0,295.06%,0,0,0,0,0,0,0,0
ZS,Zscaler Inc.,0.0,21.851569,-1.4022540000000001,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMLS,Cumulus Media,1.024342,0.225196,19.417343,"706000000.0_12,349.52%_285000000.0_-1.82%",-5001000.0_32.37%_264000000.0_-0.13%,-206000000.0_62.09%_294000000.0_-1.90%,1274000.0_-97.25%_287000000.0_0.39%,706000000.0,"12,349.52%",285000000.0,-1.82%,-5001000.0,32.37%,264000000.0,-0.13%,-206000000.0,62.09%,294000000.0,-1.90%,1274000.0,-97.25%,287000000.0,0.39%
FATE,Fate Therapeutics Inc,0.0,12.215225,-1.1833209999999998,-19654000.0_-103.77%_1027000.0_0.10%,-14135000.0_-39.59%_1026000.0_-0.10%,-12497000.0_-57.39%_1027000.0_0.00%,-10684000.0_-22.28%_1026000.0_0.00%,-19654000.0,-103.77%,1027000.0,0.10%,-14135000.0,-39.59%,1026000.0,-0.10%,-12497000.0,-57.39%,1027000.0,0.00%,-10684000.0,-22.28%,1026000.0,0.00%
DMRC,数字标识,0.0,4.26088,-2.5786860000000003,-8038000.0_-15.77%_5438000.0_-2.67%,-8112000.0_-30.46%_5613000.0_-7.85%,-8370000.0_-45.41%_4858000.0_-6.22%,-4240000.0_18.43%_8677000.0_55.61%,-8038000.0,-15.77%,5438000.0,-2.67%,-8112000.0,-30.46%,5613000.0,-7.85%,-8370000.0,-45.41%,4858000.0,-6.22%,-4240000.0,18.43%,8677000.0,55.61%
ONCS,OncoSec Medical Incorporated,0.0,2.2888509999999997,-1.0452139999999999,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCS,通信系统,0.0,0.7311850000000001,-1.190677,-2641500.0_35.43%_15038200.0_-31.86%,-1859800.0_-22.72%_16773699.999999998_-19.36%,-1697400.0_7.68%_19041600.0_-16.33%,-4522000.0_-257.82%_20412400.0_-20.32%,-2641500.0,35.43%,15038200.0,-31.86%,-1859800.0,-22.72%,16773699.999999998,-19.36%,-1697400.0,7.68%,19041600.0,-16.33%,-4522000.0,-257.82%,20412400.0,-20.32%
JASN,Jason Industries Inc.,0.0,-2.107861,-0.18598399999999998,-587000.0_87.61%_168000000.0_-2.35%,-819000.0_-66.13%_167000000.0_-4.53%,2358000.0_103.37%_146000000.0_-8.34%,-1601000.0_37.14%_155000000.0_-8.63%,-587000.0,87.61%,168000000.0,-2.35%,-819000.0,-66.13%,167000000.0,-4.53%,2358000.0,103.37%,146000000.0,-8.34%,-1601000.0,37.14%,155000000.0,-8.63%
RUN,Sunrun Inc.,11.418885000000001,1.6386169999999998,1.240051,-71727000.0_2.56%_171000000.0_30.56%,-91420000.0_-21.64%_144000000.0_37.35%,-68221000.0_20.49%_146000000.0_21.44%,-80187000.0_-6.96%_141000000.0_26.12%,-71727000.0,2.56%,171000000.0,30.56%,-91420000.0,-21.64%,144000000.0,37.35%,-68221000.0,20.49%,146000000.0,21.44%,-80187000.0,-6.96%,141000000.0,26.12%
HBIO,哈佛生物科学,0.0,2.849914,-0.13825199999999999,-1464000.0_-284.25%_31522000.0_66.27%,-4064000.0_-281.24%_26759000.0_47.95%,999000.0_175.68%_27463000.0_3.97%,-417000.0_74.54%_25050000.0_0.17%,-1464000.0,-284.25%,31522000.0,66.27%,-4064000.0,-281.24%,26759000.0,47.95%,999000.0,175.68%,27463000.0,3.97%,-417000.0,74.54%,25050000.0,0.17%
