code,open,name,pe,pb,eps,2018-06,2018-03,2017-12,2017-09,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09
ADVM,6.05,"Adverum Biotechnologies, Inc.",0.0,1.611348,-1.239372,-18810000.0_-64.57%_493000.0_6.48%,-17200000.0_-6.84%_216000.0_-53.25%,-14789000.0_33.96%_461000.0_-5.53%,-13829000.0_3.30%_463000.0_17.22%,-18810000.0,-64.57%,493000.0,6.48%,-17200000.0,-6.84%,216000.0,-53.25%,-14789000.0,33.96%,461000.0,-5.53%,-13829000.0,3.30%,463000.0,17.22%
CNST,7.94,Constellation Pharmaceuticals Inc,0.0,-1.116398,-55.271347,-11941000.0_3.07%_0_0,-12102000.0_-22.64%_0_0,0_0_0_0,0_0_0_0,-11941000.0,3.07%,0,0,-12102000.0,-22.64%,0,0,0,0,0,0,0,0,0,0
ZYNE,8.88,"Zynerba Pharmaceuticals, Inc.",0.0,3.6717410000000004,-3.042383,-12007200.0_-44.26%_0_0,-12306300.000000002_-69.53%_0_0,-8118600.0_-17.72%_0_0,-8311200.0_-38.96%_0_0,-12007200.0,-44.26%,0,0,-12306300.000000002,-69.53%,0,0,-8118600.0,-17.72%,0,0,-8311200.0,-38.96%,0,0
MESO,6.75,Mesoblast limited,0.0,1.083867,-0.3789,-20834000.0_23.35%_1700000.0_200.35%,-21137000.0_-116.04%_1070000.0_18.76%,"13703000.0_168.34%_13397000.0_2,335.82%",-7022000.0_64.53%_1174000.0_197.22%,-20834000.0,23.35%,1700000.0,200.35%,-21137000.0,-116.04%,1070000.0,18.76%,13703000.0,168.34%,13397000.0,"2,335.82%",-7022000.0,64.53%,1174000.0,197.22%
ITUS,4.66,ITUS Corp,0.0,14.382919000000001,-0.547941,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YI,13.5,111集团,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HYGS,7.35,Hydrogenics Corporation,0.0,6.729058,-0.621915,-4801000.0_12.10%_7609000.0_0.70%,-1954000.0_14.93%_8147000.0_-6.73%,-1129000.0_54.91%_19528000.0_123.69%,-2003000.0_-5.48%_12200000.0_81.20%,-4801000.0,12.10%,7609000.0,0.70%,-1954000.0,14.93%,8147000.0,-6.73%,-1129000.0,54.91%,19528000.0,123.69%,-2003000.0,-5.48%,12200000.0,81.20%
FORD,1.56,福沃德工业,11.018492,1.396836,0.146118,235500.0_-57.33%_9539500.0_30.10%,948500.0_499.30%_9012400.0_98.82%,46700.0_-69.21%_6336500.0_-3.87%,113500.0_-19.09%_6307800.0_-5.17%,235500.0,-57.33%,9539500.0,30.10%,948500.0,499.30%,9012400.0,98.82%,46700.0,-69.21%,6336500.0,-3.87%,113500.0,-19.09%,6307800.0,-5.17%
FTEK,1.31,燃料技术,0.0,1.0064549999999999,-0.14605,-1753000.0_74.42%_11847000.0_21.62%,-216000.0_91.38%_12791000.0_50.64%,-1206000.0_86.75%_13386000.0_39.90%,-417000.0_86.19%_13548000.0_7.56%,-1753000.0,74.42%,11847000.0,21.62%,-216000.0,91.38%,12791000.0,50.64%,-1206000.0,86.75%,13386000.0,39.90%,-417000.0,86.19%,13548000.0,7.56%
RCKY,27.25,Rocky Brands,16.777639999999998,1.441671,1.6897490000000002,2649200.0_81.55%_58205800.0_-0.43%,3251100.0_117.33%_61386700.0_-2.67%,4396800.0_793.23%_66994000.0_0.07%,2234800.0_401.49%_64675100.0_-11.67%,2649200.0,81.55%,58205800.0,-0.43%,3251100.0,117.33%,61386700.0,-2.67%,4396800.0,793.23%,66994000.0,0.07%,2234800.0,401.49%,64675100.0,-11.67%
BREW,16.85,Craft Brew Alliance,23.920097,2.506707,0.735783,4452000.0_158.24%_61823000.0_2.10%,161000.0_109.01%_47487000.0_7.19%,"7835000.0_10,209.21%_45966000.0_0.35%",1751000.0_217.21%_56638000.0_2.60%,4452000.0,158.24%,61823000.0,2.10%,161000.0,109.01%,47487000.0,7.19%,7835000.0,"10,209.21%",45966000.0,0.35%,1751000.0,217.21%,56638000.0,2.60%
SCON,1.8,超导技术,0.0,1.803466,-7.2549660000000005,"-1522000.0_40.10%_793000.0_9,812.50%","-2178000.0_17.15%_246000.0_24,500.00%","-1853000.0_26.87%_307000.0_3,311.11%",-2504000.0_12.87%_130000.0_490.91%,-1522000.0,40.10%,793000.0,"9,812.50%",-2178000.0,17.15%,246000.0,"24,500.00%",-1853000.0,26.87%,307000.0,"3,311.11%",-2504000.0,12.87%,130000.0,490.91%
LCUT,10.85,生活时光品牌家具,0.0,0.8816360000000001,-0.610663,-6057000.0_-188.98%_149000000.0_26.63%,-11598000.0_-771.37%_118000000.0_4.25%,1251000.0_-91.52%_183000000.0_-5.55%,4330000.0_-32.89%_166000000.0_-2.45%,-6057000.0,-188.98%,149000000.0,26.63%,-11598000.0,-771.37%,118000000.0,4.25%,1251000.0,-91.52%,183000000.0,-5.55%,4330000.0,-32.89%,166000000.0,-2.45%
DENN,14.02,Denny’s Corporation,21.629587,-7.813248,0.671765,11626000.0_32.88%_157000000.0_17.96%,9759000.0_16.55%_155000000.0_21.39%,13147000.0_16.61%_135000000.0_4.55%,9325000.0_-4.12%_132000000.0_3.11%,11626000.0,32.88%,157000000.0,17.96%,9759000.0,16.55%,155000000.0,21.39%,13147000.0,16.61%,135000000.0,4.55%,9325000.0,-4.12%,132000000.0,3.11%
IPCI,2.8,Intellipharmaceutics Internation,0.0,-157.067111,-0.35,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNJR,7.87,点牛金融,0.0,9.825582,-0.138275,0_0_0_0,0_0_0_0,-197700.0_-172.46%_1044400.0_42.60%,-197700.0_-172.46%_1044400.0_42.60%,0,0,0,0,0,0,0,0,-197700.0,-172.46%,1044400.0,42.60%,-197700.0,-172.46%,1044400.0,42.60%
GLG,0.66,中国商业信贷公司,4.208348,4.211181,0.168142,9503300.0_293.22%_0_0,-385900.00000000006_68.58%_0_0,-2169500.0_-57.89%_0_0,-2515300.0_-302.80%_0_0,9503300.0,293.22%,0,0,-385900.00000000006,68.58%,0,0,-2169500.0,-57.89%,0,0,-2515300.0,-302.80%,0,0
OPTT,0.7018,Ocean Power Technologies,0.0,1.815462,-0.623258,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FATE,14.2,Fate Therapeutics Inc,0.0,14.957207999999998,-1.1833209999999998,-19654000.0_-103.77%_1027000.0_0.10%,-14135000.0_-39.59%_1026000.0_-0.10%,-12497000.0_-57.39%_1027000.0_0.00%,-10684000.0_-22.28%_1026000.0_0.00%,-19654000.0,-103.77%,1027000.0,0.10%,-14135000.0,-39.59%,1026000.0,-0.10%,-12497000.0,-57.39%,1027000.0,0.00%,-10684000.0,-22.28%,1026000.0,0.00%
ACRX,3.75,AcelRx Pharmaceuticals,0.0,-4.733788,-0.898874,-10541000.0_19.28%_818000.0_-69.24%,-11592000.0_25.46%_343000.0_-88.97%,-9885000.0_-2.10%_740000.0_-88.50%,-13013000.0_-14.13%_1487000.0_-55.82%,-10541000.0,19.28%,818000.0,-69.24%,-11592000.0,25.46%,343000.0,-88.97%,-9885000.0,-2.10%,740000.0,-88.50%,-13013000.0,-14.13%,1487000.0,-55.82%
PRCP,9.25,Perceptron,23.570603,1.9384810000000001,0.392438,772000.0_195.79%_23594000.0_5.56%,1020000.0_270.57%_21397000.0_31.07%,366000.0_-85.50%_20433000.0_-6.06%,1558000.0_166.16%_19269000.0_9.98%,772000.0,195.79%,23594000.0,5.56%,1020000.0,270.57%,21397000.0,31.07%,366000.0,-85.50%,20433000.0,-6.06%,1558000.0,166.16%,19269000.0,9.98%
AAL,42.04,美国航空,13.951761999999999,-22.940672,3.102834,566000000.0_-34.49%_10935000000.0_3.43%,186000000.0_-45.29%_9707000000.0_5.65%,258000000.0_-10.73%_9251000000.0_8.31%,624000000.0_-15.33%_9577000000.0_2.75%,566000000.0,-34.49%,10935000000.0,3.43%,186000000.0,-45.29%,9707000000.0,5.65%,258000000.0,-10.73%,9251000000.0,8.31%,624000000.0,-15.33%,9577000000.0,2.75%
STRM,1.22,Streamline Health Solutions,0.0,2.465668,-0.101534,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOLO,2.69,Electrameccanica Vehicles Corp.,0.0,11.226552,-0.43737,-2616200.0_-66.11%_279400.0_0,-2404000.0_-9.79%_166100.0_0,-4617100.0_15.08%_109200.0_0,-2984700.0000000005_-105.29%_0_0,-2616200.0,-66.11%,279400.0,0,-2404000.0,-9.79%,166100.0,0,-4617100.0,15.08%,109200.0,0,-2984700.0000000005,-105.29%,0,0
OPGN,2.1,"OpGen, Inc.",0.0,2.135539,-2.620088,-3332200.0000000005_20.81%_788900.0_12.19%,-3048100.0_38.77%_846200.0_9.65%,-2964700.0000000005_37.72%_990900.0_-1.55%,-3268600.0_32.57%_745100.0_-1.92%,-3332200.0000000005,20.81%,788900.0,12.19%,-3048100.0,38.77%,846200.0,9.65%,-2964700.0000000005,37.72%,990900.0,-1.55%,-3268600.0,32.57%,745100.0,-1.92%
RVNC,24.35,Revance Therapeutics Inc,0.0,4.4268089999999995,-4.078916,-34080000.0_-26.81%_686000.0_814.67%,-35037000.0_-29.02%_193000.0_157.33%,-35907000.0_-33.97%_37000.0_-50.67%,-30651000.0_-70.49%_75000.0_0.00%,-34080000.0,-26.81%,686000.0,814.67%,-35037000.0,-29.02%,193000.0,157.33%,-35907000.0,-33.97%,37000.0,-50.67%,-30651000.0,-70.49%,75000.0,0.00%
KMDA,6.05,Kamada Ltd.,0.0,2.675582,-0.18,0_0_0_0,0_0_0_0,0_0_0_0,-236000.0_77.33%_22918000.0_18.30%,0,0,0,0,0,0,0,0,0,0,0,0,-236000.0,77.33%,22918000.0,18.30%
ESES,0.4,"Eco-Stim Energy Solutions, Inc.",0.0,0.574472,-0.154187,-16576500.0_-169.63%_18211100.0_113.55%,-12860500.0_-155.73%_17778800.0_593.77%,-9130000.0_-98.81%_19807200.0_860.22%,-6640100.0_-38.18%_13120200.0_519.47%,-16576500.0,-169.63%,18211100.0,113.55%,-12860500.0,-155.73%,17778800.0,593.77%,-9130000.0,-98.81%,19807200.0,860.22%,-6640100.0,-38.18%,13120200.0,519.47%
DZSI,11.57,"DASAN Zhone Solutions, Inc.",27.326790000000003,2.6663349999999997,0.43620200000000003,1355000.0_255.03%_76257000.0_27.22%,141000.0_104.03%_59504000.0_14.18%,4158000.0_166.58%_68623000.0_15.39%,1387000.0_128.96%_66438000.0_112.67%,1355000.0,255.03%,76257000.0,27.22%,141000.0,104.03%,59504000.0,14.18%,4158000.0,166.58%,68623000.0,15.39%,1387000.0,128.96%,66438000.0,112.67%
MTP,0.72,Midatech Pharma PLC,0.0,0.370295,-1.08,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCCO,4.85,Technical Communications Corpora,0.0,2.749332,-0.347624,243000.0_170.55%_1544100.0_44.61%,-313300.0_-345.42%_929599.9999999999_-32.88%,-52000.0_92.52%_1116600.0_76.78%,-517600.0_39.84%_1124600.0_177.88%,243000.0,170.55%,1544100.0,44.61%,-313300.0,-345.42%,929599.9999999999,-32.88%,-52000.0,92.52%,1116600.0,76.78%,-517600.0,39.84%,1124600.0,177.88%
GCVRZ,0.5669,Sanofi,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CGIX,1.16,Cancer Genetics Inc.,0.0,1.878669,-0.662352,-3633000.0_-31.34%_7036000.0_6.54%,-4456000.0_53.49%_7667000.0_10.06%,-7901000.0_-184.62%_7523000.0_4.05%,-633000.0_83.10%_8028000.0_18.93%,-3633000.0,-31.34%,7036000.0,6.54%,-4456000.0,53.49%,7667000.0,10.06%,-7901000.0,-184.62%,7523000.0,4.05%,-633000.0,83.10%,8028000.0,18.93%
CBLK,22.47,Carbon Black,0.0,7.588185,-14.311269,-25281000.0_-104.95%_50992000.0_31.79%,-20594000.0_-65.56%_48434000.0_34.74%,0_0_0_0,0_0_0_0,-25281000.0,-104.95%,50992000.0,31.79%,-20594000.0,-65.56%,48434000.0,34.74%,0,0,0,0,0,0,0,0
HSGX,0.63,Histogenics Corporation,0.0,-0.767149,-1.1284450000000001,-3777000.0_42.27%_0_0,-14833000.0_-109.48%_0_0,-6796000.0_-174.99%_0_0,-5995000.0_35.64%_0_0,-3777000.0,42.27%,0,0,-14833000.0,-109.48%,0,0,-6796000.0,-174.99%,0,0,-5995000.0,35.64%,0,0
IPGP,167.51,IPG光电,22.658955,4.144369,7.390014,122000000.0_16.82%_413999999.99999994_11.98%,106000000.0_41.91%_360000000.0_25.89%,52956000.0_-29.51%_361000000.0_28.89%,115999999.99999999_66.98%_393000000.0_47.59%,122000000.0,16.82%,413999999.99999994,11.98%,106000000.0,41.91%,360000000.0,25.89%,52956000.0,-29.51%,361000000.0,28.89%,115999999.99999999,66.98%,393000000.0,47.59%
SGC,19.44,Superior Uniform Group,21.995952,2.0570619999999997,0.8892,3817000.0_-12.07%_82392000.0_25.59%,2450000.0_-36.11%_73087000.0_19.84%,1884000.0_-57.58%_72449000.0_12.00%,4962000.0_11.58%_67773000.0_3.82%,3817000.0,-12.07%,82392000.0,25.59%,2450000.0,-36.11%,73087000.0,19.84%,1884000.0,-57.58%,72449000.0,12.00%,4962000.0,11.58%,67773000.0,3.82%
AQB,2.7,"AquaBounty Technologies, Inc.",0.0,1.4767700000000001,-0.9979299999999999,-2781100.0_-32.85%_47900.0_-10.10%,-2449800.0_-19.17%_19100.0_0,-2663200.0_-8.88%_0_0,-2446200.0_-14.21%_0_0,-2781100.0,-32.85%,47900.0,-10.10%,-2449800.0,-19.17%,19100.0,0,-2663200.0,-8.88%,0,0,-2446200.0,-14.21%,0,0
ZS,38.9,Zscaler Inc.,0.0,19.927622,-0.625819,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOGL,9.42,Golden Ocean Group,22.032317000000003,0.9021459999999999,0.426646,8980000.0_175.07%_141000000.0_41.01%,16683000.0_193.32%_149000000.0_83.35%,27124000.0_318.77%_151000000.0_72.43%,368000.0_101.38%_127000000.0_80.24%,8980000.0,175.07%,141000000.0,41.01%,16683000.0,193.32%,149000000.0,83.35%,27124000.0,318.77%,151000000.0,72.43%,368000.0,101.38%,127000000.0,80.24%
ROSEU,7.82,Rosehill Resources Inc.,0.0,0.0,-0.7408,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JRSH,5.13,"Jerash Holdings (US), Inc.",8.47986,1.330149,0.619114,-885200.0_-125.82%_18363100.0_-13.99%,-984700.0_-135.49%_8852300.0_-27.27%,2207200.0_-7.65%_11543800.000000002_-8.50%,5752100.0_111.00%_27549500.0_46.41%,-885200.0,-125.82%,18363100.0,-13.99%,-984700.0,-135.49%,8852300.0,-27.27%,2207200.0,-7.65%,11543800.000000002,-8.50%,5752100.0,111.00%,27549500.0,46.41%
ATXI,3.4,Avenue Therapeutics Inc.,0.0,7.384097,-2.4151860000000003,-4657000.0_-93.56%_0_0,"-10377000.0_-1,469.89%_0_0",-6243000.0_-666.01%_0_0,-2948000.0_-441.91%_0_0,-4657000.0,-93.56%,0,0,-10377000.0,"-1,469.89%",0,0,-6243000.0,-666.01%,0,0,-2948000.0,-441.91%,0,0
CYCC,1.38,Cyclacel Pharmaceuticals,0.0,0.9147540000000001,-1.340366,-1852000.0_15.32%_0_0,-1349000.0_13.25%_0_0,-1871000.0_34.10%_0_0,-1857000.0_36.97%_0_0,-1852000.0,15.32%,0,0,-1349000.0,13.25%,0,0,-1871000.0,34.10%,0,0,-1857000.0,36.97%,0,0
DEST,4.04,Destination Maternity Corporatio,0.0,1.596471,-1.557898,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APDN,1.47,Applied DNA Sciences Inc,0.0,14.080579,-0.38465900000000003,-2887700.0_-10.60%_1016400.0_-43.45%,-2146200.0_37.41%_1043900.0_15.31%,-3183700.0_19.63%_647700.0_-28.28%,-2854700.0000000005_-18.20%_1145500.0_-29.99%,-2887700.0,-10.60%,1016400.0,-43.45%,-2146200.0,37.41%,1043900.0,15.31%,-3183700.0,19.63%,647700.0,-28.28%,-2854700.0000000005,-18.20%,1145500.0,-29.99%
QUMU,2.85,Qumu Corp,0.0,6.396885,-1.234831,-1531000.0_41.36%_7626000.0_14.61%,-4530000.0_-27.18%_4831000.0_-28.01%,"-3242000.0_-1,114.23%_7229000.0_-22.44%",-2309000.0_7.08%_7573000.0_6.51%,-1531000.0,41.36%,7626000.0,14.61%,-4530000.0,-27.18%,4831000.0,-28.01%,-3242000.0,"-1,114.23%",7229000.0,-22.44%,-2309000.0,7.08%,7573000.0,6.51%
VRNA,12.11,Verona Pharma plc,0.0,1.6384290000000001,-3.343136,611000.0_119.09%_0_0,-15223000.0_-695.35%_0_0,-6268900.0_-701.39%_0_0,-9114200.0_-270.29%_0_0,611000.0,119.09%,0,0,-15223000.0,-695.35%,0,0,-6268900.0,-701.39%,0,0,-9114200.0,-270.29%,0,0
DLHC,6.1,DLH Holdings Corp,64.46759399999999,1.960216,0.095707,1614000.0_70.79%_36131000.0_23.50%,1316000.0_34.42%_34401000.0_15.03%,-2851000.0_-979.94%_30215000.0_15.72%,1040000.0_-56.43%_30390000.0_12.06%,1614000.0,70.79%,36131000.0,23.50%,1316000.0,34.42%,34401000.0,15.03%,-2851000.0,-979.94%,30215000.0,15.72%,1040000.0,-56.43%,30390000.0,12.06%
WWR,0.195,Westwater Resources Inc,0.0,0.347912,-1.3927459999999998,-20457000.0_-675.18%_0_0,-3419000.0_-285.31%_0_0,-15510000.0_-122.17%_0_0,-2983000.0_20.33%_0_0,-20457000.0,-675.18%,0,0,-3419000.0,-285.31%,0,0,-15510000.0,-122.17%,0,0,-2983000.0,20.33%,0,0
JVA,4.59,Coffee Holding Co,26.947922,1.069548,0.176637,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRQR,20.0,ProQR Therapeutics N.V.,0.0,29.266662,-1.7268740000000002,-7400000.0_34.88%_0_0,-10717000.0_-2.26%_0_0,-11311000.0_-28.26%_0_0,-10521000.0_-3.89%_0_0,-7400000.0,34.88%,0,0,-10717000.0,-2.26%,0,0,-11311000.0,-28.26%,0,0,-10521000.0,-3.89%,0,0
AUTO,3.29,Autobytel Inc,0.0,0.798039,-6.778900999999999,"-5217000.0_-1,720.19%_29161000.0_-15.10%","-10279000.0_-2,223.76%_32167000.0_-13.21%","-65840000.0_-4,877.94%_33124000.0_-17.34%",69000.0_-97.48%_36657000.0_-15.87%,-5217000.0,"-1,720.19%",29161000.0,-15.10%,-10279000.0,"-2,223.76%",32167000.0,-13.21%,-65840000.0,"-4,877.94%",33124000.0,-17.34%,69000.0,-97.48%,36657000.0,-15.87%
CREG,1.2,盈丰科技,0.0,0.049749,-1.3809280000000002,-1676000.0_-699.26%_0_0,-244800.0_-185.59%_0_0,-9756800.0_-667.87%_0_0,-134300.0_-129.40%_0_0,-1676000.0,-699.26%,0,0,-244800.0,-185.59%,0,0,-9756800.0,-667.87%,0,0,-134300.0,-129.40%,0,0
MHLD,2.7,Maiden Holdings,0.0,0.36657399999999996,-2.208473,2680000.0_116.41%_0_0,22343000.0_-15.69%_0_0,-125000000.0_-79.98%_0_0,-55054000.0_-234.95%_0_0,2680000.0,116.41%,0,0,22343000.0,-15.69%,0,0,-125000000.0,-79.98%,0,0,-55054000.0,-234.95%,0,0
KIDS,31.24,Orthopediatrics Corp,0.0,9.762186,-3.37446,-2692000.0_-112.64%_15077000.0_27.75%,-5000000.0_-289.11%_12094000.0_23.89%,-4845000.0_-33.36%_11681000.0_24.03%,-1537000.0_-81.89%_12375000.0_22.10%,-2692000.0,-112.64%,15077000.0,27.75%,-5000000.0,-289.11%,12094000.0,23.89%,-4845000.0,-33.36%,11681000.0,24.03%,-1537000.0,-81.89%,12375000.0,22.10%
JCTCF,8.35,朱伊特卡梅伦贸易,7.522522,0.9555600000000001,1.11,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMEX,7.75,奥德赛海洋探索,0.0,-2.692926,-0.711754,-1610000.0_40.51%_1073500.0_82.79%,-2641400.0_10.71%_511700.0_-21.19%,-2250500.0_28.06%_0_0,-3105800.0_-11.02%_11900.0_-99.59%,-1610000.0,40.51%,1073500.0,82.79%,-2641400.0,10.71%,511700.0,-21.19%,-2250500.0,28.06%,0,0,-3105800.0,-11.02%,11900.0,-99.59%
FCA,28.04,First Trust China AlphaDEX Fund,8.996827,0.0,3.12,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YTRA,5.33,"Yatra Online, Inc. ",0.0,0.084823,-0.490234,-312000000.0_90.03%_2700000000.0_-7.46%,-381000000.0_54.12%_3159000000.0_37.50%,231999999.99999997_105.04%_3239000000.0_41.05%,-777000000.0_-88.74%_2431000000.0_30.08%,-312000000.0,90.03%,2700000000.0,-7.46%,-381000000.0,54.12%,3159000000.0,37.50%,231999999.99999997,105.04%,3239000000.0,41.05%,-777000000.0,-88.74%,2431000000.0,30.08%
CHEK,3.65,Check Cap Ltd,0.0,1.070667,-4.728167,-2655000.0_6.18%_0_0,-2127000.0_19.92%_0_0,-1902000.0_20.82%_0_0,-2384000.0_-40.82%_0_0,-2655000.0,6.18%,0,0,-2127000.0,19.92%,0,0,-1902000.0,20.82%,0,0,-2384000.0,-40.82%,0,0
DBVT,25.69,DBV Technologies S.A.,0.0,5.074273000000001,-3.5163599999999997,-36037000.0_0.64%_0_0,-36037000.0_0.64%_0_0,-37576000.0_-15.46%_0_0,-37576000.0_-15.46%_0_0,-36037000.0,0.64%,0,0,-36037000.0,0.64%,0,0,-37576000.0,-15.46%,0,0,-37576000.0,-15.46%,0,0
CPSS,3.92,Consumer Portfolio Services,55.419993999999996,0.48651400000000006,0.072537,3165000.0_-30.77%_0_0,3145000.0_-29.80%_0_0,-9951000.0_-233.30%_0_0,4663000.0_-36.54%_0_0,3165000.0,-30.77%,0,0,3145000.0,-29.80%,0,0,-9951000.0,-233.30%,0,0,4663000.0,-36.54%,0,0
ASPU,6.82,Aspen Group Inc.,0.0,4.103053,-0.594884,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLNO,2.08,Capnia Inc,0.0,2.812455,-1.328554,-7637000.0_-92.42%_0_0,-3755000.0_-30.07%_0_0,-5025400.0_-92.31%_0_0,-3786000.0_-37.67%_0_0,-7637000.0,-92.42%,0,0,-3755000.0,-30.07%,0,0,-5025400.0,-92.31%,0,0,-3786000.0,-37.67%,0,0
OSTK,27.05,Overstock.com,0.0,6.555148,-7.693244,-65916000.0_-751.30%_483000000.0_11.83%,-54456000.0_-766.86%_445000000.0_2.98%,"-96792000.0_-3,605.69%_455999999.99999994_-13.28%",-1105000.0_67.42%_424000000.0_-3.98%,-65916000.0,-751.30%,483000000.0,11.83%,-54456000.0,-766.86%,445000000.0,2.98%,-96792000.0,"-3,605.69%",455999999.99999994,-13.28%,-1105000.0,67.42%,424000000.0,-3.98%
TANH,1.62,Tantech Holdings,11.51335,0.475479,0.145049,0_0_0_0,0_0_0_0,1351200.0_-8.66%_15319700.0_43.91%,1351200.0_-8.66%_15319700.0_43.91%,0,0,0,0,0,0,0,0,1351200.0,-8.66%,15319700.0,43.91%,1351200.0,-8.66%,15319700.0,43.91%
AIRT,33.6,Air T,16.594141,2.45434,2.024811,3282100.0_166.86%_60692100.0_27.34%,1462700.0_387.42%_53324500.0_22.06%,-714400.0_-142.90%_44453300.0_24.28%,478500.0_-55.69%_48861500.0_26.84%,3282100.0,166.86%,60692100.0,27.34%,1462700.0,387.42%,53324500.0,22.06%,-714400.0,-142.90%,44453300.0,24.28%,478500.0,-55.69%,48861500.0,26.84%
VTVT,0.8145,vTv Therapeutics Inc.,0.0,-0.162975,-1.4313069999999999,"-9596000.0_28.46%_2473000.0_18,923.08%","-9960000.0_30.28%_2064000.0_6,780.00%",-14592000.0_-6.43%_233000.0_513.16%,-12355000.0_8.52%_15000.0_-60.53%,-9596000.0,28.46%,2473000.0,"18,923.08%",-9960000.0,30.28%,2064000.0,"6,780.00%",-14592000.0,-6.43%,233000.0,513.16%,-12355000.0,8.52%,15000.0,-60.53%
NMRD,3.11,"Nemaura Medical, Inc.",0.0,209.076098,-0.017352,-763199.9999999999_-87.15%_0_0,-553300.0_-54.01%_0_0,-466400.0_-24.24%_0_0,-393000.0_-21.88%_0_0,-763199.9999999999,-87.15%,0,0,-553300.0,-54.01%,0,0,-466400.0,-24.24%,0,0,-393000.0,-21.88%,0,0
AXTI,7.35,AXT Inc,20.040702,1.557649,0.370496,4551000.0_153.11%_27120000.0_15.13%,3190000.0_650.59%_24419000.0_18.45%,3273000.0_61.71%_26332000.0_29.91%,4565000.0_106.47%_28168000.0_28.79%,4551000.0,153.11%,27120000.0,15.13%,3190000.0,650.59%,24419000.0,18.45%,3273000.0,61.71%,26332000.0,29.91%,4565000.0,106.47%,28168000.0,28.79%
DSGX,34.45,The Descartes Systems Group Inc,103.749999,5.558871,0.34,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWEN,2.23,"Broadwind Energy, Inc.",0.0,0.625714,-1.327425,-6116000.0_-684.10%_36781000.0_-15.18%,-4838000.0_-176.47%_29967000.0_-46.54%,"-6981000.0_-2,442.62%_17768000.0_-63.10%",-2207000.0_-353.10%_29595000.0_-30.45%,-6116000.0,-684.10%,36781000.0,-15.18%,-4838000.0,-176.47%,29967000.0,-46.54%,-6981000.0,"-2,442.62%",17768000.0,-63.10%,-2207000.0,-353.10%,29595000.0,-30.45%
PIH,6.25,"1347 Property Insurance Holdings, Inc.",48.222497,0.846567,0.13375499999999999,0_0_0_0,0_0_0_0,0_0_0_0,-2263000.0_-25.30%_0_0,0,0,0,0,0,0,0,0,0,0,0,0,-2263000.0,-25.30%,0,0
CVLY,30.13,Codorus Valley Bancorp,18.357879999999998,1.6261940000000001,1.687014,6054000.0_64.29%_0_0,4083000.0_19.42%_0_0,1490000.0_-61.22%_0_0,3410000.0_0.21%_0_0,6054000.0,64.29%,0,0,4083000.0,19.42%,0,0,1490000.0,-61.22%,0,0,3410000.0,0.21%,0,0
NSIT,54.52,Insight Enterprises,16.408827,2.1733700000000002,3.3853120000000003,51479000.0_27.88%_1837000000.0_9.08%,32745000.0_136.46%_1763000000.0_19.31%,14168000.0_-32.85%_1784000000.0_21.57%,22412000.0_3.59%_1757999999.9999998_26.23%,51479000.0,27.88%,1837000000.0,9.08%,32745000.0,136.46%,1763000000.0,19.31%,14168000.0,-32.85%,1784000000.0,21.57%,22412000.0,3.59%,1757999999.9999998,26.23%
