code,name,open,latestPrice,pe,pb,eps,2018-06,2018-03,2017-12,2017-09,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09,count,grow_radio_3,grow_radio_6,grow_self_3,grow_self_6,max_price,max_price_radio,price,price_week_3,vol_radio,volume_3,volume_6,week_3_rs,week_6_rs,year
PTIE,Pain Therapeutics,1.25,1.38,0.0,2.764408,-1.449956,-2452000.0_41.06%_0_0,-2160000.0_21.25%_0_0,-2418000.0_4.12%_0_0,-2590000.0_26.38%_0_0,-2452000.0,41.06%,0.0,0,-2160000.0,21.25%,0.0,0,-2418000.0,4.12%,0.0,0,-2590000.0,26.38%,0.0,0,252,0.1397168534080299,-0.012516828246052268,0.1497666666666667,-0.014533333333333362,40.04,0.9670004995004995,1.3213,1.2171,13.173070631667082,35452174.0,2501375.6666666665,0.12610945263195975,-0.031625977124780665,4
BURG,Chanticleer Holdings,2.21,2.3748,0.0,0.923011,-2.184409,-805800.0_59.77%_10399900.0_-3.39%,-2681800.0_-53.43%_9995500.0_1.37%,-2263900.0_-23.91%_10082200.0_2.24%,-1726200.0_-83.00%_10725400.0_-2.29%,-805800.0,59.77%,10399900.0,-3.39%,-2681800.0,-53.43%,9995500.0,1.37%,-2263900.0,-23.91%,10082200.0,2.24%,-1726200.0,-83.00%,10725400.0,-2.29%,252,-0.011399202200301545,-0.029103459068800578,-0.029233333333333444,-0.07383333333333357,54.5,0.9583247706422019,2.2713,2.3971,-0.14223651703724421,92008.0,107265.0,-0.010512987699850826,-0.03885968595543048,4
ADRO,"Aduro Biotech, Inc.",6.12,6.52,0.0,2.9216,-1.253057,-24397000.0_-25.76%_2639000.0_-55.40%,-21494000.0_1.46%_6627000.0_75.69%,-26132000.0_11.61%_3756000.0_-3.15%,-24520000.0_30.04%_3794000.0_0.00%,-24397000.0,-25.76%,2639000.0,-55.40%,-21494000.0,1.46%,6627000.0,75.69%,-26132000.0,11.61%,3756000.0,-3.15%,-24520000.0,30.04%,3794000.0,0.00%,183,0.035915848311753075,-0.057201604045873634,0.1366666666666664,-0.39999999999999974,40.0,0.83575,6.57,6.623333333333334,0.25012665325801975,2309689.0,1847564.0,0.036973989287312777,-0.06705808367286552,3
CETX,Cemtrex Inc.,1.35,1.44,0.0,0.46209,-0.177189,-2583200.0_-318.44%_19164300.0_-31.08%,423500.0_2.42%_20601200.0_-32.47%,732000.0_-47.93%_32381900.0_10.15%,1388200.0_-31.98%_32919300.0_-10.46%,-2583200.0,-318.44%,19164300.0,-31.08%,423500.0,2.42%,20601200.0,-32.47%,732000.0,-47.93%,32381900.0,10.15%,1388200.0,-31.98%,32919300.0,-10.46%,173,-0.010837245696400639,-0.020663400926558793,-0.01663333333333335,-0.036666666666666625,8.02,0.8204364089775561,1.4401,1.4367,-0.2682414567719619,245397.66666666666,335353.3333333333,-0.011401691438253926,-0.037270854240245975,3
GH,Guardant Health Inc.,29.63,31.51,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2,-0.010837245696400639,-0.020663400926558793,-0.01663333333333335,-0.036666666666666625,30.9,0.0,30.9,30.9,-0.2682414567719619,245397.66666666666,335353.3333333333,-0.011401691438253926,-0.037270854240245975,0
AMRS,阿米瑞斯,8.65,9.2,0.0,-2.31155,-2.294111,1533000.0_147.26%_23194000.0_-9.68%,-91496000.0_-144.83%_22998000.0_77.18%,-1717000.0_96.48%_80588000.0_262.39%,-33861000.0_-71.85%_24197000.0_-8.84%,1533000.0,147.26%,23194000.0,-9.68%,-91496000.0,-144.83%,22998000.0,77.18%,-1717000.0,96.48%,80588000.0,262.39%,-33861000.0,-71.85%,24197000.0,-8.84%,252,0.047581836746233175,-0.05132536026710293,0.38999999999999996,-0.4666666666666662,78.45,0.8838750796685787,9.11,8.486666666666666,-0.1088643199907933,4769970.666666667,5352687.333333333,0.05096098155644655,-0.04732756808299646,4
SLNO,Capnia Inc,1.99,2.0887,0.0,2.824218,-1.328554,-7637000.0_-92.42%_0_0,-3755000.0_-30.07%_0_0,-5025400.0_-92.31%_0_0,-3786000.0_-37.67%_0_0,-7637000.0,-92.42%,0.0,0,-3755000.0,-30.07%,0.0,0,-5025400.0,-92.31%,0.0,0,-3786000.0,-37.67%,0.0,0,205,-0.019454540428901646,0.02830182215568652,-0.0433333333333333,0.043333333333333224,37.25,0.9455033557046979,2.03,2.1333333333333333,-0.5523706341124103,59633.333333333336,133220.33333333334,-0.010834233970795129,0.0001868832174914218,3
TGTX,TG Therapeutics Inc.,5.26,5.61,0.0,4.565325,-2.121542,-44142000.0_-55.69%_38000.0_0.00%,-41529000.0_-49.78%_38000.0_0.00%,-30859800.0_-30.35%_38100.0_0.00%,-31535700.0_-27.00%_38100.0_0.00%,-44142000.0,-55.69%,38000.0,0.00%,-41529000.0,-49.78%,38000.0,0.00%,-30859800.0,-30.35%,38100.0,0.00%,-31535700.0,-27.00%,38100.0,0.00%,252,-0.1252122488103796,-0.1165274109545084,-1.153333333333333,-1.3499999999999996,18.68,0.7018201284796574,5.57,5.53,0.9820161649913487,13523328.666666666,6823016.333333333,-0.12351091715658313,-0.11744618623520013,4
ANIX,ITUS Corp,5.25,5.62,0.0,16.608520000000002,-0.547941,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,171,0.04119119769119761,0.08434135113768822,0.18373333333333294,0.33826666666666627,6.75,0.18352592592592598,5.5112,5.1037333333333335,-0.21818282407536566,551131.3333333334,704936.3333333334,0.046906281114319076,0.07990746142852656,3
BNGO,Bionano Genomics,6.75,6.94,0.0,-1.215641,-243.79599,-3311500.0_50.39%_3390000.0_54.36%,-3847400.0_32.33%_1768500.0_2.77%,0_0_0_0,0_0_0_0,-3311500.0,50.39%,3390000.0,54.36%,-3847400.0,32.33%,1768500.0,2.77%,0.0,0,0.0,0,0.0,0,0.0,0,4,0.023982833856251527,0.08434135113768822,0.1176666666666663,0.33826666666666627,7.963,0.1133994725605928,7.06,7.2876666666666665,-0.8998614059236555,70591.33333333333,704936.3333333334,0.014015984620001013,0.07990746142852656,0
SNDE,Sundance Energy Australia Limited,6.4,6.55,0.0,0.235551,-3.0376,-58010000.0_-606.49%_24990000.0_35.99%,-15583000.0_-731.66%_24036000.0_3.46%,-10671000.0_56.64%_21742000.0_4.84%,-6018000.0_-509.73%_31584000.0_80.93%,-58010000.0,-606.49%,24990000.0,35.99%,-15583000.0,-731.66%,24036000.0,3.46%,-10671000.0,56.64%,21742000.0,4.84%,-6018000.0,-509.73%,31584000.0,80.93%,111,0.06722083067665097,0.051410034465030584,0.39670000000000005,0.2592999999999999,17.5741,0.6164810715769229,6.74,6.243333333333333,0.9912700767046658,93976.0,47194.0,0.07419971485016984,0.022341783750628064,2
AAME,美国大西洋,2.68,2.71,51.806537,0.5400550000000001,0.05231,3185000.0_118.15%_49443000.0_13.32%,"-5024000.0_-2,173.30%_40540000.0_-7.57%",2542000.0_88.58%_48825000.0_21.97%,747000.0_401.34%_44798000.0_5.54%,3185000.0,118.15%,49443000.0,13.32%,-5024000.0,"-2,173.30%",40540000.0,-7.57%,2542000.0,88.58%,48825000.0,21.97%,747000.0,401.34%,44798000.0,5.54%,252,0.008568716093386216,-0.04612025079905143,0.01993333333333336,-0.1416666666666666,4.99,0.44889779559118237,2.75,2.584233333333333,-0.46611039167297874,14567.0,27284.666666666668,0.024381449964130397,-0.02556081960931886,4
EGAN,eGain Communications Corporation,7.25,7.74,0.0,-24.612078,-0.07284199999999999,"-536000.0_-1,091.11%_15589000.0_6.62%",-99000.0_96.06%_15745000.0_13.68%,-788000.0_24.88%_15398000.0_2.66%,-568000.0_76.44%_14575000.0_-1.15%,-536000.0,"-1,091.11%",15589000.0,6.62%,-99000.0,96.06%,15745000.0,13.68%,-788000.0,24.88%,15398000.0,2.66%,-568000.0,76.44%,14575000.0,-1.15%,252,0.013622101440757683,-0.19347677462202598,0.08999999999999986,-2.4,17.95,0.5754874651810584,7.62,7.84,-0.550154666795868,1819787.6666666667,4045363.0,0.015397747059584133,-0.19279605508190253,4
LFVN,Lifevantage Corporation,10.22,10.83,26.303326,6.960911,0.411735,"2992000.0_3,461.90%_54033000.0_6.70%","1635000.0_2,580.33%_50562000.0_12.34%",317000.0_12.01%_49482000.0_1.09%,817000.0_-30.76%_49127000.0_-10.51%,2992000.0,"3,461.90%",54033000.0,6.70%,1635000.0,"2,580.33%",50562000.0,12.34%,317000.0,12.01%,49482000.0,1.09%,817000.0,-30.76%,49127000.0,-10.51%,252,-0.024429297236262814,-0.0203190482820875,-0.28666666666666707,-0.26333333333333364,15.25,0.28918032786885245,10.84,10.81,-0.532856829049864,469982.0,1006077.0,-0.026641882994145837,-0.026035876084908236,4
ELGX,恩多勒吉克斯,1.51,1.6,0.0,3.420269,-0.862985,-23876000.0_-46.55%_44740000.0_-7.86%,-19767000.0_7.26%_42284000.0_-0.77%,-14521000.0_41.74%_44003000.0_-7.29%,-14273000.0_6.38%_45986000.0_-11.77%,-23876000.0,-46.55%,44740000.0,-7.86%,-19767000.0,7.26%,42284000.0,-0.77%,-14521000.0,41.74%,44003000.0,-7.29%,-14273000.0,6.38%,45986000.0,-11.77%,252,-0.03620735214230198,-0.0794899030706891,-0.07333333333333332,-0.17,17.62,0.9103291713961407,1.58,1.68,-0.3980268569320826,3354310.3333333335,5572192.666666667,-0.030125041279874466,-0.08971538152949377,4
ATXI,Avenue Therapeutics Inc.,2.48,2.5,0.0,5.259328,-2.4151860000000003,-4657000.0_-93.56%_0_0,"-10377000.0_-1,469.89%_0_0",-6243000.0_-666.01%_0_0,-2948000.0_-441.91%_0_0,-4657000.0,-93.56%,0.0,0,-10377000.0,"-1,469.89%",0.0,0,-6243000.0,-666.01%,0.0,0,-2948000.0,-441.91%,0.0,0,68,-0.1402701465201465,-0.0015997525865947386,-0.41999999999999993,-0.013333333333333494,7.95,0.7069182389937106,2.33,2.526666666666667,-0.2404708471231346,57986.0,76344.66666666667,-0.11439204183600706,-0.02523037980422838,1
FUV,"Arcimoto, Inc.",3.8,3.94,0.0,5.3665379999999985,-0.422612,-2169100.0_-270.71%_85300.0_0,-2048100.0_-301.61%_660.0_-98.38%,-1525700.0_-262.21%_86400.0_0,-694599.9999999999_-22.30%_0_0,-2169100.0,-270.71%,85300.0,0,-2048100.0,-301.61%,660.0,-98.38%,-1525700.0,-262.21%,86400.0,0,-694599.9999999999,-22.30%,0.0,0,56,-0.03726943523828499,-0.032321848789481016,-0.1572,-0.14106666666666653,5.54,0.33422382671480144,3.6884,3.6928,-0.4272715291970156,97056.66666666667,169463.66666666666,-0.0158487164400733,-0.0421901948947091,1
MYND,"MYnd Analytics, Inc.",1.36,1.46,0.0,2.946585,-2.312807,-2937200.0000000005_-86.80%_391700.0_869.55%,"-2659600.0_-83.17%_459900.0_1,341.69%",-2769300.0_-92.29%_122000.0_449.55%,-2648200.0_-166.82%_34000.0_82.80%,-2937200.0000000005,-86.80%,391700.0,869.55%,-2659600.0,-83.17%,459900.0,"1,341.69%",-2769300.0,-92.29%,122000.0,449.55%,-2648200.0,-166.82%,34000.0,82.80%,66,-0.06341658113810014,-0.13776796973518285,-0.11333333333333336,-0.32,4.33,0.651270207852194,1.51,1.5333333333333332,-0.8099480148852752,346517.6666666667,1823278.3333333333,-0.04495463934765458,-0.032752664920674975,1
FDBC,"Fidelity D & D Bancorp, Inc.",68.0,71.0,26.933788,2.998158,2.636094,2768000.0_26.80%_9469000.0_5.53%,2528000.0_27.68%_9242000.0_9.27%,2327000.0_14.69%_8408000.0_1.84%,2226000.0_9.39%_8919000.0_8.50%,2768000.0,26.80%,9469000.0,5.53%,2528000.0,27.68%,9242000.0,9.27%,2327000.0,14.69%,8408000.0,1.84%,2226000.0,9.39%,8919000.0,8.50%,54,-0.015727030196255893,0.07830698821590072,-1.1433333333333309,4.81666666666667,72.05,0.025399028452463543,70.22,68.7,-0.6407178570376119,36576.0,101803.0,-0.003808017402411816,0.05938921166863284,1
NMRD,"Nemaura Medical, Inc.",2.1,2.25,0.0,148.159498,-0.017352,-763199.9999999999_-87.15%_0_0,-553300.0_-54.01%_0_0,-466400.0_-24.24%_0_0,-393000.0_-21.88%_0_0,-763199.9999999999,-87.15%,0.0,0,-553300.0,-54.01%,0.0,0,-466400.0,-24.24%,0.0,0,-393000.0,-21.88%,0.0,0,38,-0.11361455871831183,0.13516599754349307,-0.3133333333333333,0.2905333333333335,6.2635,0.6711104015326894,2.06,2.206666666666667,-0.8812999165164521,290860.6666666667,2450383.0,-0.11482404715492932,0.14266841933233204,0
RMNI,"Rimini Street, Inc.",6.15,6.55,0.0,-1.79516,-0.372937,-25446000.0_1.60%_62649000.0_20.37%,3507000.0_124.23%_59805000.0_21.88%,-3923000.0_-116.31%_57904000.0_23.89%,-9040000.0_41.26%_53611000.0_31.65%,-25446000.0,1.60%,62649000.0,20.37%,3507000.0,124.23%,59805000.0,21.88%,-3923000.0,-116.31%,57904000.0,23.89%,-9040000.0,41.26%,53611000.0,31.65%,164,-0.012485617804163338,0.10571515517301955,-0.08666666666666689,0.5733333333333329,10.05,0.34925373134328364,6.54,6.38,-0.7991721609074062,131517.66666666666,654877.6666666666,-0.005632174204636857,0.09284930126713357,3
TSEM,Tower Semiconductor Ltd,20.91,21.12,7.745786,1.900163,2.726644,36009000.0_-30.39%_335000000.0_-2.88%,27181000.0_-42.22%_313000000.0_-5.26%,149000000.0_184.47%_358000000.0_5.06%,54241000.0_4.27%_355000000.0_8.69%,36009000.0,-30.39%,335000000.0,-2.88%,27181000.0,-42.22%,313000000.0,-5.26%,149000000.0,184.47%,358000000.0,5.06%,54241000.0,4.27%,355000000.0,8.69%,252,-0.01903516068450653,0.0068172838604732,-0.4333333333333312,0.13999999999999937,35.67,0.4199607513316512,20.69,20.986666666666668,-0.12465766698021245,1710413.6666666667,1953994.0,-0.022851241772642177,0.0008636812202218134,4
FRED,弗雷德,2.16,2.28,0.0,0.637158,-3.736285,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,0.058508115722837005,-0.07933329706575838,0.11996666666666671,-0.17833333333333337,20.28,0.884620315581854,2.3399,2.1499666666666664,-0.900183357080819,1787666.0,17909498.333333332,0.06411265246828958,0.052520616458100376,4
XTLB,XTL Biopharmaceuticals,2.05,2.3,4.023089,1.364219,0.5717,34000.0_102.45%_0_0,875000.0_189.56%_0_0,-2000.0_99.83%_0_0,1586000.0_654.55%_0_0,34000.0,102.45%,0.0,0,875000.0,189.56%,0.0,0,-2000.0,99.83%,0.0,0,1586000.0,654.55%,0.0,0,252,0.09584266539219628,-0.010999216607912287,0.17666666666666653,-0.020366666666666717,21.5,0.8930232558139535,2.3,2.23,2.546978464475332,39638.666666666664,11175.333333333334,0.09850819667056572,-0.020396893890470228,4
SNNA,Sienna Biopharmaceuticals Inc.,14.03,14.84,3.1144990000000004,5.441892,4.764811,-20239000.0_-57.42%_0_0,-17103000.0_-69.22%_0_0,-11189000.0_-35.00%_0_0,-16391000.0_-298.81%_0_0,-20239000.0,-57.42%,0.0,0,-17103000.0,-69.22%,0.0,0,-11189000.0,-35.00%,0.0,0,-16391000.0,-298.81%,0.0,0,64,-0.007610969434262139,-0.025165842113206775,-0.14666666666666592,-0.40999999999999953,24.55,0.3971486761710794,14.8,14.446666666666667,-0.5824358340137838,210178.0,503343.0,-0.007568239854906585,-0.03531703186709168,1
AVDL,Avadel Pharmaceuticals plc,4.39,4.66,0.0,2.181179,-0.053877,-3438000.0_-111.89%_29230000.0_-36.88%,-12236000.0_-147.23%_33293000.0_-36.59%,-8245000.0_-274.17%_34752000.0_-19.34%,21679000.0_208.43%_39675000.0_23.65%,-3438000.0,-111.89%,29230000.0,-36.88%,-12236000.0,-147.23%,33293000.0,-36.59%,-8245000.0,-274.17%,34752000.0,-19.34%,21679000.0,208.43%,39675000.0,23.65%,252,0.013799541572650773,-0.05087334585834926,0.06093333333333314,-0.2566666666666668,24.22,0.811197357555739,4.5728,4.470933333333334,-0.32213947659721354,449685.6666666667,663389.6666666666,0.018419547769011963,-0.06001611280983116,4
PDD,拼多多,20.97,22.34,0.0,-100.962128,-2.202761,"-6494000000.0_-5,828.27%_2709000000.0_2,489.49%","-200999999.99999997_3.23%_1385000000.0_3,640.25%",0_0_0_0,0_0_0_0,-6494000000.0,"-5,828.27%",2709000000.0,"2,489.49%",-201000000.0,3.23%,1385000000.0,"3,640.25%",0.0,0,0.0,0,0.0,0,0.0,0,12,-0.02770486161850681,0.12418513840240399,-0.8033333333333333,2.396666666666667,26.34,0.1981776765375854,21.12,23.063333333333333,-0.48801037603232095,18973952.666666668,37059252.333333336,-0.054395138586574694,0.09979024486592292,0
TANH,Tantech Holdings,1.66,1.75,12.064888,0.498256,0.145049,0_0_0_0,0_0_0_0,1351200.0_-8.66%_15319700.0_43.91%,1351200.0_-8.66%_15319700.0_43.91%,0.0,0,0.0,0,0.0,0,0.0,0,1351200.0,-8.66%,15319700.0,43.91%,1351200.0,-8.66%,15319700.0,43.91%,186,0.03475609756097559,0.017393177809844448,0.05666666666666664,0.026666666666666616,29.91,0.9408224674022067,1.77,1.6799999999999997,-0.599854640336097,981279.6666666666,2452308.0,0.032546528533269635,0.0073192412526695075,3
PRNB,Principia Biopharma Inc.,26.14,26.78,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5,-0.021896780446210667,0.017393177809844448,-0.6800000000000009,0.026666666666666616,32.65,0.18223583460949463,26.7,27.430000000000003,-0.8726296479343812,312351.3333333333,2452308.0,-7.598213445226172e-05,0.0073192412526695075,0
JG,极光,6.3,6.65,0.0,-17.468775,-0.26397600000000004,-11834000.0_60.87%_165000000.0_233.63%,-22138000.0_-0.63%_126000000.0_295.06%,0_0_0_0,0_0_0_0,-11834000.0,60.87%,165000000.0,233.63%,-22138000.0,-0.63%,126000000.0,295.06%,0.0,0,0.0,0,0.0,0,0.0,0,12,-0.04555709911607983,-0.06921083102589949,-0.34676666666666617,-0.7533333333333333,10.5,0.3743142857142857,6.5697,6.6099000000000006,-0.674944040423868,342233.0,1052843.3333333333,-0.06543429668107589,-0.07638263446088354,0
TRHC,Tabula Rasa Healthcare Inc.,72.85,76.22,0.0,19.286429,-1.3780629999999998,"-29026000.0_-1,624.66%_48598000.0_65.09%",-18094000.0_-597.80%_43944000.0_57.07%,10946000.0_281.50%_43933000.0_60.85%,"7695000.0_5,519.01%_33268000.0_37.62%",-29026000.0,"-1,624.66%",48598000.0,65.09%,-18094000.0,-597.80%,43944000.0,57.07%,10946000.0,281.50%,43933000.0,60.85%,7695000.0,"5,519.01%",33268000.0,37.62%,107,-0.0062910384317807,-0.040341503024662245,-0.5466666666666621,-3.4200000000000017,87.67,0.14805520702634886,74.69,77.14,-0.4417215993892223,1226526.6666666667,2196980.3333333335,-0.00865284905808881,-0.048632615047379556,2
ADXS,Advaxis Inc.,0.8,0.84,0.0,1.7514,-1.598004,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.0068870136480901996,-0.1431166870111669,-0.008333333333333304,-0.19493333333333332,28.42,0.9708761435608726,0.8277,0.8730333333333333,-0.6891142049578288,2715154.6666666665,8733608.0,-0.005446082896288164,-0.15673098789261944,4
SBPH,"Spring Bank Pharmaceuticals, Inc.",14.29,14.61,0.0,7.71322,-1.518988,-3785000.0_57.42%_0_0,-4864000.0_25.17%_0_0,-1462000.0_39.08%_0_0,-10828000.0_-161.04%_0_0,-3785000.0,57.42%,0.0,0,-4864000.0,25.17%,0.0,0,-1462000.0,39.08%,0.0,0,-10828000.0,-161.04%,0.0,0,128,0.08155812573995048,-0.07124619290493184,1.0266666666666666,-0.9500000000000005,18.72,0.2088675213675213,14.81,13.326666666666668,-0.29756996638742583,234891.66666666666,334398.6666666667,0.08670527151981167,-0.0722836610446118,2
SSLJ,盛世乐居,0.66,0.6897,0.0,295.461007,-0.593057,0_0_0_0,0_0_0_0,-7198000.0_-67.42%_4513500.0_97.87%,-7198000.0_-67.42%_4513500.0_97.87%,0.0,0,0.0,0,0.0,0,0.0,0,-7198000.0,-67.42%,4513500.0,97.87%,-7198000.0,-67.42%,4513500.0,97.87%,36,0.10099009998425447,-0.18678848283499447,0.05563333333333335,-0.16,5.32,0.862781954887218,0.73,0.7056333333333334,4.436457689881482,2766426.6666666665,508865.6666666667,0.12024900478183531,-0.18868784829114196,0
KZR,Kezar Life Sciences Inc.,21.75,22.83,0.0,3.655413,-16.323032,-6775000.0_-260.37%_0_0,-4947000.0_-119.18%_0_0,0_0_0_0,0_0_0_0,-6775000.0,-260.37%,0.0,0,-4947000.0,-119.18%,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,17,0.04965363743696643,0.03821373115415028,1.0018666666666671,0.6500000000000009,22.7556,0.0,22.7556,21.688533333333336,-0.5113614547327987,201071.66666666666,411493.6666666667,0.05559961690912795,0.03572277774703996,0
ENSG,恩赛因,37.95,40.0,29.186536,3.85581,1.370495,22326000.0_80.34%_496000000.0_10.73%,23293000.0_687.99%_492000000.0_11.41%,11222000.0_-46.58%_488000000.0_12.62%,14275000.0_27.64%_472000000.0_10.17%,22326000.0,80.34%,496000000.0,10.73%,23293000.0,687.99%,492000000.0,11.41%,11222000.0,-46.58%,488000000.0,12.62%,14275000.0,27.64%,472000000.0,10.17%,252,0.03570471212996146,-0.022663350659111237,1.330000000000003,-0.8666666666666648,40.24,0.0,40.24,38.78,-0.1997128175271911,912732.3333333334,1140506.0,0.03933874642818914,-0.03429212878591633,4
PCRX,Pacira Pharmaceuticals,45.8,47.4,0.0,6.683087,-0.25555500000000003,2564000.0_112.99%_84107000.0_18.57%,-10680000.0_46.24%_74607000.0_7.68%,4595000.0_215.68%_79078000.0_8.47%,-7597000.0_65.72%_67335000.0_-1.49%,2564000.0,112.99%,84107000.0,18.57%,-10680000.0,46.24%,74607000.0,7.68%,4595000.0,215.68%,79078000.0,8.47%,-7597000.0,65.72%,67335000.0,-1.49%,252,-0.022296486458725475,0.05207557465958948,-1.1600000000000013,2.366666666666667,117.33,0.5989942896105003,47.05,47.18000000000001,-0.28202621141731954,2118725.3333333335,2950978.6666666665,-0.01827427576952371,0.014649407507063922,4
PME,平潭海洋实业有限公司,2.3,2.33,12.616486,1.42011,0.184679,3335299.9999999995_-66.00%_13606199.999999998_-61.88%,984700.0_-90.92%_10884300.0_92.26%,5337700.0_-42.14%_16389900.0_24.62%,6529100.0_146.98%_5462800.0_367.33%,3335299.9999999995,-66.00%,13606199.999999998,-61.88%,984700.0,-90.92%,10884300.0,92.26%,5337700.0,-42.14%,16389900.0,24.62%,6529100.0,146.98%,5462800.0,367.33%,252,0.010403439153439128,-0.0812802206915174,0.02333333333333328,-0.22940000000000005,4.82,0.5269709543568465,2.28,2.27,-0.5927787365116232,116648.66666666667,286450.3333333333,0.008407592866009254,-0.08691829228029957,4
GRVY,GRAVITY Co,16.09,17.17,7.13902,2.354565,2.405092,6600000000.0_86.28%_63026000000.0_133.19%,3524000000.0_63.60%_66311000000.0_183.96%,4910000000.0_464.58%_67520000000.00001_285.84%,2707000000.0_-11.51%_23723000000.0_50.66%,6600000000.0,86.28%,63026000000.0,133.19%,3524000000.0,63.60%,66311000000.0,183.96%,4910000000.0,464.58%,67520000000.000015,285.84%,2707000000.0,-11.51%,23723000000.0,50.66%,252,-0.01746636442578667,0.01756490533463411,-0.340000000000001,0.23999999999999844,48.6,0.6419753086419754,17.4,17.416666666666664,-0.6320562655888183,41207.0,111992.66666666667,-0.015747926288755636,0.015552104303585479,4
AKCA,Akcea Therapeutics Inc.,29.48,29.91,0.0,8.828517,-3.714636,-62046000.0_-204.76%_18321000.0_220.69%,-29627000.0_53.60%_17108000.0_180.74%,-23361000.0_30.96%_18036000.0_0,-14094000.0_28.85%_13449000.0_0,-62046000.0,-204.76%,18321000.0,220.69%,-29627000.0,53.60%,17108000.0,180.74%,-23361000.0,30.96%,18036000.0,0,-14094000.0,28.85%,13449000.0,0,66,0.022945176082065977,0.020154916899851837,0.3166666666666688,0.413333333333334,35.89,0.18361660629701865,29.3,32.056666666666665,0.12388712667690474,1464392.3333333333,1302971.0,0.030912800319883676,0.014125777559543513,1
TELL,Tellurian Inc.,9.06,9.35,0.0,6.518301,-0.432909,-35854000.0_-10.24%_813000.0_0,-25184000.0_82.18%_6801000.0_0,-34723000.0_-20.65%_5441000.0_0,-22864000.0_48.51%_0_0,-35854000.0,-10.24%,813000.0,0,-25184000.0,82.18%,6801000.0,0,-34723000.0,-20.65%,5441000.0,0,-22864000.0,48.51%,0.0,0,252,0.0017832030515628344,-0.020626532176829093,0.013333333333333641,-0.24666666666666673,19.84,0.5362903225806452,9.2,9.023333333333333,-0.4332234931586741,5014613.333333333,8847602.666666666,0.010691148067872283,-0.027183980084947174,4
SBBP,Strongbridge Biopharma plc,4.87,5.13,0.0,27.03628,-2.138697,-2923000.0_90.32%_4296000.0_180.97%,-28723000.0_2.58%_3870000.0_0,-18748000.0_-17.18%_2984000.0_0,-35060000.0_-360.23%_2533000.0_0,-2923000.0,90.32%,4296000.0,180.97%,-28723000.0,2.58%,3870000.0,0,-18748000.0,-17.18%,2984000.0,0,-35060000.0,-360.23%,2533000.0,0,157,0.05751291416465476,-0.06479201208503746,0.24666666666666673,-0.35000000000000026,10.05,0.4985074626865672,5.04,4.846666666666667,-0.25935723835263363,1449778.3333333333,1957459.6666666667,0.05642966325787461,-0.08167902864842043,3
