code,name,pe,pb,eps,count,end,max,mean,min,price_end,price_middle,price_start,start,,std,volume_end,volume_start,,year
CGEN,Compugen医疗,0,5.078287,-0.566548,252,3.95,22.13,6.113531746,0.43,5.868452381,3.207619048,9.26452381,19.88,,4.732856127,3436824.675,1384007.143,2052817.532,21
RIC,Richmont Mines Inc,46.738071,3.550448,0.2054,252,9.6,12.37,3.977734127,0.91,5.520238095,3.93772619,2.475238095,3.63,5.97,2.623480495,4621364.595,627977.7778,3993386.817,21
RTTR,"Ritter Pharmaceuticals, Inc.",0,1.000728,-3.222786,40,2.1,44.5,13.64485,2,3.088928571,16.76538462,21.89223077,50,,11.14342282,1529059.5,179824.6,1349234.9,3
GURE,海湾资源,0,0.157255,-0.663828,108,1.1267,11.66,3.059793519,1.02,1.667852778,1.714583333,5.796944444,10.4,,2.936066899,2739646.704,6674075.926,-3934429.222,9
SSNT,"SilverSun Technologies, Inc.",0,3.766422,-0.152682,18,3.7074,4.4,4.022238889,3.652,3.9528,4.001633333,4.112283333,4.3,,0.229761155,93642.44444,245590.6667,-151948.2222,1
CPRX,Catalyst Pharmaceutical Partners,0,4.57683,-0.222203,143,3.44,6.4,2.164181818,0.41,2.545625,1.421541667,2.53306383,6,,1.28485025,19127385.26,2876960.563,16250424.7,11
MOBL,MobileIron,0,9.419183,-0.537038,52,4.85,11.59,5.345096154,2.75,4.543055556,3.760588235,7.778823529,11.39,,2.335601172,11157943.38,7727604.692,3430338.692,4
LOAN,曼哈顿大桥投资股份,14.211387,2.72136,0.460898,123,6.85,7.6,2.902252033,0.55,5.649878049,1.941829268,1.11504878,0.89,5.96,2.167822972,657007.2903,103016.3934,553990.8969,10
HBK,Hamilton Bancorp,0,0.935032,-1.895025,72,14.75,15.7,13.92834444,11.25,14.700875,13.67915833,13.405,11.92,,0.955351611,53447.69444,144670.6944,,6
PAAS,泛美白银,24.338462,1.650309,0.65,252,14.8,41.21,15.49831349,2.56,14.79005952,24.68297619,7.021904762,8.38,,9.061099005,37090721.62,12647954.76,,21
TEAM,Atlassian Corporation PLC,0,22.5713,-0.516216,34,91.9,91.9,40.47970588,20.77,61.61583333,31.74818182,26.15363636,27.67,,18.6398788,20850069.41,16722399.47,,2
JAKK,JAKKS Pacific,0,1.455019,-4.479197,252,2.6,28.13,13.90256587,2.1,8.14547619,19.39130952,14.1709119,5.6667,,6.641437984,5881557.119,6638654.762,-757097.6429,21
IAC,IAC/InterActiveCorp,32.659576,6.438154,6.102345,33,202.84,202.84,102.0724242,44.42,156.0790909,94.42,55.71818182,50.49,152.35,46.10764125,17101659.06,13411408.81,,2
IIJI,首创网络,23.451197,1.41559,0.444327,230,10.7506,106,11.76683826,1.65,10.86646494,7.423831169,17.07921053,23.75,,15.19293691,231998.8174,9047931.304,,19
NCTY,第九城市,0,-0.218393,-2.417868,166,1.53,147,30.02499699,0.9959,4.644758929,15.60114545,70.29054545,57,,32.91107586,966896.3735,1327349.494,-360453.1205,13
NATR,天然阳光产品,0,1.377188,-0.760425,136,9,23.21,13.55393382,7.25,11.525,15.61722222,13.56466667,8.35,,3.533118673,442656.2941,818117.6471,-375461.3529,11
BURL,Burlington Stores Inc,27.393285,101.761014,6.113542,60,173.7,173.7,73.493,25.58,118.6395,63.4795,38.36,23.05,150.65,38.8360539,22232849.2,18795050.63,,5
FLKS,"Flex Pharma, Inc.",0,0.715503,-1.952334,45,0.465,19.6,8.015524444,0.465,3.104906667,7.226666667,13.715,19,,5.35231411,2669539.783,1817163.136,852376.6462,3
ATVI,动视暴雪,112.591595,5.459777,0.658042,252,72.98,76.32,14.91964365,0.5167,32.61297619,10.04369286,2.102261905,1.23,,17.60513562,181063648.2,187708178.7,,21
NTRA,"Natera, Inc.",0,-80.090006,-2.602126,39,27.74,27.74,12.01884615,6.75,14.71,10.09307692,11.25346154,22.1,,4.863797718,5064421,5759793.263,,3
CMT,Core Molding Technologies Inc,28.826501,0.739549,0.33268,252,9.24,27.05,7.34859127,0.75,13.81,5.832797619,2.40297619,3.56,5.68,5.753617994,515437.4603,575976.1905,-60538.73016,21
PFPT,Proofpoint,0,20.678861,-1.815134,78,120.14,120.14,56.85166667,11,93.10153846,54.80846154,22.645,16.85,,31.65857117,13539191.46,6332476.923,,6
ANTM,Anthem Inc,15.753239,2.401619,16.84606,46,263.7,264.73,172.5402174,121.86,225.5775,145.182,143.3253333,125.25,138.45,43.89200193,30843167.61,37064454.65,,3
PS,Pluralsight,0,18.280553,-4.171479,5,34.91,34.91,27.652,21.52,34.54,23.83,21.52,20,,6.378645624,7590189.333,20929475.5,,0
MOGO,Mogo Finance Technology Inc.,0,0,0,6,3.4601,3.4601,3.04655,2.5862,3.45005,3.035,2.6546,3.4,,0.395765091,403647,627871.3333,-224224.3333,0
PAYC,"Paycom Software, Inc.",97.335747,26.836098,1.550715,54,156.22,156.22,54.44333333,12.78,94.01888889,43.72666667,25.58444444,17.9,138.32,33.7837846,14146474.74,9875877.074,,4
HNNA,Hennessy Advisors Inc,5.618264,1.68294,2.609169,54,14.48,23.6467,16.4887,8.3267,16.56166111,20.13165556,12.77278333,8.3333,6.1467,3.628148474,265004.7407,279048.2593,,4
IPDN,Professional Diversity Network,0,1.489813,-2.768344,67,3.1349,53.92,17.88744179,2.5592,5.655217391,11.95039091,36.61272727,63.44,,15.60008453,1176361.088,54126.51515,1122234.573,5
ALQA,Alliqua BioMedical Inc,0,1.291494,-4.256263,57,2.57,91.2,25.59989474,1.66,2.815473684,14.88157895,59.10263158,94.5,,26.51132586,852050.3103,153759.6071,698290.7032,4
TRIB,Trinity Biotech plc,0,1.239511,-1.913651,252,3.89,26.49,9.813968254,1.19,13.11119048,7.122142857,9.208571429,11,,5.254104915,1566422.317,1161135.714,405286.6032,21
RBCN,卢比肯科技,0,0.751654,-2.516931,131,9.24,302.5,93.06878855,4.955,11.29684773,89.84431818,180.0418605,140,,84.38191705,502744.1364,766780.3077,-264036.1713,10
CYRX,"CryoPort, Inc.",0,16.389557,-0.35377,39,14.03,15.78,5.468569231,1.62,10.68692308,3.506923077,2.211861538,2.45,,4.303726787,4493936.55,605854.3684,,3
DGLY,Digital Ally,0,-13.064039,-1.769949,134,2.5,78.32,14.05420373,1.825,5.471811111,7.48604,29.54909091,18.8,,16.02613304,5949373.164,177232.8358,5772140.328,11
VICL,Vical Incorporated,0,0.541481,-0.963313,252,1.46,590.6,58.65902778,1.15,13.70921429,39.37263095,122.8952381,141.3,,69.22807922,1709222.841,273423.8095,1435799.032,21
TTD,Trade Desk Inc.,103.077804,19.727696,1.34219,25,146.69,146.69,57.862,25.18,84.19444444,54.21125,31.88875,28.75,117.94,31.61576848,21430764.46,15747227,,2
FEYE,FireEye Inc.,0,4.750519,-1.64259,60,16.43,85.64,26.4045,11.26,15.265,21.3975,42.551,42.33,,15.7316041,95554924.53,105058839.1,,5
GRUB,GrubHub Inc,94.86805,8.968401,1.45929,54,144,144.11,49.80444444,18.85,82.37222222,31.55333333,35.48777778,32.78,111.22,30.64836711,36572744.89,33348717.81,,4
SRCI,Synergy Resources Corp,10.430646,1.640324,0.929952,87,9.29,13.46,8.104252874,2.71,8.633448276,10.56827586,5.111034483,3.68,5.61,3.045788794,62701177.09,8675583.721,54025593.37,7
WMGIZ,Wright Medical Group Inc. - Con,0,0,0,65,1.4137,4.78,1.811618462,0.3127,1.448886364,2.3215,1.657461905,2.5,,1.185764009,457371,1100443,-643072,5
CRWS,Crown Crafts制衣,20.75875,1.479634,0.274583,204,5.85,10.2,4.212318137,0.31,7.571292647,3.968602941,1.097058824,0.32,5.53,2.909790073,376782.4706,331749.0196,45033.45098,17
RAVN,Raven Industries,31.077088,5.785295,1.565462,252,48.7,48.7,16.10155437,0.9275,28.66178571,16.5127381,3.130139286,2.0833,,11.71220616,2652481.484,2433169.841,,21
ARCW,阿尔克科技,0,1.391305,-1.155163,140,1.95,19.96,3.195021429,1.104,3.52912766,4.136808511,1.891391304,2.344,,3.248617383,988764.5571,114164.2857,874600.2714,11
SEII,共享经济国际,0,0.341689,-9.880594,98,2.72,214.4,39.87465306,2.64,3.900836364,16.36570909,101.21625,239.6,,63.33041465,2932138.327,735495.9184,2196642.408,8
BNFT,Benefitfocus Inc.,0,-49.199808,-0.768077,61,44.1,65.15,35.75262295,24.19,31.21904762,35.6605,40.605,42.5,,8.972354374,4339938.968,3693799.833,,5
HDP,"Hortonworks, Inc.",0,-493.529391,-2.394539,45,21.87,26.27,16.19,7.64,18.38733333,10.14066667,20.042,28,,5.540927064,17549751.57,13845161.82,,3
RH,Restoration Hardware Holdings,106.171304,391.379877,1.472526,71,139.655,159,70.60147887,27.02,77.889375,71.495,62.06434783,32.05,107.605,29.68097076,37351978.36,13721835.29,,5
ERIC,爱立信,0,2.499161,-1.045396,252,8.54,120,18.56340357,1.8,9.53875,13.54517857,32.60628214,30.7063,,19.84046619,101030083.3,101226013.2,-195929.9048,21
BBD,巴西布拉德斯科银行,10.406595,0.38067,0.664002,198,6.61,11.8407,6.613677778,0.5535,7.830940909,9.217269697,2.792822727,1.2935,5.3165,3.441766185,293926651.3,226337264.3,67589386.99,16
RCM,R1 RCM Inc.,0,42.642376,-0.851732,19,10.63,10.63,5.7,3.09,8.542857143,4.585,3.498333333,2.6,,2.471531239,10054575.9,8451414.111,,1
EXAS,精密科学,0,11.627502,-1.023723,213,77.6,77.6,12.17800469,0.44,24.39556338,4.746056338,7.392394366,14.75,,13.69586702,31456990.31,2999252.83,,17
ADMA,ADMA Biologics Inc,0,6.071606,-1.592402,47,6.46,12.37,6.405212766,2.34,4.279375,5.830625,9.285666667,11.75,,2.491036313,2224551.917,524581.913,1699970.004,3
SYRS,Syros Pharmaceuticals Inc.,0,3.553907,-2.014891,28,11.88,22.82,13.67357143,9.58,11.196,16.93,13.17,15,,3.160449118,4322642.143,1015891.571,,2
SRNE,Sorrento Therapeutics Inc.,0,2.392441,-0.332006,60,5.55,20.78,7.077166667,1.55,4.46,8.1455,8.626,8.5,,3.780180738,23846972.17,6218344.2,17628627.97,5
LASR,nLIGHT,0,6.126757,-5.165334,6,27.99,37.15,30.745,24.93,29.4,31.795,31.04,23,,4.191370897,4128773.667,5552357,,0
PMTS,CPI Card Group,0,-0.202094,-3.533253,36,3.48,55.5,19.04520833,2,3.156333333,16.725125,37.25416667,55,,16.16343205,1387790.278,1219860.667,167929.6111,3
RYTM,Rhythm Pharmaceuticals Inc.,0,3.80676,-2.427725,12,31.51,32.13,28.47416667,19.9,31.3275,25.3975,28.6975,23.21,,3.902168298,3924111.5,3956559.167,,1
AMWD,美国伍德马克,22.375378,2.562619,3.796584,252,86.55,135.85,34.03236111,7.375,56.80339286,26.09988095,19.19380952,9.315,,25.11211349,1914072.825,1752759.524,,21
BILI,哔哩哔哩,0,-10.052305,-2.138214,7,12.5,16.23,12.74,10.92,12.34666667,15.11,10.96,9.8,,1.880124109,117123885,44323968.67,,0
EOLS,Evolus Inc.,0,14.133843,-0.88862,8,26.07,27.99,18.9725,6.85,23.77333333,19.78,10.56,11.25,,8.448872706,8297261,5519924,,0
OCLR,Oclaro,25.503428,2.712617,0.36897,114,9.47,17.63,5.61877193,1.045,7.1,1.995394737,7.760921053,4.4,5.07,3.870771662,71983857.82,17848356.14,54135501.68,9
KZR,Kezar Life Sciences Inc.,0,2.76998,-16.323032,4,17.04,17.3,16.98,16.31,17.155,16.31,17.3,20,,0.46151923,307148,1806818,,0
SPPI,Spectrum Pharmaceuticals,0,7.481407,-0.529731,252,21.53,431.25,50.98974206,0.87,9.965952381,4.803511905,138.1997619,350,,94.8001805,20610559.71,2230349.841,,21
IRTC,Irhythm Technologies Inc.,0,31.795399,-1.760111,24,94.44,94.44,53.0525,24.95,75.43625,50.7,33.02125,26.75,,19.82040368,4862790.833,5448254.5,,2
OPNT,"Opiant Pharmaceuticals, Inc.",0,5.493631,-0.882567,14,22.19,38.39,23.95142857,14.31,17.842,20.738,35.605,24.5,,8.214594758,760243.8571,1361029.143,,1
TRMT,Tremont Mortgage Trust,0,0.666198,-2.012944,13,12.2,16.7,13.77103846,11.8,12.424,13.470875,15.755,17.75,,1.657988194,168505.7143,874779.8333,,1
IF,Aberdeen Indonesia Fund Inc,6.831661,0.861081,1.04367,203,7.13,14.79,8.00095468,1.32,7.977555882,10.98485294,4.996268657,1.45,5.68,3.556114191,566502.6471,968972.2772,-402469.6302,16
ATLC,Atlanticus Holdings Corporation,0,-1.175087,-2.283289,234,3.03,56.09,12.12200983,1.38,3.020516667,14.35858974,18.98692308,12.63,,12.47052726,1113988.145,6908347.009,-5794358.863,19
CSPI,CSP Inc,0,2.657267,-0.104695,252,13.52,17.501,6.46703373,2.48,7.883488095,6.006309524,5.511303571,6.0105,,2.622547542,220011.5635,434914.4841,,21
PEN,Penumbra Inc,153.448063,10.438347,0.841327,37,139,160.9,83.85621622,37.03,119.7846154,76.92833333,51.86166667,40,99,32.36493527,5015644.368,4702844.833,,3
MOSY,正一科技,0,0.871202,-0.111572,208,0.8401,206,49.25731587,0.66,17.69888143,43.54637681,86.98405797,100.1,,37.30555152,2914182.971,431805.6731,2482377.298,17
SIM,Grupo Simec S.A. de C.V. ADS,14.206996,0.818663,0.643345,252,8.46,20.61,7.044632143,0.9,10.37044405,8.420595238,2.342857143,3.63,4.83,4.266150387,660474.3016,1468332.54,-807858.2381,21
CYBE,数码光学科技,147.249129,2.789548,0.142955,252,22.1,46.25,12.16216151,1.74,12.37595238,10.56517857,13.54535357,22.5,,6.178182304,717048.2937,1046500,,21
ISSC,创新软件,0,1.320207,-0.203964,218,2.74,27.12,7.757286697,2.49,4.261073973,8.411369863,10.63889028,7.0867,,5.612535277,517121.4954,3017001.376,-2499879.881,18
TATT,TAT Technologies Ltd,143.077895,0.731115,0.050671,252,6.95,24.82,6.577595238,0.88,7.301535714,8.849821429,3.581428571,2.12,4.83,3.759851761,110640.6032,324186.1111,-213545.5079,21
IIIV,I3 Verticals Inc.,0,13.195739,-0.049959,4,18.92,18.92,17.0175,15.22,18.77,15.31,15.22,18,,2.027648474,2036122.5,4820475,,0
BTAI,Bioxcel Therapeutics Inc.,0,2.503865,-0.920438,7,9.88,10.99,9.594285714,7.6,9.71,10.095,8.92,11.02,,1.07566812,800955.25,1603266.333,-802311.0833,0
RGLS,Regulus Therapeutics Inc,0,2.837659,-0.458464,72,0.235,19.96,6.230233333,0.2317,1.13945,9.986666667,7.564583333,4.73,,5.047857389,15399651.03,7434059.806,7965591.222,6
VNDA,Vanda Pharmaceuticals Inc,1630.934176,4.440155,0.01306,149,19.6,29.87,10.45315436,0.5,13.6429,7.6012,10.10846939,10.95,,5.691847933,13513176.32,975589275.7,,12
GEVO,Gevo Inc.,0,0.323094,-16.183405,92,3.88,5910.0405,795.1586141,0.2362,3.479435484,192.107129,2236.3803,4653.68,,1468.612619,11032335.8,42737.3913,10989598.41,7
AZRX,AzurRx Biopharma Inc.,0,5.431156,-0.994981,24,2.56,5.07,3.56855,2.43,2.7648625,3.7146625,4.226125,5.06,,0.731844871,921372.8333,568017.0833,353355.75,2
CMCSA,康卡斯特,17.548078,0,2.08,252,36.38,42.53,16.13003968,4.5412,27.751875,10.26282738,10.37541667,4.2912,,9.614097995,595993677.9,325647672.4,,21
MBT,移动电信,7.253512,4.071366,1.045011,220,7.45,40.71,13.69612955,2.2,12.70851351,20.64541096,7.747993151,2.45,5,7.650520422,54841262.1,66124250,-11282987.9,18
FPRX,Five Prime Therapeutics Inc.,0,1.478687,-4.202808,61,14.16,57.52,27.38311475,10.1,27.08428571,38.3845,16.6955,16,,13.15721406,9255293.452,5214610.933,,5
BB,黑莓,0,2.252912,-2.31,68,10.64,16.28,9.383382353,6.13,9.92826087,8.228695652,10.02090909,13.7,,2.047734358,113512574.7,373530998.6,,5
MTSL,MER Telemanagement Solutions Ltd,0,2.860192,-0.590998,103,1.67,13.59,4.552436893,1.09,2.380237143,5.806226471,5.534735294,4.86,,2.357720626,2406241.673,303789.8627,2102451.81,8
BCOM,B Communications Ltd,0,0.877448,-1.25,103,9.82,37.8,17.85484951,2.38,19.03284286,15.29441176,19.20264706,32.98,,7.974488075,37192.25,66496.07843,-29303.82843,8
MBII,Marrone Bio Innovations Inc,0,9.566954,-0.581951,62,2.12,17.78,4.268304839,0.69,1.552138095,1.705714286,9.811,13,,5.03410648,3443451.387,1899432.839,1544018.548,5
EVOK,Evoke Pharma Inc.,0,8.007384,-0.610222,61,3.17,12.18,4.717629508,1.59,2.691209524,3.7265,7.8365,11.15,,2.652793237,8925530.613,1323593.167,7601937.446,5
SIC,"Select Interior Concepts, Inc.",0,0,0,2,12.25,12.25,12.25,12.25,12.25,12.25,,12.7,,0,75884,309873,,0
LCI,Lannett Co Inc,4.156826,0.32254,1.238926,252,5.55,67.71,11.85402103,0.42,24.55785714,5.536666667,5.467539286,0.92,4.63,13.81799093,8544455.595,609451.1905,7935004.405,21
YVR,Leading Brands Inc,0,17.386929,-0.795836,252,1,33.7,5.963506349,0.55,2.957304762,7.010595238,7.922619048,13.15,,5.108903616,1418164.548,289342.8571,1128821.69,21
SPGI,标普全球,31.514994,87.507333,6.436619,30,208.07,208.07,152.5023333,106.85,193.891,146.938,116.678,109.27,98.8,33.98224168,22563287.73,22850570.73,,2
CLSD,Clearside Biomedical Inc.,0,3.232587,-2.641552,28,6.87,21.63,9.099642857,6.05,8.601,7.831111111,10.92222222,8,,3.551540596,7963978.643,3375667.143,4588311.5,2
OLED,Universal Display Corporation,91.735602,8.82997,1.329909,64,124.5,181,66.239375,26.05,113.1090909,51.93095238,31.44619048,26.37,98.13,40.26125574,18783840.59,11455662.72,,5
BFAM,Bright Horizons Family Solutions,42.888384,9.083362,2.73454,69,119.43,119.43,62.35971014,27.96,88.42130435,61.22173913,37.43608696,27.75,91.68,23.23636437,5215622.286,2944434.471,,5
GRIN,Grindrod Shipping Holdings Ltd.,0,0.56643,-602.045349,4,8.07,17.8,11.2292,8.07,8.4334,10.25,17.8,17,,4.473304509,188323,24526.5,163796.5,0
WILC,G. Willi-Food International,9.704041,0.820322,0.711044,252,6.92,8.38,4.247405952,0.565,5.967158333,5.281488095,1.493571429,2.565,4.355,2.389458846,380421,340573.0159,39847.98413,21
PPSI,Pioneer Power Solutions Inc.,0,2.648843,-1.388934,61,4.6,10.3,6.880490164,3.21,6.585338095,5.22014,8.85075,7.01,,1.827627697,237435.9032,95347.3,142088.6032,5
BL,Blackline Inc.,0,8.842451,-0.69632,24,53.26,53.26,36.06333333,22.75,44.7975,34.715,28.6775,24.52,,7.760223925,8150417.583,5195654.583,,2
AKAO,Achaogen Inc,0,4.036282,-3.731329,55,5.25,25.23,10.36345455,2.76,14.09052632,6.575,10.21777778,12.85,,5.834903985,21079113.71,1928283.185,19150830.53,4
KELYA,凯利服务,8.309904,0,3.13,252,25.39,37.5,22.21910714,7.6,19.1822619,20.77363095,26.70142857,34.75,,6.276398726,3002887.627,1849917.46,,21
OMER,奥麦罗制药,0,-19.079936,-1.822916,108,26.69,26.69,11.48513889,3.83,15.31180556,12.45888889,6.684722222,8.72,,5.813997991,13287953.17,4094931.481,,9
RGLD,皇家黄金,0,2.44051,-1.732742,252,74.6,99.83,38.13996032,2.5,68.36857143,36.95547619,9.095833333,9,,27.04319195,13999569.82,5829376.19,,21
PRAH,PRA Health Sciences,59.25989,7.15853,1.778606,47,107.41,107.41,58.9212766,21.84,87.153125,53.556875,34.52933333,18.55,88.86,23.72389262,11121796.13,6561811.652,,3
TSEM,Tower Semiconductor Ltd,7.672435,1.882169,2.726644,252,22.21,489.2055,57.14052381,2.0985,14.81507143,18.72542857,137.8810714,294.303,,78.31243991,6346000.421,125352.381,,21
CZNC,市民北方,21.083484,1.858724,1.357935,252,27.98,33.797,19.97801825,8.75,20.94071429,19.7528619,19.24047857,18.6739,,4.20306132,352824.2143,67693.37302,,21
ASTC,Astrotech Corporation,0,1.822934,-2.899891,116,3.39,16.75,7.369214655,1.95,6.29484359,9.248589744,6.543026316,1.85,,4.042598235,1809800.259,453434.1379,1356366.121,9
VSTM,Verastem,0,5.441095,-1.763815,81,9.87,15.19,6.670493827,1.12,3.531111111,5.856666667,10.6237037,11,,3.992392109,16541829.93,2697372.5,13844457.43,6
STRT,Strattec Security Corporation,10.396941,0.788942,3.385611,252,34.25,103.76,39.92470238,8.34,44.64857143,34.9535119,40.17202381,27.25,,16.12214691,189267.7857,187406.3492,,21
WHLRD,"Wheeler Real Estate Investment Trust, Inc. Series D Cumulative Preferred Stock",0,0,-1.89,25,21.75,26.01,21.706544,15.63,18.56111111,21.958475,24.993225,30,,3.133421575,274188.0769,152575.25,,2
ATAI,ATA公司,0,4.577786,-0.343423,129,2.22,15.1,5.450168217,2.17,4.361667442,5.241511628,6.747325581,9.5,,2.449089442,805315.4769,389718.75,415596.7269,10
GV,Goldfield Corp,15.923989,1.999272,0.301432,252,4.775,7.25,1.305828571,0.19,2.778571429,0.659509524,0.479404762,0.44,4.335,1.401868237,3659270.984,1754822.222,1904448.762,21
COWN,Cowen Group,0,0.64833,-1.906824,147,15,84.52,22.97394558,9.28,16.14102041,13.4355102,39.34530612,64,,16.52198028,4572621.095,1051010.274,,12
APTI,Apptio Inc,0,11.156095,-0.592171,25,38.92,38.92,23.2868,11.73,32.53555556,19.74625,16.4225,23.4,,8.174682318,9570522.923,6451975.667,,2
LBTYA,自由全球,12.709524,0,2.1,171,26.41,1087.2,346.0029825,26.41,301.7492982,426.1263158,310.1333333,370.7,,266.3192638,24429396.88,3474848.706,,14
CYHHZ,Community Health Systems Inc. - Series A Contingent Value Right,0,0,0,57,0.0251,0.075,0.018919298,0.0042,0.012668421,0.007352632,0.036736842,0.065,,0.017366392,10009987.52,17756064.61,-7746077.09,4
QLYS,科力斯,114.626058,9.614877,0.785598,73,92.15,92.15,36.70232877,11,55.9456,34.27625,19.08333333,12,,19.93254085,6977306.297,4853427.778,,6
CLF,克里夫天然资源公司,6.406844,-9.610769,1.542101,252,9.77,119.57,21.80210317,1.58,18.03940476,43.3427381,4.024166667,5.455,4.315,25.2378916,157069520.5,27389128.57,129680391.9,21
JTPY,JetPay Corp,0,-4.967227,-0.827934,62,1.76,3.46,2.344995161,1.53,2.094395238,2.629738095,2.309145,3.75,,0.409517731,570260.6774,223644.2258,346616.4516,5
NBRV,Nabriva Therapeutics AG,0,2.430784,-0.219641,37,2.48,12,7.411937838,2.48,4.91,8.754141667,8.780166667,11.39,,2.596344103,7277083.789,604016.0556,6673067.734,3
YNDX,Yandex,15.71863,3.64025,2.022441,89,32.02,43.15,25.71033708,10.73,28.261,23.38066667,25.48172414,35,,7.71321294,59075312.64,48529765.91,,7
KTOV,Kitov Pharamceuticals Holdings Ltd,0,1.321539,-4.4,35,2.06,5.56,2.708237143,1.53,2.389991667,2.306541667,3.493627273,3.26,,0.858329011,5547585.556,4392474.235,1155111.32,2
WEYS,Weyco Group,22.203137,1.959134,1.726783,252,36.07,36.7,20.77844563,7.0833,27.4472619,24.34940476,10.53867024,10.6667,,8.112308748,244584.2619,183237.3016,,21
AGEN,艾吉纳斯公司,0,-2.080555,-1.488303,224,2.2,269.946,26.98147321,1.83,4.148666667,8.385888,68.96970811,257.9478,,35.66809662,14950458.87,1117438.393,13833020.47,18
URGN,Urogen Pharma Ltd.,0,6.183549,-1.72267,17,47.97,60.12,39.86,17.85,51.23333333,43.46333333,21.888,13.28,,13.9456391,2228748,1693198.375,,1
ELGX,恩多勒吉克斯,0,5.194533,-0.862985,252,2.29,18.07,6.751944444,0.8,11.1902381,4.582142857,4.483452381,7.88,,4.428945603,11647258.63,1639465.873,10007792.76,21
NANO,耐诺,21.319923,3.825673,2.070364,252,42.83,53.44,14.95132937,1.13,19.97875,9.635952381,15.23928571,12.25,,9.014995847,4272005.349,3042073.016,,21
CKPT,"Checkpoint Therapeutics, Inc.",0,5.513501,-1.102909,16,4.6,9.95,5.24145,2.82,3.556666667,4.25464,8.25,10.5,,2.283660813,1448953.625,491240.75,957712.875,1
AMSWA,美国软件,33.865386,4.620993,0.52,252,17.95,17.98,7.10672619,1.19,10.01934524,6.622738095,4.678095238,14.75,,3.111498802,1184922.889,2164157.143,,21
KINS,金石保险,33.644283,2.331582,0.576621,111,18.25,20.95,7.754999099,1.99,13.60445676,6.468648649,3.191891892,2.19,,5.025693428,579990.4107,52440,,9
SFET,Safe-T Group Ltd.,0,8.288387,-5.40896,2,12,12,11.86,11.72,12,11.72,,12,,0.197989899,613,90070,,0
QRHC,Quest Resource Holding Corp,0,0.534641,-0.294956,53,2.34,41.68,6.842866038,1.1633,2.01135,3.274777778,15.73656471,27.84,,9.153576542,888866.7778,205615.0769,683251.7009,4
