code,name,pe,pb,eps,net2018-06,net_radio2018-06,count,grow_3,grow_6,grow_radio_3,grow_radio_6,month_six_rs,price,vol_radio,volume_end,volume_start,year,year_rs
AE,亚当斯资源与能源公司,34.947914,1.261984,1.284483,3620000,1384%,252,0.845,0.2525,2%,1%,28%,26.83269841,-3%,151507.1349,156234.127,21,0.257644213
CQP,Cheniere Energy Partners L.P.,17.78704,25.927385,2.177428,281000000,511%,139,0.84,1.563333333,2%,5%,31%,22.88827338,24%,5168703.186,4180213.043,11,0.22202025
CCU,清晰频道,10.708142,0.008775,2.577478,1.68703E+11,1282%,252,0.833333333,-0.438333333,3%,-1%,15%,15.81001984,3%,2924734.063,2833895.238,21,0.133651488
EQH,Axa Equitable Holdings,14.698469,0.942829,1.529411,255000000,-63%,5,0.613333333,0.512,3%,0.025995311,-0.006113114,21.832,-0.740420023,21844825.67,84154509.5,0,-0.006113114
BRKS,布鲁克自动化,16.842496,2.940536,1.760428,22606000,30%,252,0.833333333,1.3,4%,6%,33%,17.74089286,-29%,8485096.627,11918257.14,21,0.271690419
AMCX,AMC网络公司,7.747646,21.591048,8.121177,110000000,3%,88,0.826666667,2.11,1%,4%,14%,58.43335227,38%,15212013,11005565.91,7,0.118250988
CTV,Qwest Corp,22.463636,0.050964,1.1,427000000,59%,48,0.826666667,0.445,4%,2%,7%,25.21208333,-39%,931267.4583,1527317.208,4,0.043654062
CTZ,Qwest Corp,5.016666,0.039732,4.8,427000000,59%,37,0.8228,0.434066667,4%,2%,6%,24.45783784,-45%,927113.5789,1697377.611,3,0.035208345
PG,宝洁,22.229042,4.057234,3.750049,1890000000,-14%,252,2.346666667,0.995,3%,0.013585521,0.08406923,60.79285714,0.328968968,196394936,147779926.2,21,0.07477535
DIN,DineEquity,0,-6.417331,-18.740759,12713000,-42%,124,1.986666667,2.541666667,3%,0.046000297,0.578588368,59.58387097,-0.114250808,4456212.758,5031009.677,10,0.392054785
HFC,HollyFrontier,9.258523,2.20084,7.947272,363000000,390%,252,0.82,3.613333333,1%,7%,27%,20.73351151,218%,54602521.33,17188906.35,21,0.236680563
WLFC,Willis Lease Finance Corporation,3.417055,0.820057,10.014473,8359000,40%,252,0.816666667,-0.053316667,3%,0%,27%,13.85087302,5%,318735.0714,304119.0476,21,0.209530426
SEP,Spectra Energy Partners L.P.,39.95257,1.633797,0.981664,391000000,7%,136,0.813333333,0.706666667,2%,2%,20%,36.67610294,224%,8354212.971,2576511.765,11,0.145641466
NEWT,Newtek Business Services Inc,10.025226,1.55915,2.336107,7621000,10%,252,0.806666667,0.695,4%,4%,40%,13.89921825,616%,995862.9762,139157.1429,21,0.305989241
GTN,格林电视,5.406215,1.444398,3.144529,40705000,-42%,252,0.433333333,0.741666667,3%,0.064722729,0.893704995,9.846799206,4.069378045,11787460.66,2325228.175,21,0.620105436
BPL,巴克艾,12.35216,1.187614,2.988951,93317000,-20%,252,1.02,0.136666667,3%,0.006909858,0.165516984,48.76990079,7.570897732,8400010.357,980061.9048,21,0.127311124
ABB,ABB Ltd,22.555943,3.809891,1.039194,717000000,23%,210,0.8,0.028333333,4%,0%,13%,17.09285714,11%,44027329.18,39776864.76,17,0.116507176
HSII,海德思哲服务,0,3.510924,-0.512036,11463000,163%,234,0.8,0.991666667,3%,4%,26%,25.8391453,-43%,2092411.846,3645726.496,19,0.218557879
WSC,WillScot Corporation,0,3.897768,-6.446744,379000,106%,36,0.8,0.575,5%,4%,12%,38.59514167,997%,7781033.222,709049.3889,3,0.067706424
ESIO,电子科技工业,5.397996,2.627671,4.23861,31143000,973%,252,0.796666667,-0.203333333,6%,0%,32%,17.45071429,-26%,4068305.468,5491296.032,21,0.265875161
HY,Hyster-Yale Materials Handling C,29.504179,1.837967,2.096991,5700000,-65%,72,1.803333333,0.031666667,3%,0.001877308,0.185604304,68.37555556,0.169867544,1192085.083,1018991.5,6,0.146233195
HSKA,赫斯卡医疗,118.180358,6.883764,0.853949,1897000,-40%,101,2.966666667,5.603333333,3%,0.066779739,0.295433184,33.43495644,2.516631551,1410443.549,401078,8,0.243758736
WEB,"Web.com Group, Inc. ",27.148848,4.496595,1.033193,6212000,-23%,35,0.716666667,1.65,3%,0.081110977,0.188642034,20.95142857,0.256164227,9354197.389,7446635.706,2,0.111204122
EVRI,Everi Holdings Inc,0,-5.036363,-0.34809,1475000,108%,157,0.796666667,0.495,10%,7%,54%,7.398535032,38%,12452571.34,9027680.769,13,0.433382315
THR,Thermon Group Holdings,58.626317,2.578428,0.446216,3378000,373%,89,0.796666667,0.446666667,4%,2%,16%,21.21292135,-12%,2831174.267,3199550,7,0.128014773
GOLF,Acushnet Holdings Corp.,20.195344,2.354503,1.370613,40369000,19%,24,0.786666667,0.581666667,3%,2%,8%,20.65208333,-14%,5264782.583,6130625.167,2,0.055673026
KO,可口可乐,81.392609,10.591107,0.560616,2331000000,70%,252,0.786666667,0.488333333,2%,1%,9%,31.41662698,38%,309971765.5,225110149.2,21,0.074777977
SYNL,Synalloy Corporation,27.424778,2.05155,0.831365,3677300,343%,252,0.783333333,1.308333333,4%,8%,31%,11.20835317,-47%,282233.3016,527783.3333,21,0.252172429
KNL,海丘,14.094663,3.124264,1.654527,13123000,1%,166,0.776666667,0.493333333,4%,2%,21%,17.71728916,-18%,5145060.843,6242267.47,13,0.171674412
MORN,晨星信息,37.344204,6.722251,3.679018,41800000,-9%,161,3.49,7.25,3%,0.066101375,0.22309897,63.96602484,-0.412983394,1432547.988,2440387.5,13,0.176179797
ARRS,艾利斯,38.10183,1.456871,0.655874,34799000,22%,252,0.766666667,0.0425,3%,0%,29%,16.96708333,19%,31883739.87,26757956.35,21,0.229738819
NRC,National Research Corp.,37.579749,36.900448,1.064403,7948000,38%,65,0.766666667,1.741666667,2%,5%,18%,20.49123077,87%,489789.1818,262396.5625,5,0.143551389
GHM,Graham Corp,0,2.63208,-0.866828,2323000,148%,252,0.763333333,1.11,3%,5%,49%,13.30497024,89%,1527356.024,806088.8889,21,0.37848597
GPX,GP Strategies,34.465888,1.683869,0.549819,3575000,-39%,252,0.466666667,-0.591666667,3%,-0.026302508,0.212161789,13.50154762,0.3155871,970329.0159,737563.4921,21,0.178361392
HTLD,哈特兰快递,21.512045,2.833266,0.93529,17803000,22%,252,0.76,0.461666667,4%,2%,16%,13.98148373,39%,11084406.88,7972261.69,21,0.137679068
CAR,安飞士,6.921434,7.057226,4.78947,26000000,767%,94,0.753333333,-2.043333333,3%,-4%,24%,33.29994681,43%,48151022.3,33634870.21,7,0.198774975
EME,埃姆科,19.311559,2.690472,4.152953,70816000,25%,252,0.753333333,-0.006666667,1%,0%,21%,27.23861111,-11%,9069492.413,10236678.57,21,0.169073645
SPR,Spirit AeroSystems Holdings Inc,18.171355,9.656606,4.76134,145000000,356%,143,0.75,0.806666667,1%,1%,25%,36.08517483,2%,25127530.06,24643649.3,11,0.196593813
RDIB,Reading International Inc,21.472544,3.762717,1.347302,5101000,-73%,102,0.583333333,0.0216,3%,0.003412058,0.438071582,12.22591275,1.575120643,7533.490196,2925.490196,8,0.315693575
ABUS,Arbutus Biopharma Corporation,0,4.256412,-1.231085,3091000,117%,38,0.75,0.758333333,13%,13%,31%,4.860394737,5%,5623233,5353799.526,3,0.214191416
IART,英特格拉生命科学,66.374729,3.756966,0.892207,11376000,5%,252,0.746666667,1.825,1%,3%,14%,19.94977183,-24%,199346594.4,261973192.9,21,0.119681357
TSLX,TPG Specialty Lending Inc,10.260533,1.214799,1.930699,33569000,5%,55,0.746666667,0.383333333,4%,2%,8%,18.38054545,43%,4428436.357,3102277.37,4,0.060791454
POWL,Powell Industries,0,1.525041,-1.204798,301000,109%,252,0.736666667,1.685,2%,6%,30%,28.51462302,74%,1054731.706,607914.2857,21,0.236965904
MCRI,Monarch Casino & Resort,28.747087,3.038265,1.658255,9239000,28%,252,0.736666667,0.633333333,2%,2%,45%,14.19242063,-15%,1154772.262,1359900.794,21,0.320252353
TRS,瑞奇包装系统,26.3914,2.391411,1.157574,19600000,32%,110,0.733333333,0.9,2%,3%,34%,23.20127273,19%,4281931.8,3601480,9,0.247396648
NOA,North American Energy Partners,18.681024,1.656499,0.417536,33000,101%,143,0.733333333,0.508333333,11%,8%,46%,7.240848951,-67%,1251935.042,3851174.648,11,0.355846896
NOC,诺斯罗普格鲁曼,23.206255,6.307979,12.843089,689000000,24%,144,0.733333333,-6.651666667,0%,-2%,15%,122.7534201,-50%,21764562,43963845.83,12,0.111926513
PAA,Plains All American Pipeline L.P,48.504213,2.308054,0.559539,100000000,-47%,239,0.596666667,0.583333333,3%,0.025723733,0.309582525,18.72646444,2.595799159,40246009.28,11192507.56,19,0.208469743
CCOI,Cogent Communications Group,225.058,-21.131279,0.238383,6552000,52%,200,0.716666667,2.008333333,1%,4%,54%,24.044975,3%,6709966.17,6535490.85,16,0.363483396
TRU,TransUnion,30.65651,7.533361,2.417431,57300000,-15%,40,1.86,3.35,3%,0.052668286,0.108867638,42.19375,0.835889264,26749805.15,14570489.45,3,0.084207784
CG,凯雷,12.537698,3.717016,1.918215,241000000,5%,77,0.716666667,0.333333333,4%,2%,13%,24.08525974,64%,14763350.36,9029502.632,6,0.115282394
GRC,Gorman-Rupp Company,29.267758,2.882691,1.28059,10173000,30%,252,0.716666667,1.295,2%,4%,20%,17.10285714,70%,1169899.817,686458.9286,21,0.172999433
ISNS,图像传感系统,15.063228,3.42529,0.398321,511000,58%,252,0.715833333,0.357916667,17%,9%,44%,7.208943254,854%,1823105.452,191045.873,21,0.347586712
LNG,Cheniere Energy Inc,86.898492,-15.888044,0.749265,150000000,614%,252,0.706666667,2.205,1%,4%,79%,22.02992063,721%,51585047.58,6280344.048,21,0.545696343
MPLX,MPLX LP,20.605571,4.224691,1.764086,456000000,139%,72,0.703333333,0.513333333,2%,2%,12%,42.83666667,912%,33696329.25,3329319.056,6,0.103024496
CBT,卡博特,0,3.477874,-2.317368,99000000,80%,252,0.693333333,1.345,1%,2%,24%,36.26694444,47%,8124479.27,5538824.603,21,0.179907053
SAM,波斯顿啤酒,38.411827,8.106979,8.134213,23535000,-19%,252,6.716666667,21.725,3%,0.095509748,0.239409375,80.96412698,0.737192886,2294114.865,1320587.302,21,0.209391589
CBS.A,哥伦比亚广播,18.760968,9.254182,2.842604,400000000,590%,155,0.691666667,1.182516667,1%,2%,29%,38.03295097,-97%,117081.9231,4039922.078,12,0.203123005
OSK,Oshkosh,12.538907,2.110883,5.573851,153000000,19%,252,0.69,-0.836666667,1%,-1%,36%,32.91595317,142%,21877993.04,9024919.048,21,0.283750791
PKOH,Park-Ohio Holdings Corp,12.724802,1.741546,3.292782,15000000,369%,252,0.683333333,0.05,2%,0%,53%,21.16688492,9%,776096.8413,711710.3175,21,0.406134509
FMS,Fresenius Medical Care AG & Co K,12.848826,1.218225,3.920981,1055000000,212%,252,0.683333333,0.236666667,1%,0%,11%,24.87194444,69%,3282785.452,1936749.206,21,0.102417449
CTBB,Qwest Corporation,0,0.094998,0,427000000,59%,26,0.673333333,0.355,3%,2%,5%,23.69769231,-37%,2476776.538,3901624.923,2,0.023897908
CTXS,思杰系统,144.05745,24.089772,0.784201,107000000,-2%,252,2.596666667,3.038333333,2%,0.031431579,0.226063111,45.81748333,-0.404722778,46989726.4,78937551.59,21,0.181158454
INS,Intelligent Systems Corp,45.90336,5.942648,0.315881,1058000,561%,252,0.67,0.987916667,9%,16%,44%,2.781812302,4%,135831.8333,130415.873,21,0.374722497
DHI,霍顿房屋,12.940238,1.968389,3.474434,454000000,57%,252,0.67,-0.116666667,2%,0%,27%,18.71840079,122%,125524483.7,56488152.29,21,0.199802113
SMP,Standard Motor Products Inc,40.148486,2.470455,1.268541,15945000,-10%,252,1.206666667,0.713333333,2%,0.015040806,0.40757739,20.69472222,1.292248399,2467625.413,1076508.73,21,0.324575499
NCI,法维翰咨询,11.459885,1.515778,2.087281,28826000,228%,252,0.666666667,0.806666667,3%,4%,23%,16.6588754,-27%,5510329.786,7584400.794,21,0.185337695
CTDD,Qwest Corp,0,0,0,427000000,59%,18,0.666666667,0.376666667,3%,2%,4%,23.70222222,-55%,1745943.889,3873296.556,1,0.011231186
UNVR,Univar Inc.,21.338637,3.423275,1.328576,56100000,79%,40,0.666666667,0.065,3%,0%,11%,24.79975,60%,17712137.8,11076192,3,0.076235149
GOOG,谷歌,52.022199,5.241846,23.464022,3195000000,-9%,55,25.57,26.475,2%,0.025515049,0.094273711,782.7571818,-0.004016604,32134590.21,32264182.67,4,0.073915037
MDLZ,亿滋,20.776192,2.466671,2.040316,325000000,-35%,76,1.003333333,0.401666667,2%,0.010116337,0.074937729,38.10486842,-0.066022244,177632612.4,190189339.5,6,0.060979854
LGL,LGL Group Inc,58.855934,1.469199,0.132527,472000,2260%,252,0.656666667,0.302233333,12%,5%,59%,11.06391944,306%,212502.1825,52359.52381,21,0.450041886
BC,宾士域,49.594859,3.778593,1.318685,79000000,-34%,252,1.59,1.613333333,2%,0.025751397,0.452186418,31.18257937,0.910779933,24739011.86,12947075.4,21,0.343738565
TRN,Trinity Industries Inc,7.806075,1.251485,4.686094,65500000,21%,252,0.653333333,0.591666667,2%,2%,30%,16.38501984,87%,43880397.52,23489072.58,21,0.245189631
IP,国际纸业,7.161512,3.096457,7.237299,407000000,409%,252,0.65,-0.1,1%,0%,26%,38.25702381,64%,87943700.14,53479932.54,21,0.178134484
SYKE,赛科斯企业,54.138851,1.54541,0.541201,7178000,-19%,252,0.706666667,0.328333333,2%,0.011286448,0.235818165,17.94257937,-0.260770679,4271261.151,5777992.063,21,0.197507056
WHD,Cactus Inc.,0.03887,12.538614,861.073975,41542000,151%,8,0.646666667,1.458333333,2%,5%,7%,31.27625,-1%,11894392.25,12056511.75,0,0.049226145
NOV,华高,0,1.23264,-0.22212,25000000,134%,252,0.626666667,1.425,2%,4%,37%,30.5089881,2%,104294106,101760555.6,21,0.273946795
NOMD,Nomad Foods Limited,17.195813,1.910291,1.174123,31000000,61%,33,0.623333333,0.878333333,3%,5%,16%,13.42333333,39%,22548747.71,16195408.88,2,0.112345083
DVA,达维塔保健,23.633267,2.840571,3.081673,306000000,90%,252,0.62,0.846666667,1%,1%,16%,33.43258571,-1%,32531666.13,32940573.02,21,0.137239886
FF,FutureFuel Corporation,10.862834,1.71033,1.398346,6051000,626%,91,0.616666667,0.636666667,4%,5%,22%,13.15197802,-16%,2132421.413,2526313.333,7,0.167523583
HRZN,Horizon Technology Finance Corpo,11.727946,0.941996,0.931962,2930000,300%,96,0.606666667,0.225,6%,2%,11%,13.34,8%,1345989.771,1249120.833,8,0.080543696
MHH,Mastech Holdings,22.607678,3.527352,0.897925,2817000,305%,121,0.605,0.652883333,8%,10%,47%,3.583407438,50%,586521.8525,391793.3333,10,0.353732579
MLR,Miller Industries Inc,11.735736,1.545305,2.462564,7600000,40%,252,0.6,0.408333333,2%,2%,21%,16.32019841,-2%,667139.6746,678585.873,21,0.174229173
EVA,"Enviva Partners, LP",0,2.947126,-0.005109,3544000,-8%,42,0.65,0.616666667,2%,0.023119518,0.128457992,24.61738095,-0.520122922,1280174.571,2667713.524,3,0.087552806
CCMP,卡伯特微电子,32.518051,4.463145,3.460232,35171000,76%,222,0.6,0.185,1%,1%,19%,45.90427928,-79%,2896302.45,13519649.55,18,0.156476865
VEC,Vectrus Inc,5.708049,1.810874,5.656924,9195000,68%,49,0.593333333,-0.701666667,2%,-2%,24%,26.84061224,8%,1988832,1838887.458,4,0.175295253
WOW,Wideopenwest Inc.,0,-2.303163,-1.222514,25200000,404%,17,0.59,0.728333333,6%,10%,11%,11.93823529,26%,9018633.333,7141626.5,1,0.020437522
INXN,Interxion Holding,115.65426,6.464385,0.557005,582000,-94%,93,1.463333333,0.793333333,2%,0.012792699,0.127207037,31.34204301,0.76805859,10319331.62,5836532.609,7,0.11120317
PNTR,Pointer Telocation Ltd,6.207271,1.662825,2.078208,1925000,-2%,252,0.266666667,-0.283333333,2%,-0.017899736,0.705686455,188.4679516,0.076502647,303396.9524,281835.7698,21,0.442954811
YPF,阿根廷YPF,5.98329,0.02505,2.585534,1508000000,454%,252,0.586666667,-1.041666667,5%,-4%,30%,31.70972222,270%,16532731.69,4467664.286,21,0.237745814
KLAC,科磊,22.497035,11.121951,5.131343,349000000,36%,252,0.586666667,-0.868333333,1%,0%,21%,51.1318254,-65%,48329810.55,139361719,21,0.173557806
APY,Apergy Corporation,24.627172,3.63801,1.78299,22104000,16%,5,0.583333333,1.266,2%,4%,-2%,42.734,-78%,8524477.667,39234682,0,-0.019440133
SEIC,SEI Investments Company,20.209504,6.135497,3.079739,122000000,33%,252,0.583333333,-1.835,1%,-2%,14%,25.57628373,-16%,16275249.07,19434636.51,21,0.113780673
AMOT,Allied Motion科技,39.041068,4.849375,1.252271,4231000,90%,252,0.58,1.666666667,1%,4%,34%,9.095615079,52%,634891.8095,417169.0476,21,0.288925831
MTLS,Materialise NV,3671.459036,8.065545,0.003756,369000,139%,52,0.56,0.481666667,5%,4%,20%,10.05567308,-26%,1236468.231,1661662.692,4,0.149514102
