code,name,pe,pb,eps,net_radio2018-06,income_radio2018-06,net_radio2018-03,income_radio2018-03,count,grow_3,grow_6,grow_radio_3,grow_radio_6,month_3_rs,month_6_rs,price,vol_radio,volume_3,volume_6,year
DORM,Dorman Products,23.870009,4.005637,3.423543,20.75%,3.88%,5.00%,2.54%,149,3.7933333333333366,2.0433333333333343,0.05419771351899091,0.03358223734675093,0.34347867751033445,0.20649289084864653,79.3,-0.4233637086929862,1864809.6666666667,3233944.3333333335,12
ORLY,奥莱利,23.432303,72.429073,14.771061999999999,24.84%,7.21%,15.09%,5.86%,252,24.420000000000016,9.856666666666664,0.08403208196810875,0.038997881002504016,0.20180589693642784,0.15298723436376194,342.47,-0.3721538921235215,11124479.333333334,17718481.0,21
APPF,"AppFolio, Inc.",161.98164599999998,29.112063,0.530307,167.21%,31.67%,554.55%,31.79%,40,7.637466666666668,6.1333333333333355,0.11662103374557975,0.1313106897581368,0.20678076981679902,0.15098063504455939,84.2124,-0.2456103660775954,2519038.0,3339173.6666666665,3
POOL,Pool Corporation,30.74632,21.861334,5.52619,23.70%,7.05%,40.72%,7.22%,252,7.443333333333328,1.5766666666666538,0.04738375886957103,0.011614726313161862,0.2987404796145122,0.19264100617717003,173.04,-0.39870703219526593,2955260.3333333335,4914842.666666667,21
BOSC,BOS科技,9.702383,0.80988,0.25663800000000003,15.66%,12.45%,39.46%,17.37%,70,0.0491666666666668,-0.001566666666666568,0.02177783339040951,0.0025588255882559295,0.7062954863729435,0.25850300100989737,2.4775,0.0804278433625158,1071496.6666666667,991733.6666666666,5
STMP,Stamps.com Inc,23.807252,7.225186,10.206974,46.66%,20.23%,41.96%,27.16%,232,-6.700000000000007,17.683333333333337,-0.026000555222906323,0.08375003571834476,0.43718712656113107,0.32350933390588466,230.75,-0.2478433011045016,5038183.0,6698315.666666667,19
PFIN,P & F Industries,0.0,0.648352,-0.12985,1806.25%,5.40%,208.33%,19.11%,252,-0.11800000000000033,0.37003333333333305,-0.013720279024874799,0.04737338485146103,0.538205906647968,0.33565819364350064,8.36,0.16927163964678063,62940.333333333336,53828.666666666664,21
BCPC,拜切,36.670598,5.410512000000001,3.037856,19.01%,11.29%,24.67%,17.19%,252,6.650000000000001,5.200000000000003,0.06443887875739354,0.06057829971214973,0.1908320685549014,0.15796373710558517,117.4,-0.2941730404309533,1638482.0,2321365.0,21
OMAB,北方中心机场,20.040792,6.439264,2.58872,39.24%,14.27%,44.05%,19.36%,143,4.868333333333335,0.5666666666666652,0.10603119666809895,0.017446359475312315,0.21792851947056024,0.16111814506317998,56.085,-0.08857877257675426,1576831.3333333333,1730079.6666666667,11
NCLH,挪威邮轮,14.589669,2.078459,3.658068,14.21%,13.25%,66.62%,12.39%,69,3.546900000000001,-1.909999999999999,0.0707258536660325,-0.036297661933103305,0.13025561474583816,0.10334530732708284,57.3507,-0.24175449480115815,32293578.0,42589870.666666664,5
FB,Facebook,24.822985,5.9299610000000005,6.568105999999999,31.12%,41.95%,62.79%,48.98%,77,-10.593333333333334,11.741666666666665,-0.0569608934774255,0.07047288585000043,0.32306881342497,0.17810129145502307,160.71,-0.03266546773906991,497327472.6666667,514121491.6666667,6
TWIN,Twin Disc,31.751272999999998,2.110219,0.8239040000000001,406.98%,37.66%,350.93%,44.95%,252,-0.48666666666666697,1.0199999999999996,-0.017867405056213006,0.055766905217256364,0.42268905289326203,0.37029062995969325,23.16,-0.595419000589486,363525.3333333333,898523.0,21
JJSF,JJSF食品,26.485487,3.758316,5.595895,3.26%,3.66%,11.55%,7.95%,252,-1.2366666666666692,5.7866666666666715,-0.007740869879196952,0.04150669802480058,0.1773852955741384,0.1278266506186135,147.61,-0.19678605300940344,1175767.3333333333,1463828.3333333333,21
IPGP,IPG光电,21.308484,3.897365,7.390014,16.82%,11.98%,41.91%,25.89%,142,-18.50333333333334,-4.796666666666653,-0.08360325764032649,-0.015392537035851606,0.5089406934901035,0.25612521538303573,161.24,0.42779743940710185,11649616.333333334,8159152.0,11
AMOT,Allied Motion科技,38.713663000000004,4.808707,1.252271,89.99%,32.56%,58.00%,24.81%,252,0.5494333333333353,2.753333333333335,0.012334068486551346,0.06996004168079152,0.3941284740701952,0.2803855550448075,49.2283,-0.1763796055583176,950334.6666666666,1153850.3333333333,21
JKHY,杰克亨利,32.815591999999995,9.747661,4.875731,31.83%,8.72%,20.57%,8.74%,252,10.071066666666667,3.0900000000000083,0.07459060762998689,0.02525476977510271,0.13919001660897237,0.11068430102844302,160.3532,0.0383069029568543,7093141.0,6831449.333333333,21
RP,RealPage,1104.48304,5.32046,0.05532,36.47%,34.06%,33.02%,31.64%,98,2.2000000000000006,1.1166666666666671,0.040595636457610544,0.023853927867650906,0.27692036907544093,0.19235112760956383,61.35,-0.40425060481088637,10550524.0,17709668.0,8
BZUN,宝尊电商,78.96251,10.104022,0.623967,22.52%,30.48%,45.83%,14.45%,41,-2.4199999999999995,3.0433333333333343,-0.0427395871373481,0.08011128537278972,0.671322927217568,0.3356908642397716,46.39,-0.31657864615801384,36755059.0,53780963.666666664,3
AAXN,"Axon Enterprise, Inc.",193.374335,9.155127,0.364371,272.80%,24.59%,182.23%,27.73%,208,1.1933333333333376,7.856666666666665,0.018755322858843675,0.1908280545891684,0.4876982215482708,0.36154949212783394,67.74,-0.5112034906710698,13011119.333333334,26618683.0,17
MTBC,Medical Transcription Billing,0.0,1.851364,-0.358469,111.53%,11.54%,102.77%,1.06%,51,0.17333333333333348,0.18000000000000016,0.05290791305115328,0.05240178477280544,0.8509439959898826,0.2344132038618341,4.54,0.5013593541638917,4211878.0,2805376.3333333335,4
TRNS,Transcat,25.12864,3.111702,0.9093209999999999,66.82%,1.04%,71.73%,10.40%,252,1.508300000000002,1.2414999999999985,0.07979711307716782,0.07578648888516361,0.3396180870847711,0.2376009830714709,22.9999,0.36893192311054246,574235.0,419476.6666666667,21
CDW,CDW Corporation,21.523424,12.413333,4.0727720000000005,22.78%,7.56%,118.21%,10.76%,64,2.7166666666666686,3.303333333333337,0.03282213598526271,0.0461073624983,0.13317363439444257,0.10424693201391448,88.97,-0.21048678481043462,13497226.333333334,17095630.666666668,5
STAA,STAAR Surgical Company,581.047466,41.766263,0.08355599999999999,288.47%,54.56%,126.46%,33.14%,252,6.066666666666666,5.383333333333333,0.18774689313990156,0.3230035533726809,1.0348502268619413,0.4824701252473358,50.05,0.03252352026071844,9190433.0,8900943.0,21
SAIA,Saia Inc.,17.804176000000002,3.136186,4.428736,72.34%,17.65%,85.39%,21.58%,193,0.44999999999999335,1.3999999999999961,0.007283239950440228,0.027376063313523682,0.4051829189519586,0.2558679108809074,80.1,-0.22805923818404242,3874417.0,5019060.0,16
UHAL,Amerco,8.902944999999999,1.9351720000000001,40.441673,1.30%,6.88%,13.56%,7.29%,252,1.5103333333333353,3.546666666666662,0.0052510966133152565,0.011801677682023283,0.31856057229874385,0.2164331924707293,358.221,-0.5350348586903172,834905.6666666666,1795630.6666666667,21
GTLS,查特工业,49.68428,2.828614,1.499267,296.97%,34.30%,317.24%,37.04%,147,5.276666666666668,0.7266666666666689,0.08788490865921257,0.01590882531484816,0.5206412590358523,0.2945389022415774,76.95,-0.28346326553501405,5570947.0,7774824.0,12
CME,芝加哥商品交易所,13.347779999999998,2.559656,13.019394,36.15%,14.58%,49.77%,19.87%,123,2.876666666666665,0.3033333333333322,0.018529835012715237,0.0021777752373431498,0.2898448896563646,0.15517853750736046,172.85,-0.31497571108977057,23231281.0,33913076.333333336,10
MGPI,MGP Ingredients,31.345675,7.301524000000001,2.521241,18.18%,2.91%,2.87%,0.90%,252,-3.0933333333333337,0.030000000000005873,-0.035365683240533526,0.002107026317580677,0.7382137345825649,0.43393631421118073,78.81,0.01587424795853819,3516190.0,3461245.3333333335,21
ANSS,安西斯,51.571034000000004,6.234561,3.596011,32.79%,15.91%,33.13%,11.63%,252,3.9599999999999986,5.530000000000001,0.02395009770746871,0.0342572465660159,0.20665093917451474,0.15559238490771668,184.6,-0.22323328425602545,7882402.333333333,10147708.666666666,21
MKSI,MKS仪器,12.142958,2.588342,7.008177000000001,2.01%,19.22%,61.58%,26.79%,235,-3.933333333333328,-6.8666666666666645,-0.042366997275560425,-0.05690678895987231,0.27436418510884625,0.16757738335193992,82.65,-0.30502717596106865,10834842.0,15590310.333333334,19
PINC,Premier Inc.,12.266285,-1.633167,3.5666870000000004,36.25%,7.66%,7.30%,11.99%,61,2.0199999999999982,1.6566666666666674,0.05615103625810819,0.05143713632184508,0.12289536348617765,0.07320733153046949,42.87,-0.301017490093802,10983211.666666666,15713142.333333334,5
ALRM,"Alarm.com Holdings, Inc.",71.04272399999999,9.892168,0.777138,8.80%,21.51%,165.33%,25.02%,40,5.4333333333333345,0.8933333333333332,0.12779346786745327,0.0275884607211962,0.30339675981666275,0.1934410560499422,56.2,-0.13342007681433735,8586640.333333334,9908653.666666666,3
VRSK,Verisk Analytics,32.465090999999994,9.565892,3.7095230000000003,26.86%,14.93%,22.24%,15.64%,108,3.930000000000007,1.2399999999999995,0.03519242318880001,0.011938622281776166,0.12863190929656296,0.09478039979883866,120.64,-0.35053995201596694,12169156.333333334,18737344.0,9
DXPE,DXP Enterprises,30.835988,2.749347,1.460631,191.33%,24.14%,50.10%,19.88%,252,1.3366666666666684,-0.30666666666666487,0.03749091727181456,-0.006055119986334202,0.8589444473335264,0.4667659418285725,42.06,-0.43577196535579227,1267317.6666666667,2246109.0,21
AMGN,安进,52.550787,8.522336,3.7354339999999997,6.74%,1.88%,11.59%,2.77%,252,7.01666666666667,5.290000000000002,0.03701857216777633,0.030491120609115106,0.2612274325571953,0.14386126976251498,204.36,-0.3812610538067478,42638868.666666664,68912534.0,21
NDAQ,纳斯达克OMX交易所,20.436716,2.765061,4.5579730000000005,10.96%,8.16%,5.36%,18.78%,195,-0.6133333333333345,1.5266666666666613,-0.00583486971808676,0.017770966164003404,0.35928688406043013,0.22300708868088306,89.73,-0.36765284723240166,13293993.333333334,21023251.666666668,16
RGNX,Regenxbio Inc,29.900365999999998,8.25554,2.473214,173.20%,510.69%,573.96%,28996.92%,37,-0.3166666666666676,13.816666666666668,-0.004344727404585898,0.34027658660406734,0.47431167376014427,0.3719546135997424,70.55,-0.33511886893507503,10002373.333333334,15043852.0,3
NATI,美国国家仪器,98.473952,5.465582,0.489368,23.45%,7.03%,33.72%,3.93%,252,2.1433333333333358,-2.4800000000000018,0.04931339040350693,-0.048879179329543866,0.23556008597078382,0.14548615960710487,48.28,-0.20933056929946167,9922214.0,12549130.666666666,21
SODA,SodaStream International Ltd,35.196292,5.822932,4.051279,81.70%,31.27%,26.02%,24.59%,95,14.38333333333334,-2.026666666666671,0.14189099437052555,-0.020142054961804604,0.4922977921007477,0.3019095144695881,142.83,1.668361152064595,12788052.333333334,4792474.333333333,7
BRKR,布鲁克,59.957503,7.098777,0.58825,31.25%,6.92%,26.27%,12.48%,218,2.1533333333333324,-0.23333333333333192,0.0712812360856823,-0.007491834596169107,0.41533993736708413,0.320561460744664,34.9,-0.13662751069995654,11493121.333333334,13311892.0,18
MCRI,Monarch Casino & Resort,27.064595,2.860443,1.658255,27.63%,2.94%,38.36%,5.15%,252,0.7266666666666642,0.5299999999999964,0.017339096059432953,0.012708119902980748,0.577204947784885,0.3169607593988238,45.97,-0.22716986500287867,959761.0,1241878.3333333333,21
VICR,Vicor Corporation,172.562428,14.7172,0.33871799999999996,1877.30%,28.57%,517.40%,19.84%,252,3.050000000000002,4.966666666666668,0.08201372689918741,0.15697148586736323,0.42603666995805484,0.30270683169709894,52.25,-0.045150981453116266,5076394.333333333,5316436.666666667,21
SYNT,Syntel,19.036427,52.146088,2.1390569999999998,12.27%,10.09%,18.91%,8.62%,252,2.9200000000000017,2.1300000000000012,0.08979074336956366,0.0786075923769165,0.24157566158883692,0.2038082487330152,40.92,0.887924731672613,18788199.0,9951773.333333334,21
OBCI,Ocean Bio-Chem,14.27871,1.535059,0.301848,17.73%,18.46%,3.86%,1.99%,252,0.22153333333333322,-0.20820000000000016,0.06298785568384953,-0.049129983003114996,1.1692541858046241,0.38150883407371455,4.1151,0.6993699168826528,253523.33333333334,149186.66666666666,21
MGIC,Magic Software Enterprises Ltd,22.372255,2.086864,0.40228400000000003,63.42%,7.24%,19.05%,14.75%,252,0.33333333333333276,-0.06400000000000006,0.0392466956002867,-0.006324241326304565,0.7478691993985231,0.2687832701369257,9.2,0.8385917565664663,782102.0,425381.0,21
ISRL,Isramco,0.0,-41.401527,-8.231749,3.08%,27.48%,71.04%,15.09%,252,-1.25,6.189666666666672,-0.009938873788872921,0.0566420188294148,1.049896483511763,0.43828298497445467,118.5,-0.5925597874224977,7206.666666666667,17687.666666666668,21
INTG,The Intergroup Corporation,17.221644,-1.596868,1.733284,817.58%,9.24%,558.24%,4.44%,252,3.3645999999999994,1.1453333333333344,0.11719732833818748,0.04785234389787618,0.3562674120859692,0.2028537066275052,36.0,-0.7607396719025391,16471.0,68841.33333333333,21
CHTR,Charter Communications,7.763260000000001,1.889874,39.312092,73.85%,4.80%,5.69%,4.85%,97,12.899999999999997,-5.216666666666659,0.042540387499658855,-0.012211864819283347,0.15021371286366944,0.13051280190909784,330.66,-0.3808127106752973,25452380.0,41106108.666666664,8
CCOI,Cogent Communications Group,230.511409,-21.643314,0.23838299999999998,51.77%,7.79%,64.02%,9.51%,200,1.150000000000001,3.300000000000002,0.021744761968864306,0.07114936858869443,0.7978125380205839,0.2813599096000385,56.25,-0.3046043700348977,3983211.3333333335,5727978.666666667,16
BRQS,"Borqs Technologies, Inc.",0.0,2.64595,-1.050873,308.08%,158.52%,7605.56%,88.57%,35,-0.33050000000000007,-1.3600000000000003,-0.06035533885149766,-0.16284697109859,0.28435321423668053,0.042338330074570225,4.55,-0.3064093920725329,49724.666666666664,71691.66666666667,2
BREW,Craft Brew Alliance,25.347148,2.656255,0.735783,158.24%,2.10%,109.01%,7.19%,79,-1.1000000000000003,0.6999999999999993,-0.05629977583492759,0.03647946236650854,0.4453469236866033,0.20348321575999154,17.3,-0.2196277828713627,1533487.3333333333,1965071.6666666667,6
TURN,180 Degree Capital Corp.,4.677244,0.7448859999999999,0.46392700000000003,109.91%,0.67%,109.91%,0.67%,252,-0.045166666666666654,0.12999999999999998,-0.019909420289855068,0.06676677739296333,0.26682138036470127,0.19045623185337215,2.17,-0.444975234644516,959952.3333333334,1729566.6666666667,21
FFIV,F5网络,25.831925,9.133017,7.359497999999999,25.68%,4.71%,17.71%,2.91%,232,7.319999999999993,9.816666666666672,0.04179104147919636,0.06606692780703356,0.34204656731974054,0.2394517747083348,193.38,-0.3263698275851351,10474931.666666666,15549974.0,19
CDK,"CDK Global, Inc.",21.703756,-21.594782000000002,2.804123,66.83%,0.67%,24.11%,3.65%,49,-0.4933333333333323,0.529999999999994,-0.007475114973160279,0.008419126678480807,0.1381580898691335,0.08382487935562133,63.72,-0.24335256259685437,17917802.0,23680516.333333332,4
GILT,吉来特卫星网络,51.313603,2.282718,0.181143,0.89%,0.41%,394.77%,5.39%,252,-0.02536666666666676,0.1633333333333328,-0.0019045652170254686,0.021525203554582904,0.2957813962335043,0.24213679678215017,9.1339,0.15408620313803748,358235.6666666667,310406.3333333333,21
MBUU,Malibu Boats Inc,40.398416,8.002678,1.296833,29.97%,84.62%,89.87%,82.02%,57,4.05,2.9666666666666686,0.10047540893008496,0.09075223429193857,0.24005179389597164,0.17944844667352342,53.71,-0.16822219900109503,3263588.3333333335,3923630.0,4
FWRD,福沃运输,20.520166,3.549209,3.193444,23.55%,16.37%,21.67%,15.48%,252,3.0066666666666677,2.086666666666666,0.04906603487785239,0.03931689146110252,0.21527219009176388,0.17114608368534115,68.85,-0.34230613303320134,2633513.6666666665,4004163.3333333335,21
TREE,LendingTree,40.455746000000005,9.188385,6.146222,481.40%,20.51%,359.13%,36.61%,122,5.866666666666674,-38.48333333333334,0.03014726990327125,-0.12238214054702361,0.5341971459821867,0.37628127718524684,230.15,-0.4221850680793331,3333275.6666666665,5768760.0,10
JBHT,JB Hunt运输服务,17.868429000000003,6.613249000000001,6.88253,54.95%,20.85%,15.03%,17.18%,252,0.346666666666664,0.9333333333333371,0.00290211698589545,0.009734284071010464,0.17566235354002813,0.14633358549162764,122.27,-0.22609611231455268,14568877.666666666,18825177.0,21
BEAT,CardioNet,0.0,7.204611,-0.086508,505.10%,69.59%,2469.39%,77.22%,127,5.38333333333333,4.550000000000002,0.11180112347313975,0.13183401297938854,0.6523908748235676,0.2875144905229972,61.3,0.0006677630645557342,7205965.666666667,7201157.0,10
LOPE,大峡谷教育,24.461285999999998,5.141478,4.792471,15.54%,8.48%,31.78%,11.07%,119,-0.8099999999999975,2.2233333333333243,-0.005644845806266549,0.021511442820867088,0.26290951892604825,0.23010370133864375,108.9,-0.03805735922909228,7714830.0,8020052.0,9
ODFL,Old Dominion Freight Line,23.730226000000002,5.456842,6.960742999999999,66.06%,23.05%,66.18%,22.67%,252,4.531433333333344,0.2466666666666697,0.030171255484471016,0.007848063350808288,0.2504024924079082,0.20614997772936738,161.6443,-0.15789073076710783,10842310.666666666,12875182.666666666,21
CHKP,Check Point软件科技,22.552835,4.971287,5.11776,4.95%,2.01%,2.51%,3.88%,252,7.545000000000002,-0.3499999999999943,0.0746712881470072,-0.003366189878043406,0.2609520544273735,0.1184501011964984,117.215,-0.1383392495201463,22585838.666666668,26211985.0,21
LSTR,莱帝运输,22.562858,7.656791,5.431493,66.60%,36.23%,77.48%,34.61%,252,5.216666666666664,-0.43333333333332763,0.04609082272038436,-0.00043669608859267517,0.2002960842402596,0.1384320553650956,124.25,-0.2623932008441196,6088297.0,8254122.666666667,21
WETF,WisdomTree Investments,33.895255,3.3762519999999996,0.233366,38.16%,32.09%,36.98%,10.32%,87,-0.2783333333333336,-0.02666666666666669,-0.03187434319424679,0.006225250597830449,0.28879117648655495,0.19191979262281764,8.125,-0.3277348933893332,19667472.666666668,29255531.0,7
WILC,G. Willi-Food International,9.957189999999999,0.8417209999999999,0.711044,312.47%,2.58%,67.91%,12.10%,252,-0.05333333333333309,0.10483333333333326,-0.0071746666598452415,0.01568083013123543,0.42349530289927517,0.28964330864306653,6.86,-0.3847856435993497,46418.333333333336,75450.66666666667,21
STRL,Sterling Construction Company In,17.671208,2.478712,0.793381,100.35%,9.06%,295.12%,45.03%,252,0.3733333333333337,0.5033333333333339,0.029232217962422192,0.044448731240525445,0.7765483328906804,0.53608031491127,13.99,-0.24310881341266485,2368209.3333333335,3128863.6666666665,21
TVTY,"Tivity Health, Inc.",17.313503,4.352629,2.009992,73.83%,9.32%,39.81%,6.36%,252,-0.6166666666666648,-1.5333333333333339,-0.01755510208489482,-0.03954164246754429,0.44728393788883586,0.3740534177956352,33.5,-0.5192009444101143,7438288.333333333,15470680.0,21
ECHO,Echo Global Logistics,33.617511,2.581433,1.017327,3233.88%,35.04%,264.59%,38.81%,108,2.0000000000000036,0.5333333333333338,0.06856463229626748,0.01919837089790832,0.21847489406809528,0.1560733467257202,34.95,-0.10296216031139421,7077261.666666667,7889591.0,9
