code,open,name,pe,pb,eps,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09,count,month_six_rs,price,vol_radio,volume_end,volume_start,year,year_rs
SYKE,30.39,赛科斯企业,56.891987,1.623999,0.541201,7178000.0,-0.1885,397000000.0,0.0569,10948000.0,-0.4149,414000000.0,0.0791,-17036000.0,-1.945,419000000.0,0.0774,21695000.0,0.02,407000000.0,0.0559,252,0.23581816526722302,17.962857142857136,-0.2593479910965292,4265506.619047619,5759123.80952381,21,0.19750705628639723
HTHT,31.51,华住,46.66022,8.753683,0.674236,340000000.0,-0.1231,2516000000.0,0.2714,126000000.0,-0.1753,2085000000.0,0.2983,230000000.0,0.7726,2202000000.0,0.3276,472000000.0,0.6302,2365000000.0,0.3408,104,0.2603763049402042,10.742151923076923,0.6512668985178748,21631088.28846154,13099692.307692308,8,0.21207901972781962
JTPY,1.65,JetPay Corp,0.0,-4.894179,-0.8279340000000001,1512000.0,2.2803,15239000.0,0.1264,-371000.0,-1.5448,15871000.0,0.0948,-1037000.0,-2.4112,19876000.0,0.1515,-575000.0,0.5709,18440000.0,0.212,63,0.28999618734731303,2.341741269841269,1.5567684474664614,571806.5,223644.2258064516,5,0.20296984779537589
KANG,17.39,爱康国宾,0.0,3.456958,-0.252353,6317000.0,0.7819,150000000.0,0.2996,-68600000.0,-0.9568,89526000.0,0.4882,27938000.0,0.9778,206000000.0,0.3353,20441000.0,2.1598,152000000.0,0.2728,55,0.21131595236835943,17.461909090909096,-0.31555112422260667,6219628.178571428,9087060.25925926,4,0.14769632041814307
MRCY,52.39,Mercury Systems Inc,60.634317,3.3278849999999998,0.8750819999999999,10101000.0,0.1473,153000000.0,0.3223,3696000.0,-0.4756,116000000.0,0.084,9133000.0,0.755,118000000.0,0.203,17953000.0,3.701,106000000.0,0.2102,250,0.5290097223156639,20.8923,-0.13661275965720218,3779745.64,4377810.4,20,0.36940615164209606
TURN,2.16,180 Degree Capital Corp.,4.701817,0.748799,0.46392700000000003,4808000.0,1.0991,109900.0,0.0067,4808000.0,1.0991,109900.0,0.0067,2418400.0,1.7777,78900.0,-0.7515,2418400.0,1.4016,78900.0,-0.7496,252,0.22863880610903675,5.412163888888887,-0.3275694684416469,2024680.3253968253,3010988.095238095,21,0.1905004898679972
SIR,20.88,Select Income REIT,24.220223,0.916227,0.877366,17464000.0,-0.345,0.0,0.0,37679000.0,4.6003,0.0,0.0,2075000.0,-0.9143,0.0,0.0,31442000.0,0.1006,0.0,0.0,80,0.09416959295866766,24.293875000000003,0.43026847276409397,8478463.45,5927882.5,6,0.07360564681222381
HLNE,46.69,Hamilton Lane Inc,45.664393,14.638864000000002,1.03538,23103000.0,-0.098,63362000.0,0.2023,44618000.0,1.6836,77609000.0,0.6626,17833000.0,0.0451,65014000.0,0.5358,18234000.0,-0.2514,48709000.0,-0.0495,20,0.12478257959161414,33.933,-0.18596041554569304,3461656.2,4252442.1,1,0.0743437436854446
LOAN,6.1,曼哈顿大桥投资股份,13.532278,2.591316,0.460898,949400.0,0.1301,0.0,0.0,980900.0,0.2399,0.0,0.0,846600.0,0.1974,0.0,0.0,960700.0,0.326,0.0,0.0,124,0.28214502596562535,2.926428225806451,5.363130531314565,665645.0322580645,104609.67741935483,10,0.21917958505403154
FORK,3.4,富岭环球有限公司,8.760025,0.9519920000000001,0.398355,192000.0,-0.8732,33557500.0,0.0986,192000.0,-0.8657,33557500.0,0.2741,1363500.0,2.5481,35956800.0,0.1304,1983600.0,-0.0084,34408400.0,0.2333,36,0.3600390136516416,3.232855555555555,3.3610176312102324,1734544.611111111,397738.5,3,0.23219455869827574
KFRC,37.7,K力,22.754476999999998,6.261986,1.673297,16272000.0,0.4602,359000000.0,0.0538,9175000.0,0.5546,346000000.0,0.0368,6140000.0,-0.3354,343000000.0,0.0509,10099000.0,0.1196,341000000.0,0.0137,252,0.28783039439590025,14.152738095238092,-0.23991945249562766,3476124.626984127,4573363.492063492,21,0.24150661922733463
CBAN,18.35,科勒尼,16.372833,1.7548709999999998,1.120759,3069000.0,0.2614,0.0,0.0,3188000.0,0.5059,0.0,0.0,579000.0,-0.7353,0.0,0.0,2622000.0,0.1612,0.0,0.0,248,0.34812768763819396,10.97762741935484,0.9279299061308601,75975.83064516129,39407.98387096774,20,0.2774325457942021
ACOR,18.15,阿索尔达生物制药公司,0.0,1.440244,-3.4537379999999995,46197000.0,6.6365,153000000.0,0.0994,-8199000.0,0.5663,106000000.0,-0.1107,-171000000.0,-54.2889,188000000.0,0.3397,-25195000.0,-0.9333,141000000.0,0.0402,153,0.7697690847564721,25.379803921568623,-0.07636577734411736,11895395.220779222,12878902.631578946,12,0.49850599372660387
MIDD,127.96,The Middleby Corporation,24.144848,4.797821,5.353109,83988000.0,0.0828,668000000.0,0.1533,65420000.0,-0.0747,585000000.0,0.1028,75186000.0,-0.071,633000000.0,0.0604,74671000.0,-0.0156,593000000.0,0.0328,252,0.2713822875623007,37.158750000000005,0.29081099377744024,8415334.706349207,6519416.666666667,21,0.22416135762805578
TTEC,26.0,TeleTech Holdings,0.0,3.756762,-0.362286,6297000.0,-0.6013,350000000.0,-0.0101,5932000.0,-0.7059,375000000.0,0.1093,-40724000.0,-121.1298,427000000.0,0.2368,15575000.0,0.2313,359000000.0,0.1478,252,0.2629927727602865,18.720833333333324,-0.5752878642694459,3499069.4682539683,8238684.920634921,21,0.21984911124267578
SEDG,42.8,"SolarEdge Technologies, Inc.",16.150966,4.065282,2.682502,34568000.0,0.5347,227000000.0,0.6688,35686000.0,1.5175,210000000.0,0.8241,19502000.0,0.9971,189000000.0,0.6979,27971000.0,0.7912,167000000.0,0.2963,44,0.3040886832203796,28.595909090909085,0.005092466073261556,17915866.772727273,17825093.09090909,3,0.19726399087144322
PME,2.27,平潭海洋实业有限公司,12.454042,1.401825,0.184679,3335300.0,-0.66,13606200.0,-0.6188,984700.0,-0.9092,10884300.0,0.9226,5337700.0,-0.4214,16389900.0,0.2462,6529100.0,1.4698,5462800.0,3.6733,68,0.6180256276206337,2.7965132352941175,2.0902377428004417,3305261.029411765,1069581.4705882352,5,0.4277379331618334
BOTJ,16.11,Bank of the James Financial Grou,18.572039,1.34294,0.867433,1300000.0,0.6518,0.0,0.0,1123000.0,0.4776,0.0,0.0,360000.0,0.2287,0.0,0.0,1015000.0,-0.0379,0.0,0.0,82,0.16052935731436496,10.981085365853659,0.9497114837976123,66917.90243902439,34321.95121951219,6,0.12336905677033738
UXIN,5.3,优信,0.0,3.229918,-38.417156,210000000.0,1.3682,576000000.0,0.7326,-839000000.0,-0.6434,563000000.0,0.8402,-902000000.0,-2.2456,604000000.0,0.9575,0.0,0.0,0.0,0.0,5,-0.08523436371514212,6.884,-0.5237764871523091,13959214.333333334,29312316.5,0,-0.08523436371514212
AROW,37.6,箭牌金融,15.848998000000002,2.13636,2.422866,9730000.0,0.3499,0.0,0.0,8531000.0,0.2865,0.0,0.0,8071000.0,0.2229,0.0,0.0,7416000.0,0.1006,0.0,0.0,252,0.18253724785146508,19.750246428571433,0.18123943375871515,469827.5317460318,397741.15079365077,21,0.1342043089107128
PRIM,25.15,Primoris Services Corporation,23.529435,2.3123970000000003,1.078224,14191000.0,-0.3664,649000000.0,0.0279,4216000.0,-0.5047,504000000.0,-0.1022,23808000.0,0.6124,579000000.0,-0.038,22134000.0,3.6539,608000000.0,0.1979,145,0.2281652173407327,16.132689655172417,2.4815263808859562,4898551.136986301,1407012.5,12,0.18473591209008144
ALGT,127.3,Allegiant Travel Company,9.942096000000001,3.2261439999999997,12.944956,50016000.0,0.0199,431000000.0,0.0979,55193000.0,0.3032,418000000.0,0.1232,82502000.0,0.9971,369000000.0,0.126,22293000.0,-0.5095,338000000.0,0.0399,143,0.25406589632651755,91.13755244755245,-0.4277116882833203,2761418.4583333335,4825222.535211268,11,0.21614075769484473
PLYA,9.34,Playa Hotels & Resorts NV,147.596293,1.4380760000000001,0.064026,16821000.0,2.5974,145000000.0,0.0348,21817000.0,-0.2106,177000000.0,0.0157,-11683000.0,0.5254,127000000.0,0.0534,-5667000.0,-2.6327,118000000.0,0.0371,36,0.06178367718791649,10.219866666666668,1.2840229588186025,5563889.444444444,2436004.1666666665,3,0.03860815623007676
BZUN,49.5,宝尊电商,78.257345,9.277004,0.623967,36464000.0,0.2252,1159000000.0,0.3048,15465000.0,0.4583,921000000.0,0.1445,146000000.0,1.416,1565000000.0,0.2301,22269000.0,0.1645,890000000.0,0.1881,42,0.5035068957286699,22.520714285714284,4.019490145229671,44293233.52380952,8824249.523809524,3,0.31840757513917983
UIHC,20.84,United Insurance Holdings Corp,45.96289,1.658696,0.459066,14701000.0,1.0258,0.0,0.0,8368000.0,1.1462,0.0,0.0,27001000.0,3.5674,0.0,0.0,-28012000.0,-9.1835,0.0,0.0,71,0.23973722451622206,15.481690140845075,-0.13669588779451589,2682593.138888889,3107355.9142857143,5,0.18439550159811888
HEAR,20.34,Parametric Sound Corp.,11.672472,56.471088,1.744275,6301000.0,1.8924,60805000.0,2.1815,1962000.0,1.1977,40886000.0,1.8488,14231000.0,0.1664,79696000.0,-0.0305,-492000.0,0.9890000000000001,35975000.0,-0.0628,55,0.7768168876823638,10.785105454545459,13.935054568427867,11672733.07142857,781566.1481481482,4,0.4589473814029618
NGHC,25.97,National General Holdings Corp,20.438264,1.794786,1.28142,36910000.0,1.8019,0.0,0.0,56020000.0,0.8189,0.0,0.0,8347000.0,-0.8354,0.0,0.0,55360000.0,0.7778,0.0,0.0,57,0.1282476504139064,20.9238596491228,0.27739111286582907,5007158.24137931,3919831.75,4,0.1035993871638846
LIVE,9.89,LiveDeal,3.021873,0.49067700000000003,3.272805,2077000.0,-0.024,54662100.0,0.3211,1923300.0,0.0449,52179900.0,0.354,1877600.0,0.3143,40368100.0,0.2541,1104500.0,-0.6399,39958400.0,1.1014,97,1.284787702355912,12.746334020618555,-0.21334886779632944,1001685.775510204,1273354.5208333333,8,0.7350946316877734
BRKR,32.61,布鲁克,56.285594999999994,6.664035,0.58825,31500000.0,0.3125,442000000.0,0.0692,27400000.0,0.2627,430000000.0,0.1248,-3000000.0,-1.0434,528000000.0,0.1296,37600000.0,-0.2,434000000.0,0.1124,219,0.3679506990558741,14.794999999999998,1.392707795511508,14747276.690909091,6163425.688073395,18,0.29167765221405123
PDEX,12.55,Pro-Dex,33.459648,3.166193,0.376573,168000.0,-0.7654,6248000.0,0.1163,480000.0,-0.4595,5494000.0,-0.1698,345000.0,-0.892,5560000.0,0.209,628000.0,1.1958,5162000.0,0.0064,252,0.37172094473707884,10.117237698412698,5.294598438830142,290955.0238095238,46222.968253968254,21,0.289983016883866
SELF,4.2,"Global Self Storage, Inc.",105.105103,0.8505149999999999,0.03996,395500.0,20.8627,0.0,0.0,59100.0,5.1445,0.0,0.0,-20800.0,-1.0368,0.0,0.0,-129300.0,0.405,0.0,0.0,34,0.06654367928501065,4.6939705882352944,-0.3930117670167398,266485.29411764705,439028.76470588235,2,0.03486069424166202
ALTR,39.92,Altair Engineering Inc.,0.0,14.015842000000001,-1.622536,1513000.0,1.2088,93937000.0,0.1717,3920000.0,2.7916,89696000.0,0.1912,-60347000.0,-11.2352,87999000.0,0.0777,-29626000.0,-95.3503,83259000.0,0.0866,12,0.12285649591587644,32.57916666666666,0.09584476195845014,7629926.0,6962597.5,1,0.05426312581258009
ICCH,15.19,"ICC Holdings, Inc",59.706304,0.7747649999999999,0.25441199999999997,39200.0,1.1667,0.0,0.0,675800.0,-0.204,0.0,0.0,442700.0,-0.6386,0.0,0.0,-348800.0,-1.5019,0.0,0.0,20,0.05458399639414188,16.215055000000003,-0.6649860755365081,29376.5,87687.4,1,0.01788158627411837
TTWO,132.08,Take-Two Interactive Software,80.898371,8.143471,1.637981,71693000.0,0.1894,388000000.0,-0.0723,90853000.0,-0.0849,450000000.0,-0.2122,25140000.0,1.8424,481000000.0,0.0092,-2736000.0,-1.0751,444000000.0,0.0557,252,0.3121578419828757,23.756553968253954,0.20772010878779845,37198511.65079365,30800606.34920635,21,0.24843351941096806
ARLP,19.4,Alliance Resource Partners,7.325042999999999,2.057413,2.672776,86377000.0,0.3634,516000000.0,0.2945,156000000.0,0.4855,457000000.0,-0.0086,74373000.0,-0.3786,483000000.0,-0.0837,61426000.0,-0.3162,453000000.0,-0.1791,230,0.23429848762815628,20.057619565217394,0.026823085845152535,4831382.9826086955,4705175.652173913,19,0.1886738115873889
GWRS,10.08,"Global Water Resources, Inc. ",30.875131,14.106901,0.33195,2256000.0,4.3082,0.0,0.0,320000.0,0.6931,0.0,0.0,2734000.0,55.9583,0.0,0.0,1203000.0,-0.0638,0.0,0.0,31,0.09330546599063061,8.969193548387098,-0.3698058895611723,369867.6875,586910.7333333333,2,0.06067002306134981
FCFS,82.6,第一富金融服务,23.140457,2.806721,3.584631,30171000.0,0.9799,420000000.0,0.008,41635000.0,0.2754,450000000.0,0.005,67734000.0,0.846,480000000.0,0.0393,28274000.0,21.0241,435000000.0,0.6673,252,0.2623884353431766,26.121608333333334,0.01413504173310647,4254129.087301588,4194834.920634921,21,0.2173646064669713
LMRK,13.25,Landmark Infrastructure Partners LP,19.320909,1.0245950000000001,0.696137,6105000.0,1.2805,0.0,0.0,6741000.0,0.9113,0.0,0.0,9274000.0,0.0545,0.0,0.0,3798000.0,9.2097,0.0,0.0,48,0.06962036816503793,15.9290625,0.5704773586142672,1183736.7083333333,753743.25,4,0.05372145449486047
SYNL,22.2,Synalloy Corporation,27.124066999999997,2.029054,0.8313649999999999,3677300.0,3.4311,71893800.0,0.3957,3835200.0,4.2113,58480600.0,0.3857,1016700.0,1.7082,52837100.0,0.5987,-1206800.0,0.5373,54595900.0,0.5918,252,0.3071620859097889,11.236130952380943,-0.468677850125263,281262.126984127,529362.6984126985,21,0.2521724285692196
RELL,9.11,理查森电子,30.75282,0.873508,0.29623299999999997,1739000.0,14.912,45490000.0,0.2176,527000.0,1.3683,41645000.0,0.2888,1668000.0,1.6614,39082000.0,0.1553,-112000.0,0.9607,36995000.0,0.1085,252,0.3608639766686332,9.181329365079355,-0.2704856146132182,839125.6587301587,1150252.380952381,21,0.25752003551709046
PVBC,26.95,"Provident Bancorp, Inc.",28.243336,2.194714,0.9683700000000001,2390000.0,0.4928,0.0,0.0,2022000.0,0.1221,0.0,0.0,1741000.0,0.0075,0.0,0.0,2771000.0,0.5735,0.0,0.0,40,0.11579597413882907,19.505125,-0.38395888726503247,157585.75,255803.95,3,0.08998103748504122
BRQS,4.6,"Borqs Technologies, Inc.",0.0,2.704749,-1.050873,2008000.0,3.0808,55862000.0,1.5852,1387000.0,76.0556,57883000.0,0.8857,153000.0,-0.9526,54938000.0,0.3812,-11565000.0,-4.6415,44401000.0,0.7207,36,0.1649006956795938,8.394441666666667,-0.11409163615065133,158648.66666666666,179080.22222222222,3,0.08848659717876069
SPRT,2.75,support.com,0.0,0.923377,-0.023471000000000002,396000.0,3.4,17468000.0,0.2041,-766000.0,0.4044,16522000.0,0.1562,-306000.0,0.9123,16292000.0,0.1154,231000.0,1.1085,15032000.0,-0.0319,220,0.2732679944835259,13.145676363636364,-0.352847944163827,1519677.5272727273,2348254.190909091,18,0.22287461857340665
CIVB,23.97,"Civista Bancshares, Inc. ",15.238532999999999,2.0783139999999998,1.592673,3014000.0,-0.1618,0.0,0.0,6989000.0,0.5079,0.0,0.0,3980000.0,0.0961,0.0,0.0,3660000.0,-0.0054,0.0,0.0,42,0.13699348319242374,17.662619047619053,2.5576720549359755,809146.4285714285,227437.04761904763,3,0.09339773837543129
TRIP,49.68,猫途鹰,0.0,5.118965,-0.149944,32000000.0,0.1852,433000000.0,0.0212,5000000.0,-0.6154,378000000.0,0.0161,-84000000.0,-85.0,321000000.0,0.0158,25000000.0,-0.5455,439000000.0,0.0428,83,0.28329589067171274,60.22963855421688,0.2871956926053431,50994445.5952381,39616700.0,6,0.23869762729244892
MTBC,4.69,Medical Transcription Billing,0.0,1.9245240000000001,-0.358469,195300.0,1.1153,8682900.0,0.1154,75000.0,1.0277,8307300.0,0.0106,-183500.0,0.9544,8292200.0,-0.0609,-980100.0,0.3443,7513600.0,0.4068,52,0.5426785999258583,2.195419230769231,21.953883274905518,12570475.23076923,547640.4615384615,4,0.34274791264306065
TCRD,8.04,THL Credit,0.0,0.789557,-0.19808800000000001,1539000.0,0.209,0.0,0.0,6341000.0,0.2071,0.0,0.0,-18545000.0,-3.3412,0.0,0.0,4113000.0,-0.584,0.0,0.0,103,0.06625300051674954,12.0421359223301,0.0048312117604279205,2851707.0384615385,2837996.0784313725,8,0.05465787816839248
ATLC,2.85,Atlanticus Holdings Corporation,0.0,-1.254307,-2.283289,5575000.0,1.6349,0.0,0.0,-4719000.0,-7.4911,0.0,0.0,-18350000.0,-7.7339,0.0,0.0,-14468000.0,-0.596,0.0,0.0,235,0.5628526857914319,12.085128936170197,-0.8393685046804145,1109698.1101694915,6908347.008547009,19,0.44336093001708526
MELR,19.75,"Melrose Bancorp, Inc.",27.626796000000002,1.159192,0.722125,376000.0,-0.1069,0.0,0.0,483000.0,-0.0817,0.0,0.0,225000.0,-0.6046,0.0,0.0,631000.0,0.6347,0.0,0.0,49,0.07878918942497641,16.568055102040816,-0.7238617158434845,29949.36,108457.83333333333,4,0.05797960720760254
FONR,24.7,福纳,7.9243369999999995,1.68993,3.1548380000000003,11348200.0,0.5934,26059500.0,0.034,4262000.0,-0.4016,25531000.0,0.0644,5240000.0,0.062,24739000.0,0.1042,4601000.0,0.0224,23084000.0,0.0209,252,0.790885345565028,21.17114126984127,3.4736935682959684,1519687.857142857,339694.22222222225,21,0.5830758848401364
EBSB,17.35,莫里迪恩洲际合众银行,18.608953,1.2802209999999998,0.941751,14062000.0,0.2393,0.0,0.0,11994000.0,0.2975,0.0,0.0,9021000.0,-0.2023,0.0,0.0,13333000.0,0.4039,0.0,0.0,130,0.11473865912207211,9.649269230769232,2.43854812641758,3505525.7538461536,1019478.4615384615,10,0.10100998448161275
BPR,20.45,Brookfield Property REIT Inc.,33.607896000000004,0.399838,0.616373,95564000.0,-0.2553,0.0,0.0,65896000.0,-0.4029,0.0,0.0,202000000.0,-0.1632,0.0,0.0,226000000.0,-0.6681,0.0,0.0,3,-0.01092992776016056,20.286666666666665,0.3450404477346961,45699352.5,33976192.0,0,-0.01092992776016056
FSTR,22.55,LB福斯特,36.652232,1.612257,0.6213810000000001,4940000.0,0.6336,173000000.0,0.1935,-2022000.0,0.1652,122000000.0,0.0316,289000.0,1.0071,141000000.0,0.3262,3222000.0,1.5386,131000000.0,0.147,252,0.28141584050953244,20.829682539682526,0.4535535516954338,1193225.5714285714,820902.380952381,21,0.24484780480072085
CYBE,19.85,数码光学科技,141.652963,2.683532,0.142955,740000.0,-0.3242,15854000.0,-0.0338,-173000.0,0.1916,14120000.0,0.1846,503000.0,-0.9174,13176000.0,-0.0207,-72000.0,-1.0614,11828000.0,-0.2136,252,0.437888611429795,12.154608730158735,-0.29064302449646845,721823.6428571428,1017574.6031746032,21,0.3219140904364627
CACC,450.0,Credit Acceptance Corporation,15.884947,4.809287,28.228014,151000000.0,0.5237,0.0,0.0,120000000.0,0.2872,0.0,0.0,177000000.0,1.0217,0.0,0.0,101000000.0,0.1723,0.0,0.0,252,0.46190899508375005,76.16430555555556,-0.13880908759470076,1636616.0952380951,1900410.3174603174,21,0.3283627353943163
PBSK,25.75,Poage Bankshares,0.0,1.392946,-0.799204,704000.0,0.9183,0.0,0.0,229000.0,-0.5054,0.0,0.0,-3680000.0,-16.082,0.0,0.0,-18000.0,-1.0495,0.0,0.0,86,0.10832656220759408,16.162573255813957,-0.036683478572281276,75067.0,77925.58139534884,7,0.0804387349068421
DNBF,36.25,DNB金融,19.710642,1.482033,1.8391080000000002,2049000.0,-0.1037,0.0,0.0,2613000.0,0.0705,0.0,0.0,808000.0,-0.6507,0.0,0.0,2411000.0,2410.0,0.0,0.0,252,0.2596502372155213,19.566956746031746,1.6538171159405402,57412.59523809524,21633.968253968254,21,0.1818289862618964
TFSL,15.65,TFS Financial Corporation,50.292382,2.473258,0.311578,20875000.0,-0.0839,0.0,0.0,23314000.0,-0.0063,0.0,0.0,19613000.0,0.0002,0.0,0.0,23018000.0,0.0093,0.0,0.0,139,0.12782264797075574,13.021187050359716,-0.5838404940187876,4692366.1,11275402.898550725,11,0.10155306910592428
OBCI,4.18,Ocean Bio-Chem,13.84803,1.4887569999999999,0.301848,1121400.0,0.1773,11398500.0,0.1846,523400.0,0.0386,8384200.0,0.0199,293500.0,-0.3493,8987200.0,0.0544,853600.0,-0.4415,11651600.0,-0.0455,252,0.7753815099391693,1.9925492063492056,-0.13218653856922669,458768.27777777775,528648.4920634921,21,0.5245202998127049
GSKY,20.12,Greensky Inc.,4.6989279999999995,172.973098,4.266931,40816000.0,0.0576,106000000.0,0.2825,18604000.0,-0.1548,85326000.0,0.3059,39032000.0,0.1994,88300000.0,0.2348,39032000.0,0.1994,88300000.0,0.2348,6,-0.09912857336656587,20.0,-0.01953905782861969,23391443.666666668,23857598.666666668,0,-0.09912857336656587
PTC,103.66,PTC Inc.,214.105794,14.692262,0.48592799999999997,16997000.0,18.8728,315000000.0,0.0806,7922000.0,8.1757,308000000.0,0.0994,13877000.0,2.5181,307000000.0,0.071,17435000.0,1.6123,306000000.0,0.0629,252,0.2166274682814412,29.12079365079364,-0.1799924939234117,21258716.722222224,25925026.984126985,21,0.17630539779767765
FISV,80.73,费哲金融服务,23.1587,11.491405,3.4924239999999998,251000000.0,0.1357,1420000000.0,0.0245,423000000.0,0.7126,1440000000.0,0.033,546000000.0,1.5395,1516000000.0,0.0594,232000000.0,0.0841,1400000000.0,0.0145,252,0.09934296949537368,20.524636507936503,-0.4635231906450515,66248753.3015873,123488568.65079366,21,0.08776360343670601
FSBW,54.18,FS Bancorp,12.038571000000001,1.453861,4.550374,4257000.0,-0.0234,0.0,0.0,4322000.0,0.6668,0.0,0.0,3679000.0,0.445,0.0,0.0,3454000.0,-0.0009,0.0,0.0,76,0.1135297987015406,28.9892197368421,0.31225085298161653,203436.86842105264,155028.94736842104,6,0.09009406589711993
ROLL,152.38,RBC轴承,39.815445000000004,4.24975,3.8603110000000003,27467000.0,0.2594,176000000.0,0.0738,26677000.0,0.2359,180000000.0,0.1228,23832000.0,0.8662,167000000.0,0.1378,14823000.0,-0.1868,164000000.0,0.0674,159,0.18735614229657138,54.200094339622645,-0.32866988067988456,1695508.8,2525596.2025316455,13,0.15693082070591785
SSFN,10.85,Stewardship Financial Corp,16.531872,1.235609,0.656308,2301000.0,0.8147,0.0,0.0,1808000.0,0.8244,0.0,0.0,48000.0,-0.9644,0.0,0.0,1640000.0,0.5845,0.0,0.0,246,0.19849385186058296,8.207285365853657,1.3168450557207432,64096.78048780488,27665.544715447155,20,0.15953819345530593
ADP,149.68,"Automatic Data Processing, Inc.",40.841401,19.024614,3.6786199999999996,109000000.0,-0.591,3193000000.0,0.0787,643000000.0,0.0939,3558000000.0,0.0785,467000000.0,-0.0849,3129000000.0,0.0805,401000000.0,0.08900000000000001,2979000000.0,0.0536,121,0.11304823534283337,69.36938016528926,-0.33895605460619227,40636216.73770492,61472791.666666664,10,0.07855303958081024
TZOO,11.2,Travelzoo Inc,44.318382,7.9537759999999995,0.253845,477000.0,-0.3057,28075000.0,0.063,2502000.0,-0.0882,30884000.0,0.0864,675000.0,-0.2842,26997000.0,0.0069,-576000.0,-1.3558,24687000.0,-0.0796,195,0.7797720441939381,19.935051794871793,-0.4499518301605672,4460895.193877551,8110008.24742268,16,0.583365927113908
