code,name,pe,pb,eps,count,end,max,mean,min,price_end,price_middle,price_start,start,std,volume_end,volume_start,year
MCEP,Mid-Con Energy Partners,0.0,0.7503479999999999,-1.2324629999999999,82.0,1.5024,24.98,11.124489024390243,0.94,1.8410035714285715,9.427407407407406,22.44888888888889,18.0,9.947383810062469,3471078.7073170734,2066000.0,6.0
XELA,"Exela Technologies, Inc.",0.0,-14.307035999999998,-1.894507,42.0,6.0,10.08,8.28928095238095,4.52,5.311428571428571,9.73355714285714,9.822857142857144,9.85,2.199186270268086,2551296.1904761903,570972.1428571428,3.0
PZZA,Papa John’S International,19.513566,-5.303038,2.290714,253.0,46.0656,88.36,23.821168379446647,5.5625,50.43977176470589,12.99467261904762,7.712172619047619,8.5,22.402655541109393,9053035.976377953,19485739.682539683,21.0
CATS,"Catasys, Inc.",0.0,-32.03948,-0.167198,18.0,8.705,9.08,5.401111111111111,3.57,7.239999999999999,4.288333333333333,4.675,4.75,1.61663826536605,909415.1111111111,1085009.4444444445,1.0
IOTS,Adesto Technologies Corp,0.0,5.046137,-0.30849099999999996,36.0,5.95,9.1,5.436805555555555,1.8,7.25,4.272916666666666,4.7875000000000005,5.6,2.0606084929241435,4234148.388888889,1407039.1666666667,3.0
CASA,Casa Systems,11.088771000000001,11.244912,1.259833,10.0,14.765,29.34,19.2565,14.69,15.25375,23.98,19.87,13.5,4.703548335506338,16682369.0,12333168.8,0.0
SHSP,SharpSpring Inc,0.0,7.503032000000001,-0.810009,35.0,14.5035,14.5035,5.543520000000001,3.16,7.6414583333333335,4.605483333333334,4.278172727272727,0.0,2.667924841828768,845674.5,358115.5882352941,2.0
DERM,Dermira,0.0,3.5804669999999996,-7.74454,48.0,9.52,34.61,23.442500000000006,7.99,19.089375,30.05125,21.186875,18.0,8.253203762202018,13034937.666666666,3550740.3333333335,4.0
ATXI,Avenue Therapeutics Inc.,0.0,8.372639999999999,-2.4151860000000003,16.0,3.5501,7.95,4.68844375,3.5501,3.7516833333333337,4.234,6.267,7.6,1.2919509345527278,569268.75,646727.625,1.0
NSSC,NAPCO Security Technologies,39.971798,4.780571,0.381519,253.0,14.35,15.8,3.993796442687749,0.4875,6.4720588235294105,4.296705952380952,1.1831214285714289,1.0181,3.194974666173003,555309.2283464567,1697240.7936507936,21.0
ENTX,Entera Bio Ltd.,0.0,-1.6007959999999999,-2.195727,4.0,5.4,6.3,5.624974999999999,5.3999,5.4,5.3999,6.3,7.3,0.45001666913571087,79659.0,260424.5,0.0
QUMU,Qumu Corp,0.0,5.713080000000001,-1.234831,253.0,2.42,32.59,12.236745849802372,1.76,7.344824705882354,19.423333333333332,10.000316666666667,2.28,6.989930806969607,629400.8267716535,760141.2698412698,21.0
CDNA,CareDx,0.0,26.614321,-2.629829,51.0,23.15,24.31,6.289607843137255,0.87,8.615294117647059,3.7535294117647062,6.500000000000001,9.5,4.566827218445783,6531948.038461538,587021.12,4.0
JG,极光,0.0,-25.734657000000002,-0.30847600000000003,3.0,10.0,10.5,9.383333333333333,7.65,10.0,10.5,7.65,9.0,1.5217862311551293,4449373.0,4719157.0,0.0
ZS,Zscaler Inc.,0.0,21.851569,-1.4022540000000001,7.0,43.5,43.5,34.51,26.26,40.53333333333333,31.005000000000003,28.98,27.5,6.8609596024657264,25024127.5,22185890.666666668,0.0
CMLS,Cumulus Media,1.024342,0.225196,19.417343,237.0,19.39,406.0,68.1891033755274,0.09,20.428575949367094,54.14987341772152,129.98886075949363,112.0,63.05820004217979,2366813.8571428573,1121676.6186440678,19.0
FATE,Fate Therapeutics Inc,0.0,12.215225,-1.1833209999999998,60.0,13.25,13.25,5.45625,1.53,7.1785,3.313249999999999,5.877,6.56,2.8850220492357197,7722010.8,1871789.0666666667,5.0
DMRC,数字标识,0.0,4.26088,-2.5786860000000003,120.0,29.25,45.14,25.68583333333333,9.0,32.066500000000005,24.6235,20.3675,11.5,7.833507599825674,1304898.4,451543.3333333333,10.0
ONCS,OncoSec Medical Incorporated,0.0,2.2888509999999997,-1.0452139999999999,41.0,1.5738,7.95,2.2244878048780485,0.92,1.503,1.4087142857142858,3.88,7.9,1.646406859830692,17160298.23809524,3236298.75,3.0
JCS,通信系统,0.0,0.7311850000000001,-1.190677,124.0,3.42,18.4,9.750050806451606,3.41,5.746221428571429,11.57036585365854,12.031219512195122,11.25,3.666562726239181,263049.46774193546,293740.32258064515,10.0
JASN,Jason Industries Inc.,0.0,-2.107861,-0.18598399999999998,51.0,2.805,10.55,4.005211764705884,1.2,2.136764705882353,2.6232764705882343,7.255594117647059,10.7,2.758169140473228,1780088.423076923,922958.36,4.0
RUN,Sunrun Inc.,11.418885000000001,1.6386169999999998,1.240051,38.0,13.1122,14.14,7.649268421052631,5.04,9.19863076923077,5.85076923076923,7.9191666666666665,13.06,2.7871816070840643,32133678.736842107,21386981.263157893,3.0
HBIO,哈佛生物科学,0.0,2.849914,-0.13825199999999999,214.0,5.95,10.79,3.8756542056074785,1.545,3.9906249999999996,3.181478873239438,4.45323943661972,6.475,1.4534278866352102,2185634.887850467,2704542.9906542054,17.0
CGEN,Compugen医疗,0.0,5.078287,-0.5665479999999999,253.0,3.85,22.13,6.169011857707509,0.43,5.845294117647059,3.220238095238096,9.445357142857143,19.38,4.806528877790441,3411732.2047244096,1386689.6825396826,21.0
PCTI,PC-Tel,32.992990999999996,0.917739,0.13124,228.0,4.439,75.25,9.495192982456137,4.3,6.843605263157895,7.425263157894739,14.21671052631579,24.0,8.743850243544681,857494.350877193,3334589.4736842103,19.0
RTTR,"Ritter Pharmaceuticals, Inc.",0.0,1.000728,-3.222786,40.0,2.1,44.5,13.644850000000002,2.0,3.0889285714285717,16.765384615384612,21.892230769230768,50.0,11.143422817047156,1527213.6,179824.6,3.0
GURE,海湾资源,0.0,0.157255,-0.663828,108.0,1.1083,11.66,3.0596231481481477,1.02,1.6673416666666667,1.714583333333333,5.796944444444444,10.4,2.936180649908722,2739249.4444444445,6674075.925925926,9.0
SSNT,"SilverSun Technologies, Inc.",0.0,3.766422,-0.15268199999999998,18.0,4.1437,4.4,4.046477777777778,3.652,4.025516666666666,4.001633333333333,4.112283333333333,4.3,0.2172673943637075,93398.55555555556,245590.66666666666,1.0
CPRX,Catalyst Pharmaceutical Partners,0.0,4.57683,-0.222203,143.0,3.38,6.4,2.1637622377622376,0.41,2.544375,1.4215416666666665,2.5330638297872343,6.0,1.2844404160986345,19117741.819444444,2876960.563380282,11.0
MOBL,MobileIron,0.0,9.419183,-0.537038,52.0,4.825,11.59,5.344615384615385,2.75,4.541666666666667,3.760588235294118,7.778823529411763,11.39,2.3357076532236007,11152652.884615384,7727604.692307692,4.0
OBCI,Ocean Bio-Chem,14.610003,1.570675,0.301848,253.0,4.16,5.05,1.9784106719367582,0.63,3.1292599999999995,1.5549880952380952,1.2372833333333335,1.5671,1.071391199620266,458451.4094488189,524250.8650793651,21.0
HBK,Hamilton Bancorp,0.0,0.935032,-1.895025,72.0,14.25,15.7,13.921400000000002,11.25,14.680041666666668,13.679158333333334,13.405000000000001,11.92,0.9511026802878353,53443.86111111111,144670.69444444444,6.0
PAAS,泛美白银,24.338462,1.650309,0.65,253.0,14.8284,41.21,15.470290118577074,2.56,14.931334117647069,24.566904761904766,6.919047619047621,6.75,9.0541613589416,37054766.929133855,12389511.111111112,21.0
TEAM,Atlassian Corporation PLC,0.0,22.5713,-0.516216,34.0,90.5589,90.5589,40.44026176470589,20.77,61.504075,31.748181818181816,26.153636363636362,27.67,18.52885860103041,20779611.0,16722399.470588235,2.0
JAKK,JAKKS Pacific,0.0,1.455019,-4.479197,253.0,2.45,28.13,13.869762450592878,2.1,8.270823529411768,19.43952380952381,13.965594047619046,6.5,6.649034684142181,5923827.244094488,6562194.047619048,21.0
PLAY,Dave & Buster,19.31886,5.16177,2.973778,48.0,57.645,66.7,44.37447916666667,19.66,51.63531249999999,48.643125000000005,32.845,17.0,11.445429508666534,20325379.0,11605579.583333334,4.0
IIJI,首创网络,23.451197,1.41559,0.444327,230.0,10.8474,106.0,11.76725913043478,1.65,10.867722077922076,7.4238311688311684,17.07921052631579,23.75,15.192909980518511,231953.20869565217,9047931.304347826,19.0
NCTY,第九城市,0.0,-0.21839299999999998,-2.417868,166.0,1.4899,147.0,30.024755421686745,0.9959,4.644042857142857,15.601145454545456,70.29054545454544,57.0,32.91128643111985,930741.1807228916,1327349.4939759036,13.0
NATR,天然阳光产品,0.0,1.3771879999999999,-0.760425,136.0,8.8,23.21,13.552463235294113,7.25,11.520652173913044,15.617222222222225,13.56466666666667,8.35,3.535069279866118,442510.10294117645,818117.6470588235,11.0
SBT,"Sterling Bancorp, Inc.",12.081356,2.0918330000000003,0.993266,11.0,12.74,14.0,12.984545454545456,12.25,12.7925,13.4675,12.596666666666666,12.35,0.5520573092780064,1359919.6666666667,3882689.4,0.0
FLKS,"Flex Pharma, Inc.",0.0,0.715503,-1.952334,45.0,0.501,19.6,8.016324444444445,0.495,3.1073066666666653,7.2266666666666675,13.714999999999998,19.0,5.351162465090924,2658152.1739130435,1817163.1363636365,3.0
ATVI,动视暴雪,112.591595,5.459777,0.658042,253.0,72.76,76.32,14.864743873517796,0.5167,32.366705882352946,9.948465476190478,2.0707035714285715,1.12,17.588296445431915,180991676.93700787,186541670.73015872,21.0
NTRA,"Natera, Inc.",0.0,-80.090006,-2.6021259999999997,39.0,27.77,27.77,12.019615384615385,6.75,14.712307692307693,10.093076923076922,11.253461538461538,22.1,4.866351219372006,5035204.55,5759793.263157895,3.0
MITK,Mitek Systems,80.066932,3.570125,0.11115699999999999,87.0,7.225,11.6,5.979942528735631,2.12,7.925344827586208,3.9624137931034493,6.0520689655172415,9.5,2.4364550227849473,7921764.75,10165639.53488372,7.0
PFPT,Proofpoint,0.0,20.678860999999998,-1.815134,78.0,118.12,118.65,56.82576923076922,11.0,93.02384615384618,54.80846153846152,22.645,16.85,31.606911562054087,13528332.743589744,6332476.923076923,6.0
MTLS,Materialise NV,3671.4590359999997,8.065545,0.0037560000000000002,52.0,14.92,15.53,10.062980769230766,6.14,13.22,7.436470588235294,9.346764705882352,12.0,2.7904492679978947,1223118.1538461538,1661662.6923076923,4.0
PS,Pluralsight,0.0,18.280553,-4.171479,5.0,35.13,35.13,27.696000000000005,21.52,34.650000000000006,23.83,21.52,20.0,6.441675247945989,7386877.666666667,20929475.5,0.0
MOGO,Mogo Finance Technology Inc.,0.0,0.0,0.0,6.0,3.44,3.44,3.0432,2.5862,3.44,3.035,2.6546,3.4,0.391627884604761,398717.3333333333,627871.3333333334,0.0
SSTI,Shotspotter Inc,145.865477,30.613213000000002,0.320158,16.0,56.865,57.04,25.440625000000004,11.5,41.877500000000005,17.782,13.375,12.2,15.518173955613035,3047950.5,2470549.875,1.0
CCNI,"Command Center, Inc.",258.779148,1.434324,0.020674,4.0,5.5,5.8807,5.5977,5.31,5.404999999999999,5.8807,5.7001,5.5101,0.2469084445700472,147739.5,275657.0,0.0
IPDN,Professional Diversity Network,0.0,1.4898129999999998,-2.768344,67.0,3.15,53.92,17.887667164179103,2.5592,5.655873913043479,11.950390909090908,36.61272727272727,63.44,15.599868284383607,1175859.5294117648,54126.51515151515,5.0
ALQA,Alliqua BioMedical Inc,0.0,1.2914940000000001,-4.256263,57.0,2.59,91.2,25.600245614035078,1.66,2.816526315789473,14.881578947368421,59.10263157894736,94.5,26.511015751058697,851990.6896551724,153759.60714285713,4.0
TRIB,Trinity Biotech plc,0.0,1.239511,-1.9136509999999998,253.0,3.93,26.49,9.818814229249018,1.19,13.065176470588234,7.155476190476189,9.197142857142858,9.52,5.244021026357168,1561799.779527559,1158238.888888889,21.0
RBCN,卢比肯科技,0.0,0.751654,-2.516931,131.0,9.2,302.5,93.06848320610683,4.955,11.295938636363637,89.84431818181817,180.0418604651163,140.0,84.38222279823304,502649.5606060606,766780.3076923077,10.0
CYRX,"CryoPort, Inc.",0.0,16.389557,-0.35377,39.0,14.28,15.78,5.474979487179487,1.62,10.706153846153846,3.5069230769230773,2.2118615384615383,2.45,4.316980104996613,4486795.2,605854.3684210526,3.0
DGLY,Digital Ally,0.0,-13.064039,-1.7699490000000002,134.0,2.55,78.32,14.054576865671645,1.825,5.472922222222222,7.48604,29.549090909090907,18.8,16.025862580474655,5949103.880597015,177232.83582089553,11.0
VICL,Vical Incorporated,0.0,0.541481,-0.963313,253.0,1.42,590.6,58.985513833992115,1.15,13.83922352941177,39.64882142857142,124.00595238095241,118.8,69.28579542703646,1695725.661417323,274844.44444444444,21.0
INTX,Intersections,116.152447,38.622806,0.013775,174.0,1.685,24.7,7.913793103448279,1.63,3.2624137931034474,9.300344827586208,11.178620689655174,21.01,4.741196860280012,1195285.5977011495,1130427.5862068965,14.0
FEYE,FireEye Inc.,0.0,4.750519000000001,-1.6425900000000002,60.0,16.375,85.64,26.403583333333334,11.26,15.26225,21.397500000000004,42.550999999999995,42.33,15.73219674694107,95480547.46666667,105058839.13333334,5.0
SFIX,Stitch Fix Inc.,113.00207900000001,12.963011999999999,0.3361,11.0,42.99,42.99,26.283636363636365,18.98,34.917500000000004,20.727500000000003,22.179999999999996,16.9,8.323769906391302,34332699.166666664,17624089.8,0.0
METC,Ramaco Resources Inc.,47.220973,2.655478,0.182546,20.0,7.82,10.9,7.255499999999998,4.75,7.337142857142858,6.682857142857142,7.828333333333333,14.55,1.3523292770934932,1932507.3,4256885.2,1.0
WMGIZ,Wright Medical Group Inc. - Con,0.0,0.0,0.0,65.0,1.32,4.78,1.8101769230769225,0.3127,1.4446272727272733,2.3215,1.6574619047619048,2.5,1.1863121474459768,457339.7878787879,1100443.0,5.0
AAME,美国大西洋,51.615369,0.538062,0.05231,253.0,2.805,5.31,2.866573122529644,0.61,3.537823529411765,2.172,2.8819047619047615,3.19,1.0767025386498599,107006.35433070867,158800.79365079364,21.0
RAVN,Raven Industries,31.077088,5.785295,1.5654620000000001,253.0,48.3,48.4,16.04442055335969,0.9275,28.603411764705893,16.358125,3.0222130952380954,2.0625,11.717899984346479,2669979.062992126,2404228.5714285714,21.0
ARCW,阿尔克科技,0.0,1.391305,-1.155163,140.0,1.95,19.96,3.195021428571428,1.104,3.5291276595744683,4.136808510638298,1.8913913043478265,2.344,3.248617382644205,988618.6857142857,114164.28571428571,11.0
SEII,共享经济国际,0.0,0.34168899999999996,-9.880594,98.0,2.7289,214.4,39.87474387755103,2.64,3.901106060606061,16.365709090909093,101.21625000000002,239.6,63.33036082274589,2932043.224489796,735495.918367347,8.0
BNFT,Benefitfocus Inc.,0.0,-49.199808000000004,-0.768077,61.0,44.25,65.15,35.75508196721312,24.19,31.226190476190474,35.6605,40.605000000000004,42.5,8.974700482086819,4336958.258064516,3693799.8333333335,5.0
HDP,"Hortonworks, Inc.",0.0,-493.52939100000003,-2.394539,45.0,21.91,26.27,16.19088888888889,7.64,18.39,10.140666666666668,20.041999999999998,28.0,5.541862101817001,17518650.826086957,13845161.818181818,3.0
ALPN,Alpine Immune Sciences Inc.,0.9759260000000001,1.315413,6.475902,40.0,6.5,67.88,18.858124999999998,6.5,8.8925,14.325384615384614,34.123076923076916,66.0,15.848875220444041,681314.6,811214.15,3.0
ERIC,爱立信,0.0,2.499161,-1.045396,253.0,8.5,120.0,18.60830118577074,1.8,9.538411764705884,13.617440476190474,32.77702619047619,26.4063,19.814106488833445,101716428.74015749,100181027.77777778,21.0
WSCI,WSI Industries Inc,13.996984,1.138783,0.396514,253.0,5.3,15.38,4.271305533596839,0.99,5.261768235294117,4.134166666666665,3.406190476190475,5.75,2.0780460056591443,305728.3937007874,427403.9682539682,21.0
RCM,R1 RCM Inc.,0.0,42.642376,-0.8517319999999999,19.0,10.35,10.35,5.685263157894736,3.09,8.502857142857144,4.585,3.4983333333333335,2.6,2.441150385510561,9980478.3,8451414.111111112,1.0
EXAS,精密科学,0.0,11.627502,-1.023723,213.0,75.1,75.1,12.1662676056338,0.44,24.360352112676058,4.746056338028168,7.392394366197183,14.75,13.640496494336695,31444365.65420561,2999252.830188679,17.0
ADMA,ADMA Biologics Inc,0.0,6.071606,-1.592402,47.0,6.41,12.37,6.404148936170214,2.34,4.27625,5.830625000000001,9.285666666666668,11.75,2.4910230828065263,2220630.125,524581.9130434783,3.0
SYRS,Syros Pharmaceuticals Inc.,0.0,3.553907,-2.014891,28.0,11.83,22.82,13.671785714285715,9.58,11.191,16.929999999999996,13.169999999999996,15.0,3.161513999209203,4318515.142857143,1015891.5714285715,2.0
SRNE,Sorrento Therapeutics Inc.,0.0,2.392441,-0.33200599999999997,60.0,5.578,20.78,7.077633333333332,1.55,4.461399999999999,8.145500000000002,8.626,8.5,3.779990736096023,23819922.3,6218344.2,5.0
LASR,nLIGHT,0.0,6.126757,-5.165334,6.0,28.805,37.15,30.88083333333333,24.93,29.807499999999997,31.795,31.04,23.0,4.096359867817605,4058050.0,5552357.0,0.0
PMTS,CPI Card Group,0.0,-0.202094,-3.5332529999999998,36.0,3.5354,55.5,19.046747222222216,2.0,3.16095,16.725125000000002,37.25416666666667,55.0,16.161910345456178,1385940.4444444445,1219860.6666666667,3.0
RYTM,Rhythm Pharmaceuticals Inc.,0.0,3.8067599999999997,-2.427725,12.0,31.5,32.13,28.473333333333333,19.9,31.325,25.3975,28.697499999999998,23.21,3.9014620414155083,3902315.6666666665,3956559.1666666665,1.0
AMWD,美国伍德马克,22.375378,2.5626189999999998,3.7965839999999997,253.0,87.2,135.85,33.936245059288524,7.375,56.285235294117655,26.396190476190473,18.86125,7.75,25.116783303265564,1918173.031496063,1746857.142857143,21.0
BILI,哔哩哔哩,0.0,-10.052305,-2.138214,7.0,12.49,16.23,12.73857142857143,10.92,12.343333333333334,15.11,10.96,9.8,1.880340647962744,116613495.0,44323968.666666664,0.0
EOLS,Evolus Inc.,0.0,14.133842999999999,-0.8886200000000001,8.0,25.51,27.99,18.9025,6.85,23.58666666666667,19.78,10.559999999999999,11.25,8.383737233477682,8246397.0,5519924.0,0.0
YOGA,Yogaworks Inc.,0.094712,0.422788,12.14207,14.0,1.1889,3.3,2.3438785714285713,1.1889,1.6188599999999997,2.7379999999999995,2.7575,5.5,0.6464357760693769,949663.7142857143,1759497.142857143,1.0
KZR,Kezar Life Sciences Inc.,0.0,2.76998,-16.323032,4.0,17.77,17.77,17.162499999999998,16.31,17.52,16.31,17.3,20.0,0.6127193484785678,276772.5,1806818.0,0.0
SPPI,Spectrum Pharmaceuticals,0.0,7.481407000000001,-0.5297310000000001,253.0,21.0349,431.25,52.18248972332016,0.87,9.932645882352938,4.786964285714285,142.33083333333335,315.75,96.50204332199591,20503429.38582677,2164207.619047619,21.0
IRTC,Irhythm Technologies Inc.,0.0,31.795399,-1.760111,24.0,94.12,94.12,53.03916666666667,24.95,75.39625,50.7,33.02125,26.75,19.79143796359089,4846942.583333333,5448254.5,2.0
OPNT,"Opiant Pharmaceuticals, Inc.",0.0,5.493631,-0.882567,14.0,21.25,38.39,23.884285714285713,14.31,17.654000000000003,20.738,35.605,24.5,8.233918325378932,749984.2857142857,1361029.142857143,1.0
TRMT,Tremont Mortgage Trust,0.0,0.666198,-2.012944,13.0,11.75,16.7,13.736423076923076,11.75,12.334,13.470875,15.755,17.75,1.6977425188338808,168490.2857142857,874779.8333333334,1.0
RADA,Rada Electronics Industries Limited,46.265698,2.946498,0.057494,253.0,2.93,44.1,7.731258498023716,0.6006,2.6711105882352943,5.3068333333333335,15.276071428571422,31.95,7.998919639594554,2352450.9133858266,169293.62698412698,21.0
ATLC,Atlanticus Holdings Corporation,0.0,-1.175087,-2.283289,234.0,2.83,56.09,12.12115512820511,1.38,3.017952564102563,14.35858974358975,18.98692307692307,12.63,12.471159917047077,1113898.7863247863,6908347.008547009,19.0
CSPI,CSP Inc,0.0,2.657267,-0.10469500000000001,253.0,14.0,17.501,6.467126482213436,2.48,7.837564705882354,6.053690476190477,5.493809523809524,6.0105,2.6227986434829926,219739.72440944883,433870.8650793651,21.0
MRSN,Mersana Therapeutics Inc.,1.638563,6.688664,8.055838,16.0,14.23,20.93,16.155000000000005,11.8,15.965000000000002,16.552,15.986,14.25,2.262078690054791,2805562.625,1674495.125,1.0
MOSY,正一科技,0.0,0.871202,-0.111572,208.0,0.845,206.0,49.25733942307692,0.66,17.698951428571437,43.54637681159422,86.98405797101452,100.1,37.30552079717282,2913892.25,431805.67307692306,17.0
ISNS,图像传感系统,15.063228,3.42529,0.398321,253.0,6.0,18.0,7.196325691699602,0.6,4.288141176470589,12.667916666666667,4.667540476190476,3.3833,4.503130426054694,1806927.2047244094,191005.07936507938,21.0
CYBE,数码光学科技,147.249129,2.789548,0.142955,253.0,21.9,46.25,12.202232015810283,1.74,12.32094117647059,10.654940476190475,13.629401190476191,15.0,6.198816970731563,713665.8188976378,1078046.0317460317,21.0
ISSC,创新软件,0.0,1.320207,-0.203964,218.0,2.67,27.12,7.756965596330278,2.49,4.2601150684931515,8.411369863013697,10.638890277777778,7.0867,5.612825641017252,517066.8623853211,3017001.376146789,18.0
SPKE,Spark Energy,25.340061,4.952527,0.357142,51.0,8.6,21.925,11.459803921568628,6.25,12.969117647058825,13.603235294117647,7.807058823529413,9.0,3.798117291604396,4756441.192307692,2895981.36,4.0
IIIV,I3 Verticals Inc.,0.0,13.195739000000001,-0.049958999999999996,4.0,19.02,19.02,17.0425,15.22,18.82,15.31,15.22,18.0,2.05929397286222,1938506.5,4820475.0,0.0
