code,name,pe,pb,eps,count,max,mean,min,volume_end,volume_start,year
TWIN,Twin Disc,30.264628,2.06274,0.843559,252,42.4,14.21853175,2.85,1074842.294,500132.5397,21
DHG,DWS High Income Opportunities Fu,0,0,0,142,42.4,16.57424577,6.68,828800.5211,1832415.493,11
PED,Pedevco Corp.,0.547417,1.173651,3.726591,60,42.4,7.122388333,0.285,5551472.033,131751.2667,5
QURE,uniQure N.V.,0,6.687271,-2.469701,55,42.43,16.08045455,5.36,6713321.821,4490101.519,4
TBK,"Triumph Bancorp, Inc.",23.264045,1.845739,1.805361,46,42.45,23.33173913,12.43,2769137.478,1065638.609,3
TAL,好未来,68.011974,9.385469,0.43757,95,42.46,9.388156842,1.25,76573406.85,25588978.72,7
VREX,Varex Imaging Corporation,27.893654,2.797004,1.116383,20,42.47,34.9265,28.75,5602713.7,9827832.7,1
SSRM,SSR Mining Inc,0,1.099,0,252,42.49,12.04498016,0.75,27955326.33,8092764.286,21
IPAY,PureFunds ISE Mobile Payments ETF,0,0,0,38,42.49,29.37495526,21.8601,1385693.526,238650.2632,3
GLPI,Gaming and Leisure Properties I,20.111562,3.210892,1.77659,59,42.495,33.96305085,26.08,26603924.9,14861252.24,4
FXR,First Trust Industrials AlphaDEX,0,0,0,136,42.495,23.61062574,8.51,4632442.176,698432.3529,11
EDGW,厄奇沃特科技,0,1.448072,-2.180525,252,42.5,7.130734127,2.05,420203.1825,2028939.683,21
CMCSA,康卡斯特,17.548078,0,2.08,252,42.53,16.00262421,4.2713,602700864.2,319031859.7,21
TTEC,TeleTech Holdings,0,3.607062,-0.362286,252,42.55,18.62063492,3.85,3634987,8269798.413,21
PLAB,福尼克斯,21.351384,0.979864,0.505822,252,42.56,13.86529762,0.45,9433281.524,11570187.3,21
SPHD,PowerShares S&P 500 High Dividen,0,0,0,71,42.6,34.21359155,24.39,10936328.11,1391565.714,5
DUSL,Direxion Daily Industrials Bull 3X Shares,0,0,0,16,42.6345,32.3192125,25.88,277196,48676.125,1
XENT,Intersect ENT,0,6.943033,-0.593662,50,42.65,23.3775,10.4,6398494.96,5156799.64,4
SLDB,Solid Biosciences,0,10.076077,-3.274928,8,42.67,27.065,7.5,5849911.5,6801594.75,0
CIL,Victory CEMP International Volatility Wtd Index ETF,22.081006,0,1.79,37,42.6824,36.18055405,31.04,41282.10526,79198.33333,3
MLPG,UBS AG E-TRACS linked to Alerian,0,0,0,98,42.7,29.23474082,18.454,44946.71429,108314.2857,8
HR,医疗保健房地产信托,600.997765,2.175916,0.051115,252,42.7,27.32555556,14.49,14177020.6,4008613.492,21
HW,水源建筑材料,42.526316,5.739616,0.57,252,42.73,14.19198413,0.72,12355685.92,9393745.238,21
TCHF,iShares Edge MSCI Multifactor Technology ETF,0,0,0,28,42.73,35.3251,25.42,31404.57143,11778.71429,2
SKY,Skyline Corp.,0,4.183921,-0.011944,252,42.74,21.99248333,2.88,1011817.643,481503.9683,21
WRE,Washington Real Estate Investmen,131.413006,2.293227,0.237876,252,42.75,27.31674603,15,9867826.889,2781107.937,21
LILA,Liberty Latin America Ltd. Class A,0,0.976522,-4.83659,38,42.76,27.30236842,18.4,6151921.158,6126274.632,3
ACOR,阿索尔达生物制药公司,0,2.262122,-3.453738,151,42.78,25.46887417,2.92,11810757.74,12945144,12
ZS,Zscaler Inc.,0,21.851569,-1.402254,6,42.79,33.01166667,26.26,33195943.67,22185890.67,0
PHII,PHI Inc,69.738109,0.251242,0.13479,252,42.82,23.65725794,8.5,43191.9127,59880.95238,21
SPEM,SPDR S&P Emerging Markets ETF,0,0,0,138,42.825,31.8004529,16.185,2691418.42,796020.2899,11
EBAY,eBay,0,4.781577,-0.887369,240,42.86,15.92339708,0.7902,477222777.9,1127428768,20
FNI,中国ETF-First Trust,0,0,0,136,42.8663,25.56927794,9.5,603475,1034061.765,11
BYSI,万春药业,0,30.418326,-2.355,18,42.875,30.20175556,19.93,186944.6667,129458.6667,1
SCI,Service Corp International,16.103477,5.171615,2.628625,252,42.88,14.92789683,1.75,23089338.12,23021096.03,21
KBR,KBR科技,6.021934,1.876864,3.535409,142,42.88,23.61612676,12.6,34835161.48,39953867.61,11
CLLS,Cellectis S.A.,0,3.668569,-1.9,42,42.9,27.86547619,16.86,3780798.143,3760881.952,3
MLCO,新濠博亚娱乐,28.025831,3.879548,0.838869,141,42.92,16.48102837,2.79,72846358.3,102760851.4,11
BLL,波尔,31.848935,3.633664,1.290153,252,42.93,15.7744377,1.6756,54893221.81,60616850.79,21
ICON,艾康尼斯,0,-0.220484,-10.1318,252,42.94,12.15692103,0.35,19032341.54,5653160.317,21
KMI,金德尔摩根,0,1.200445,-0.183458,91,42.95,28.9567033,14.92,334767315.9,88001402.22,7
DISCK,Discovery Communications,13.925926,1.063124,1.89,120,42.97,24.0375,6.66,43020352.47,22154473.33,10
KONE,联合信息,0,0.47673,-0.464769,100,43,7.264103,1.95,1568210.26,139514,8
LILAK,Liberty Latin America Ltd. Class C,0,0,-3.46,38,43,27.665,18.06,16412155.47,12017139.16,3
FII,联邦投资,8.173682,2.928023,2.840825,244,43,27.07240451,8.6667,20731058.89,10301758.61,20
EWEM,Guggenheim MSCI Emerging Market,0,0,0,93,43.065,32.86181613,24.5701,43831.87234,92847.82609,7
GM,通用汽车,0,1.40188,-3.072887,94,43.09,32.50393617,19.71,277358726.6,273413944.7,7
FNCL,Fidelity MSCI Financials Index ETF,0,0,0,59,43.09,31.53220169,24.71,4716500.933,2296526.517,4
SFBS,"ServisFirst Bancshares, Inc.",20.313795,3.497958,2.120234,52,43.1,28.05552885,14.095,3296304.308,3394040.923,4
CHUY,Chuy’s Holdings,16.139378,2.341734,1.697711,74,43.14,29.21189189,17.69,4410956.784,3868416.216,6
BBU,Brookfield Business Partners,0,3.915202,-0.740867,27,43.145,29.82648148,19.09,841961.4286,465588.6923,2
YNDX,Yandex,15.71863,3.64025,2.022441,88,43.15,25.63863636,10.73,60345345.36,48529765.91,7
AOD,Alpine Total Dynamic Dividend Fn,7.673486,0.882789,1.153322,140,43.16,13.82578571,6.96,8689556.729,9461402.857,11
HAP,Market Vectors RVE Hard Assets P,0,0,0,120,43.17,33.79226083,20.78,593863.9167,801231.6667,10
KNOW,Direxion All Cap Insider Sentime,0,0,0,81,43.18,32.73905062,19.52,660064.7317,198820,6
HRL,荷美尔,20.743249,3.732192,1.829993,252,43.24,14.0547746,3.3825,41195845.63,21212444.44,21
GSH,广深铁路,16.973004,0.734454,1.2891,252,43.24,18.36665079,4.19,542814.3968,725820.6349,21
VBIV,VBI Vaccines Inc.,0,1.04809,-0.893693,252,43.25,11.11030317,2.04,824359.0079,55770.63492,21
SASR,Sandy Spring Bancorp,17.345982,1.354061,2.255854,252,43.25,25.91711667,8.89,1308276.825,428272.619,21
EUDV,ProShares MSCI Europe Dividend Growers ETF,0,0,0,36,43.25,39.46145278,34.3799,40039.16667,64521.22222,3
GLP,伙伴全球,7.059884,1.622077,2.917895,156,43.27,24.81362179,9.48,1806714.91,994244.8718,13
VPG,Vishay Precision Group,27.762457,2.906234,1.602884,99,43.3,17.11616162,11.19,931954.58,967134.6939,8
TIG,Tigenix,0,21.743501,-6.80726,21,43.33,28.00026667,14.4,103092,383583.3,1
NGL,NGL Energy Partners LP,0,0.83426,-1.860239,88,43.34,22.91863636,7.52,17797210.52,3080277.273,7
CMCO,哥伦布-麦金农,53.601092,2.385358,0.783193,252,43.36,18.48242063,1.54,1964214.071,1734931.746,21
WPM,Wheaton Precious Metals,37.083248,1.580635,0.4889,165,43.36,18.8949697,2.64,89264962.23,98284332.93,13
CBF,Capital Bank Financial Corp,32.617188,1.629834,1.28,72,43.4,29.80486111,15.47,4086992.222,2299136.111,6
INST,"Instructure, Inc.",0,10.465601,-1.667909,34,43.4,28.06941176,14.3,6077633.353,3654793.941,2
DF,迪恩食品,51.171308,1.151026,0.149107,252,43.4,19.1671246,6.76,55129948.56,19767351.98,21
ZMLP,Direxion Zacks MLP High Income ETF,0,0,0,56,43.41,24.275275,13.96,525179.2857,606220.1429,4
UWT,三倍做多原油ETN,0,0,0,21,43.44,25.07047619,13.16,66609732.73,123523651,1
NEWT,Newtek Business Services Inc,10.025226,1.55915,2.336107,252,43.45,13.84136111,1.1,988592.7381,137742.8571,21
DWA,梦工厂,65.031747,2.910011,0.63,106,43.46,28.27707547,16.57,15494704.42,18084849.06,8
NSH,NuStar GP Holdings,7.20104,2.548783,1.902503,137,43.5,28.0770073,11.55,3306158.957,2844101.471,11
MVO,MV Oil Trust,10.748663,7.295363,0.935,140,43.53,20.47099929,4.63,961782.7429,1359282.857,11
BAM,布鲁克菲尔德资产管理,32.238805,1.803122,1.34,252,43.54,16.78474603,1.6733,29800158.97,10916129.79,21
JRVR,"James River Group Holdings, Ltd.",28.461595,1.78941,1.447916,44,43.56,34.81886364,21.4,4033842.045,1861712.5,3
AAC,"AAC Holdings, Inc.",0,1.502633,-0.908787,47,43.56,17.74829787,6.27,3563848.625,4905258.739,3
RALS,ProShares RAFI Long/Short,0,0,0,93,43.58,39.53662903,35.9,170717.5319,269165.2174,7
PEO,Petroleum & Resources Corp,5.631861,0.82378,3.476648,252,43.59,25.34644246,16.52,1387533.532,662701.9841,21
GWB,Great Western Bancorp,16.684031,1.408307,2.603088,45,43.59,34.02911111,19.42,5911838.957,8738040.182,3
PPSC,Direxion Portfolio S&P Small Cap ETF,0,0,0,43,43.6,30.44096047,21.72,17247.77273,22912.95238,3
AXTI,AXT Inc,20.108179,1.562893,0.370496,244,43.63,7.303545082,0.67,5555250.82,3994086.066,20
RF,地区金融,16.055138,1.419641,1.199616,252,43.63,21.32329365,3.33,386863913.1,22045970.63,21
TRK,Speedway Motorsports Inc,4.698218,0.762038,3.707789,252,43.63,24.0234127,11.82,1052851.714,1663854.762,21
SCSC,ScanSource,25.967669,1.239577,1.638576,252,43.65,25.60202381,3.6875,2552113.913,4942025.397,21
NGVC,Natural Grocers by Vitamin Cotta,36.773408,3.007452,0.528099,74,43.66,20.19418919,4.91,2690560.432,2585962.162,6
CARZ,First Trust Exchange-Traded Fund,0,0,0,88,43.69,34.58399886,22.45,140371.5455,235922.7273,7
HMC,本田汽车,5.133706,0.738767,5.781399,252,43.69,27.93304563,15.1725,13608266.58,5613247.619,21
ITB,房屋建筑指数ETF-iShares Dow Jones,23.851124,0,1.59112,148,43.72,23.18385135,7.45,72545608.93,13047218.92,12
CATY,国泰万通金控,16.174995,1.673255,2.628749,252,43.74,22.61430556,7.0625,10156888.81,2218684.127,21
SYBX,"Synlogic, Inc.",4.424599,1.591413,2.045383,35,43.75,18.49616857,8.75,1447374.389,165425.1765,2
AMD,AMD,73.160387,26.595495,0.327773,252,43.75,11.27865714,1.72,626499777.8,237581622.2,21
FLAG,Forensic Accounting Exchange Tra,36.344536,0,1.19,38,43.7685,36.69774474,28.3742,48131.68421,57124.63158,3
ASFI,阿斯塔,29.255449,0.162649,0.102545,252,43.77,10.90513492,0.205,703615.6508,1399649.206,21
CARO,Carolina Financial Corporation,24.438652,1.703042,1.714088,50,43.77,23.790902,4.6042,1540996.28,350991.68,4
GAM,GAM基金,9.975252,0.905909,3.660058,252,43.78,31.20849206,13.93,930807.619,483919.0476,21
FKU,First Trust United Kingdom AlphaDEX Fund,0,0,0,38,43.79,37.78679737,31.95,100281.1053,869651.5263,3
BX,黑石,13.835008,3.47427,2.652691,135,43.8,22.67111111,4.51,92068129.06,69217138.81,11
SOP,ProShares UltraShort Oil & Gas Exploration & Production,2.436364,0,6.6,39,43.82,19.24690513,10.3711,3538.8,45125.84211,3
QEP,QEP Resources Inc.,0,0.702172,-1.029856,99,43.83,23.95343434,7.55,90789744.04,32360073.47,8
TCI,Transcontinental Realty Investor,44.708076,1.33437,0.670125,252,43.84,13.55419683,1.62,60343.86508,84219.04762,21
TISI,Team Inc,0,1.65861,-4.476465,116,43.86,25.56883621,5.555,5179465.534,1666060.345,9
OHI,Omega Healthcare Investors,70.885627,1.870109,0.464269,252,43.86,20.18154762,1.74,26026119.98,3478686.508,21
SYKE,赛科斯企业,54.138851,1.54541,0.541201,252,43.88,17.92742063,3,4313377.802,5762861.111,21
KMF,Kayne Anderson Midstream/Energy,0,0,0,94,43.91,24.20638298,9.71,2586642.83,1607027.66,7
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,0,0,0,64,43.92,32.565625,24.17,3815072.844,1576370.25,5
INR,Morgan Stanley Market Vectors Ru,0,0,0,126,43.93,37.82625635,31.6,53821.95238,21623.80952,10
DDC,Dominion Diamond Corporation,0,0.891073,-0.48,252,43.93,15.56488095,1.5,4107467.548,266517.4603,21
YRD,宜人贷,5.046539,1.454944,3.380535,33,43.97,25.79484848,5.95,11389015.35,13208298.13,2
FBK,Fb Financial Corp,18.157366,2.134001,2.41665,24,43.98,35.51708333,20.18,2041040.417,1832932.417,2
GRIF,Griffin Land & Nurseries,0,2.107276,-0.11376,252,43.99,25.08248016,9.25,88466.26984,38723.80952,21
JNPR,瞻博网络,59.168658,2.230627,0.483026,107,44,25.20345794,16.31,106071578.8,154475690.6,8
HTHT,华住,51.302511,10.291005,0.674236,102,44.01,10.34219412,2.88,21429308.67,13146305.88,8
ALJ,阿龙美国能源公司,0,1.647103,-1.17,158,44.01,15.33702532,5.4,12465340.01,6842268.354,13
FXD,First Trust Consumer Discretiona,0,0,0,136,44.02,25.99786765,7.88,6218275.926,2690097.059,11
PKE,Park Electrochemical Corp,19.30687,3.162217,1.105306,252,44.04,23.22780516,8.92,1344497.714,2049430.159,21
HECO,Huntington EcoLogical Strategy E,0,0,0,75,44.05,35.75149733,25.06,9732.421053,540964.8649,6
CEIX,CONSOL Energy Inc.,13.492627,3.667519,3.076495,10,44.06,35.299,22,9703051.2,9917380.2,0
RADA,Rada Electronics Industries Limited,46.265698,2.946498,0.057494,252,44.1,7.750311111,0.6006,2368432.548,169293.627,21
TRMB,天宝导航,69.748056,4.070949,0.58783,252,44.1,15.34926468,1.21,29836017.31,29950269.84,21
DRE,杜克房地产,16.3035,2.161793,1.72969,252,44.14,23.13035714,5.5,55514162.46,10092392.86,21
BGG,百力通,0,1.540045,-0.269088,252,44.175,23.00071429,12.18,9036167.897,7758667.46,21
CA,联合电脑,39.647628,2.33742,1.108263,125,44.21,27.09244,16.84,55779284.98,87451304.84,10
PINC,Premier Inc.,12.378434,-1.648099,3.566687,60,44.23,33.38666667,28.3,11645514.17,5444052.4,5
MXE,墨西哥产权与收入基金,5.113978,0.88686,2.237006,252,44.23,12.90987421,4.11,307465.6587,419011.1111,21
CBL,CBL金融,0,0.678086,-0.128531,252,44.235,18.31088294,2.36,44961438.21,6554925.397,21
EYE,National Vision Holdings Inc.,42.662141,4.40057,0.997137,11,44.25,36.28636364,28.8,12488238.33,6980430.6,0
TA,TravelCenters of America,0,0.314422,-0.048497,140,44.26,8.706392857,1.2,6002736.114,4129257.143,11
BSX,波士顿科学,92.475699,6.200303,0.37545,252,44.3,16.50256944,5.14,272150436.8,125386040.5,21
WBAI,500彩票网,0,2.713805,-1.201346,58,44.3,19.62922414,9.23,4262418.931,16445104.86,4
CPG,Crescent Point Energy Corporation,0,0.498989,-1.38,56,44.31,17.55642857,6.15,25248180.68,9832452.036,4
CATO,加图商场,29.210813,1.555755,0.728155,252,44.34,20.02781786,5.7067,3603217.873,3554665.476,21
CTB,库珀轮胎与橡胶,34.653779,1.320488,0.851278,252,44.35,21.27845238,4.04,17779520.44,11499769.84,21
LYG,劳埃德,9.815358,0.861123,0.318888,202,44.3561,16.27082277,1.55,75180283.79,11547700.43,16
TX,特尔尼翁钢铁,5.412607,1.099977,5.442848,151,44.39,25.69615894,6.57,7093076.829,10411788,12
SCVL,Shoe Carnival,22.463125,1.79529,1.498901,252,44.46,14.99448413,3,2307229.111,2070274.889,21
IPK,SPDR S&P International Technolog,0,0,0,122,44.47,29.8520418,14.86,80950.11475,98636.06557,10
UTI,Universal Technical Institute In,0,1.011004,-1.103333,177,44.49,16.07107345,1.52,1714915.876,4389443.182,14
RTTR,"Ritter Pharmaceuticals, Inc.",0,1.000728,-3.222786,39,44.5,13.94087179,2,1537452.9,177484.9474,3
CCA,MFS California Municipal Fund,65.638436,0.84516,0.157682,252,44.5,14.37727262,7.09,169854.9524,2200666.667,21
RYN,雷欧尼尔,27.01031,2.774731,1.286916,252,44.53,20.69954048,6.5562,23193535.21,14311839.75,21
DBVT,DBV Technologies S.A.,0,6.9829,-3.581691,47,44.54,30.40468085,18.03,3974162.833,2661495.609,3
NRIM,Northrim BanCorp Inc,19.381803,1.519621,2.27533,252,44.55,18.76760794,5.3309,275788.9286,244189.3571,21
MIME,Mimecast Ltd,0,18.032371,-0.241181,34,44.57,23.40235588,7.5901,6537153.941,4446016.588,2
MULE,Mulesoft Inc,0,25.554593,-0.749276,18,44.58,30.77277778,20.14,32236459.44,19796532.89,1
UVE,Universal Insurance Holdings Inc,11.914047,3.217393,3.810628,252,44.6,7.203015873,0.02,5073071.857,748986.5079,21
ABM,反导工业公司,22.658134,1.395751,1.346095,252,44.62,22.01589286,10.19,6029415.714,2908465.079,21
PZD,PowerShares Cleantech Portfolio,0,0,-1.09899,143,44.66,28.77323986,14.63,129468.0694,559723.9437,11
MAS,马斯科,20.463381,-351.970384,1.901934,252,44.66,24.0489881,5.15,94052711.97,41371850.79,21
EURL,Direxion Daily FTSE Europe Bull 3X Shares,0,0,0,56,44.68,30.93473036,17.48,1116366.321,772491.5714,4
GPRE,绿色平原能源,12.577263,0.809234,1.431154,150,44.69,16.8356,1.4,15075699.76,2610646.667,12
NLS,鹦鹉螺体育,18.249412,2.501799,0.841123,232,44.7,12.66155129,0.63,5162323.414,10513699.19,19
SYX,Systemax Inc,17.803094,7.040613,2.09795,252,44.72,11.85892857,1.25,1454104.619,2453859.524,21
COTV,"Cotiviti Holdings, Inc.",25.729353,3.493886,1.73887,28,44.74,34.8325,18.26,10496361.93,7511301.643,2
XHB,房屋建筑商指数ETF-SPDR,5.704802,0,7.08,151,44.75,27.51751656,9.32,76632059.89,105016665.3,12
BLX,拉丁美洲出口银行,11.838562,0.819716,1.829614,252,44.75,21.53992063,2.06,2876226.897,1627746.825,21
FNGD,Bank of Montreal BMO REX MicroSectors FANG+ Index 3X Inverse Leveraged,0,0,0,8,44.75,33.9451,23.55,1213202.25,381099.75,0
DBC,商品指数ETF-PowerShares DB,5.274638,0.972704,3.262783,151,44.78,23.4247351,12.75,44273600.66,27999540,12
FHK,First Trust Hong Kong AlphaDEX F,0,0,0,76,44.79,36.17351316,27.86,353016.4211,122776.3158,6
PHIIK,PHI Inc,0,0.197554,-2.59,252,44.8,23.49063492,8.15,644326.119,238234.9206,21
BIP,布鲁克菲尔德公共建设,63.149173,2.460313,0.639755,128,44.81,23.29158984,7.4667,6964655.766,6255803.906,10
DSW,DSW鞋类专卖,31.870653,2.283733,0.85847,159,44.83,21.30468553,4.355,30383051.46,16941529.11,13
ZOES,Zoe's Kitchen Inc,0,2.367871,-1.464696,53,44.85,25.43509434,9.08,12071367.93,8472079.731,4
SMLF,iShares FactorSelect MSCI USA Small-Cap ETF,0,0,0,41,44.86,34.36146341,26.7302,352756.2857,57610.15,3
ETH,伊森艾伦室内装饰,17.164358,1.579738,1.331247,252,44.89,28.87473571,9.54,6306034.302,7337006.349,21
MXF,墨西哥基金,22.015765,0.859243,0.733111,252,44.93,21.91114127,9.13,949130.6984,2090732.54,21
SKM,韩国SK电信,5.833977,0.095643,4.454937,252,44.94,20.44197897,5.1843,22399687.96,17094524.19,21
ABTX,Allegiance Bancshares,27.685767,1.870028,1.616354,35,44.95,32.82828571,17.26,688989.2222,914741.7647,2
DBJP,db X-trackers MSCI Japan Hedge,0,0,0,87,44.96,34.52362069,21.82,12006491.98,1320186.047,7
HGV,Hilton Grand Vacations Inc.,8.817856,6.094956,3.687971,20,44.97,37.1805,28.66,22412739.4,15076298.5,1
EXEL,伊克力西斯,16.154497,6.783952,1.091956,221,45,9.684660633,1.44,60714348.68,10702119.09,18
AGO,保证担保有限公司,9.050347,0.68375,4.626342,173,45.01,22.75387283,4.42,31290250.76,25391112.79,14
NVCR,NovoCure Limited,0,33.013008,-0.650146,35,45.05,17.372,6.05,19091257,8334437.471,2
EGL,Engility Holdings,0,1.863365,-0.852361,73,45.05,29.28753425,13.51,3081524.27,2623236.111,6
CNK,喜满客影城,15.76458,3.020071,2.380019,137,45.07,26.00029197,7.43,15927884.97,12710498.53,11
LNT,美国联合能源,20.628978,2.361843,2.093172,252,45.11,20.51619048,7.88,25308749.1,12544390.48,21
EUFX,ProShares Short Euro Fund,0,0,0,75,45.1199,40.33562533,35.25,88067.5,79748.64865,6
DMRC,数字标识,0,4.26088,-2.578686,119,45.14,25.65588235,9,1308396.133,455545.7627,9
ROBO,Robo-Stox Global Robotics and Au,0,0,0,59,45.2,30.11044068,21.9827,6189944.433,633586.7241,4
APY,Apergy Corporation,24.627172,3.63801,1.78299,4,45.22,42.79,41,9980412.5,39234682,0
CWI,SPDR MSCI ACWI ex-US ETF,0,0,0,140,45.23,33.33572571,18.28,3596486.2,1759832.857,11
SPHB,PowerShares S&P 500 High Beta Po,0,0,0,88,45.25,30.50699432,16.46,4166406.659,2083479.545,7
SCHH,Schwab U.S. REIT ETF,0,0,0,92,45.29,35.45872283,23.4,10054817.33,2432743.478,7
STML,Stemline Therapeutics Inc.,0,5.57675,-2.962334,68,45.295,14.10933824,4.66,4396967.559,2527325.441,5
TSM,台积电,17.772721,0.143539,2.32041,251,45.31,14.42254701,3.2431,238394778.2,148417760.4,20
FXZ,First Trust Materials AlphaDEX Fund,0,0,0,136,45.33,27.13183309,9.2,2640007.279,2127336.765,11
BNO,US Brent Oil Fund LP,0,0,-19.870001,99,45.37,28.56520202,11.34,3553950.04,1552334.694,8
HOLX,上巨实业医疗,0,4.3393,-0.279705,252,45.38,17.4284127,0.875,61156632.91,22636726.98,21
ECOM,ChannelAdvisor Corporation,0,4.214272,-0.387475,64,45.38,16.4365625,8.6,2251380.469,7212331.719,5
ROCK,Gibraltar Industries,18.852,2.5864,2.424146,252,45.4,17.98480794,4.72,3722648.135,1632904.365,21
IIPR,Innovative Industrial Properties Inc,91.587194,2.00946,0.444822,21,45.4,24.45035714,16.51,2928993.273,1026134.9,1
FDIS,Fidelity MSCI Consumer Discretionary Index ETF,0,0,0,59,45.4,32.37646102,25.43,1931217.167,2043165.069,4
VERI,Veritone Inc.,0,2.848171,-1.857928,16,45.45,19.15625,9.15,5114935.5,10882712.13,1
XPER,Xperi Corporation,0,1.370613,-1.380124,178,45.47,25.65797753,10.8,8326404.348,14003514.61,14
ADTN,亚川,0,1.760512,-0.284883,252,45.48,21.75900794,7.8,15428927.87,19166533.33,21
LIT,Global X Lithium ETF,6.512245,0,4.9,98,45.48,29.14306122,18.05,3746555.102,524332.6531,8
BTU,Peabody,14.631456,1.458913,2.869161,17,45.48,34.75235294,24.29,23181088.11,25681895.75,1
PNM,PNM Resources Inc,43.495425,1.828684,0.909291,252,45.5,21.28089683,7.69,13078830.33,8307638.889,21
OVAS,OvaScience Inc.,0,0.53516,-0.922741,65,45.51,10.43020308,0.774,11444836.64,5543381.313,5
BAND,Bandwidth Inc.,45.621758,8.383379,0.989221,10,45.56,31.675,21.84,2948555.4,2721573.4,0
KEM,Kemet Corp,32.687089,3.128866,0.782572,160,45.575,13.67649719,0.78,10732358.56,6182146.25,13
BBP,BioShares Biotechnology Products Fund,0,0,0,45,45.5759,34.56088222,22.948,166858.4348,280763.2273,3
HDS,HD Supply Holdings Inc.,8.804712,5.538584,5.105221,63,45.59,32.31579365,18.79,48151578.09,32471796.42,5
NRG,NRG能源,0,-28.181851,-3.185348,177,45.59,21.26967514,4.825,93341474.66,83126320.45,14
CWT,California Water Service Group,34.030474,2.880281,1.207741,252,45.6,19.55853175,10.94,4724106.698,1680344.444,21
ING,荷兰国际,8.557453,0.923065,1.616135,140,45.61,16.41785714,4.51,56119333.57,47291357.14,11
SHLX,Shell Midstream Partners,19.659136,-15.24241,1.189269,47,45.65,32.23255319,21.05,12370400.54,10230488.39,3
NDLS,Noodles & Company,0,19.414658,-0.227907,63,45.66,16.79079365,3.8,4212373.406,7938340.774,5
GBCI,冰川万通金控,27.308617,2.600314,1.660648,252,45.68,17.97778889,4.7488,8142499.77,1942509.706,21
ACXM,阿克西鄂姆,165.187066,4.871044,0.274961,252,45.69,20.35625,7.4,10251079.97,15142169.05,21
CGC,Canopy Growth Corporation,0,0,-0.2853,4,45.72,32.4275,26.33,161597565,50142168.5,0
CAMP,CalAmp Corp,29.334977,4.024124,0.787115,252,45.75,10.15724206,0.45,6153584.063,4307219.841,21
ARMK,Aramark,19.701646,3.521616,2.063787,57,45.81,34.06508772,24.71,30982845.31,25711928.39,4
TOLZ,ProShares DJ Brookfield Global Infrastructure ETF,0,0,0,53,45.855,41.4906283,34.8807,167968.5185,117500.3846,4
AAT,American Assets Trust Inc,98.428929,2.287421,0.400492,92,45.88,33.76326087,17.95,4326316.717,3250800,7
CFG,Citizens Financial Group,11.134283,0.978218,3.67783,47,45.9,30.80957447,19.23,101703071.8,107185101.5,3
