,fz_2007-12-31,fz_2008-12-31,fz_2009-12-31,fz_2010-12-31,fz_2011-12-31,fz_2012-12-31,fz_2013-12-31,fz_2014-12-31,fz_2015-12-31,fz_2016-12-31,fz_2017-12-31,lrl_2007-12-31,lrl_2008-12-31,lrl_2009-12-31,lrl_2010-12-31,lrl_2011-12-31,lrl_2012-12-31,lrl_2013-12-31,lrl_2014-12-31,lrl_2015-12-31,lrl_2016-12-31,lrl_2017-12-31,roe_2007-12-31,roe_2008-12-31,roe_2009-12-31,roe_2010-12-31,roe_2011-12-31,roe_2012-12-31,roe_2013-12-31,roe_2014-12-31,roe_2015-12-31,roe_2016-12-31,roe_2017-12-31,zz_2007-12-31,zz_2008-12-31,zz_2009-12-31,zz_2010-12-31,zz_2011-12-31,zz_2012-12-31,zz_2013-12-31,zz_2014-12-31,zz_2015-12-31,zz_2016-12-31,zz_2017-12-31
sz002351,,,30.15%,7.19%,8.25%,7.87%,8.61%,6.56%,7.84%,8.64%,11.31%,,,15.95%,13.46%,11.78%,12.28%,11.55%,13.38%,14.72%,11.32%,12.74%,,,39.00%,6.67%,6.38%,6.20%,5.28%,5.62%,5.98%,5.04%,6.59%,,,1.59次,0.68次,0.50次,0.46次,0.42次,0.38次,0.36次,0.38次,0.46次
sh603612,,,,,41.28%,50.81%,52.87%,47.04%,54.23%,53.30%,40.99%,,,,,9.45%,10.02%,2.49%,9.43%,6.47%,5.23%,17.26%,,,,,13.58%,10.34%,3.82%,13.17%,7.55%,6.46%,29.69%,,,,,1.34次,0.52次,0.76次,0.70次,0.60次,0.63次,0.87次
sz300340,,,52.25%,35.59%,30.49%,13.98%,12.63%,13.57%,16.36%,40.51%,58.71%,,,10.60%,9.79%,17.24%,8.08%,1.03%,-12.59%,-21.31%,4.31%,5.96%,,,41.12%,28.50%,79.52%,6.78%,0.37%,-5.39%,-8.93%,3.96%,9.02%,,,1.39次,1.63次,3.13次,0.68次,0.36次,0.38次,0.40次,0.51次,0.73次
sz002923,,,,,30.71%,32.18%,31.42%,27.20%,37.82%,35.42%,30.76%,,,,,10.35%,15.64%,13.67%,11.37%,12.31%,13.42%,11.63%,,,,,26.78%,31.35%,27.72%,23.71%,25.35%,24.68%,20.44%,,,,,2.61次,1.36次,1.36次,1.45次,1.32次,1.17次,1.18次
sz300392,,,,,40.85%,35.39%,35.99%,20.45%,38.72%,57.38%,69.74%,,,,,9.21%,8.97%,11.18%,10.67%,10.09%,-19.74%,-8.46%,,,,,34.06%,26.33%,26.48%,19.50%,17.73%,-41.96%,-25.33%,,,,,3.74次,1.82次,1.52次,1.14次,1.20次,0.93次,1.08次
sh600145,,,75.35%,49.11%,44.83%,18.23%,33.70%,"4,615.94%",31.66%,31.26%,27.38%,,,-92.40%,24.27%,-14.88%,9.51%,-254.51%,"-3,643.70%","1,513.84%",-25.06%,3.00%,,,-70.57%,26.77%,-11.54%,1.40%,-57.53%,--,--,-0.53%,1.65%,,,0.23次,0.49次,0.40次,0.10次,0.18次,0.44次,0.01次,0.01次,0.39次
sh600496,,,67.22%,61.92%,65.01%,71.08%,72.40%,65.49%,66.11%,64.60%,65.64%,,,4.35%,4.13%,4.91%,3.52%,3.17%,3.85%,2.66%,1.81%,0.95%,,,19.86%,15.13%,16.03%,10.40%,10.76%,10.45%,5.55%,3.00%,1.60%,,,1.11次,1.25次,1.17次,0.95次,0.95次,0.76次,0.71次,0.58次,0.59次
sz002120,,,57.48%,57.86%,57.67%,39.21%,35.43%,24.64%,31.40%,44.04%,44.11%,,,3.91%,4.03%,3.45%,9.75%,5.88%,11.02%,7.85%,16.08%,15.90%,,,9.01%,8.76%,5.39%,16.67%,7.57%,16.37%,8.94%,37.80%,35.45%,,,0.89次,0.86次,0.81次,0.93次,1.08次,1.11次,1.13次,1.93次,1.24次
sz000668,,,34.21%,21.72%,21.37%,33.35%,50.88%,58.57%,49.48%,66.30%,69.18%,,,34.91%,38.51%,4.28%,6.60%,4.49%,-432.35%,27.32%,-325.31%,5.15%,,,19.25%,8.88%,0.50%,0.26%,0.26%,-7.13%,4.01%,-6.53%,1.70%,,,0.33次,0.17次,0.10次,0.07次,0.09次,0.01次,0.07次,0.01次,0.13次
sz002576,,,48.10%,46.73%,16.82%,15.34%,25.05%,24.99%,20.14%,12.97%,19.01%,,,8.41%,6.78%,6.19%,2.37%,1.17%,-1.57%,1.01%,-0.68%,-0.11%,,,21.31%,23.81%,8.89%,2.12%,1.18%,-1.94%,1.12%,0.57%,0.46%,,,1.23次,1.94次,1.23次,0.72次,0.84次,0.91次,0.76次,0.78次,1.07次
sh600289,,,39.58%,46.14%,34.39%,33.10%,33.74%,30.07%,32.95%,22.17%,76.34%,,,8.57%,7.84%,15.53%,9.26%,6.52%,7.76%,8.78%,9.73%,-187.06%,,,5.85%,5.75%,12.12%,5.95%,4.42%,5.17%,5.36%,5.51%,-124.63%,,,0.37次,0.42次,0.44次,0.40次,0.39次,0.41次,0.41次,0.37次,0.37次
sz002114,,,56.61%,64.20%,82.02%,74.54%,55.84%,48.31%,53.75%,52.00%,23.15%,,,0.58%,-1.01%,-22.43%,1.69%,-5.89%,3.51%,1.83%,8.13%,3.38%,,,1.68%,-3.51%,-88.56%,11.07%,-17.53%,3.38%,2.20%,9.66%,3.25%,,,1.10次,0.98次,1.04次,1.31次,0.66次,0.40次,0.56次,0.55次,0.76次
sh600277,,,51.78%,51.46%,54.89%,64.49%,56.42%,50.85%,50.95%,55.04%,46.03%,,,2.59%,4.95%,5.01%,2.24%,2.01%,1.93%,1.89%,3.55%,4.77%,,,1.86%,6.21%,5.63%,3.81%,3.71%,2.89%,1.43%,2.78%,3.94%,,,0.48次,0.63次,0.65次,0.63次,0.69次,0.56次,0.39次,0.50次,0.60次
sh600362,,,39.07%,37.03%,41.59%,43.80%,48.58%,50.67%,46.71%,44.13%,48.72%,,,4.54%,6.50%,5.62%,3.34%,2.07%,1.43%,0.37%,0.47%,0.83%,,,10.78%,18.29%,17.67%,12.70%,8.16%,6.32%,1.39%,1.70%,3.39%,,,1.43次,1.65次,1.91次,2.17次,2.11次,2.16次,2.01次,2.28次,2.22次
sz000635,,,75.82%,74.59%,73.19%,26.08%,22.74%,10.63%,11.15%,13.06%,13.32%,,,4.13%,5.30%,3.73%,1.12%,2.81%,2.71%,1.75%,6.88%,4.75%,,,8.81%,14.50%,10.81%,1.32%,2.84%,1.90%,1.07%,3.86%,3.17%,,,0.48次,0.66次,0.75次,0.74次,0.76次,0.58次,0.54次,0.49次,0.58次
sz002042,,,68.39%,55.88%,58.92%,61.09%,58.08%,60.84%,60.14%,61.50%,54.84%,,,5.17%,7.86%,7.74%,1.60%,3.02%,2.73%,4.99%,5.80%,5.58%,,,13.93%,24.66%,14.65%,3.02%,6.43%,5.09%,9.46%,12.43%,11.05%,,,1.47次,0.95次,0.76次,0.74次,0.78次,0.73次,0.75次,0.87次,0.93次
sz002021,,,55.80%,59.92%,59.11%,63.03%,66.44%,62.18%,37.43%,40.47%,46.23%,,,-16.80%,5.67%,6.00%,2.06%,3.35%,0.79%,-60.88%,2.67%,-9.44%,,,-9.52%,5.66%,7.69%,2.10%,4.32%,0.31%,-35.20%,1.52%,-9.48%,,,0.26次,0.48次,0.52次,0.40次,0.45次,0.34次,0.26次,0.38次,0.57次
sz002597,,,44.94%,30.50%,26.41%,25.17%,33.69%,36.66%,39.64%,38.30%,39.21%,,,6.21%,8.17%,8.07%,4.81%,5.22%,4.29%,5.52%,14.99%,23.31%,,,23.92%,23.34%,17.74%,8.57%,8.39%,9.02%,10.94%,24.74%,35.84%,,,1.94次,1.82次,1.29次,1.10次,1.06次,1.00次,0.95次,0.95次,0.90次
sh603528,,,,,71.43%,70.87%,72.65%,66.74%,54.31%,28.50%,32.90%,,,,,17.62%,25.13%,31.34%,39.63%,41.63%,37.07%,19.85%,,,,,32.20%,41.26%,54.41%,73.23%,60.21%,28.86%,7.48%,,,,,1.00次,0.49次,0.51次,0.56次,0.55次,0.50次,0.26次
sz002672,,,50.50%,52.93%,47.09%,26.91%,25.02%,43.06%,51.84%,52.79%,53.23%,,,14.31%,14.25%,14.60%,19.32%,15.39%,13.80%,16.03%,22.05%,17.85%,,,18.89%,22.74%,24.11%,15.37%,9.61%,10.79%,12.78%,17.65%,13.53%,,,0.65次,0.69次,0.80次,0.60次,0.50次,0.50次,0.41次,0.35次,0.36次
sz000925,,,74.73%,73.48%,63.97%,65.52%,68.64%,73.88%,71.58%,71.71%,60.11%,,,7.81%,5.17%,2.19%,2.71%,-10.53%,0.71%,0.94%,-11.04%,5.86%,,,17.26%,9.30%,3.15%,3.32%,-14.65%,1.31%,3.00%,-9.21%,3.51%,,,0.98次,0.46次,0.53次,0.43次,0.46次,0.53次,0.47次,0.29次,0.42次
sz002570,,,61.62%,58.49%,25.74%,25.66%,23.15%,24.45%,31.12%,51.60%,62.76%,,,10.10%,10.48%,9.23%,9.51%,11.79%,1.25%,1.97%,-27.92%,-39.83%,,,71.81%,44.71%,18.21%,15.14%,19.73%,1.86%,2.87%,-23.83%,-44.83%,,,1.90次,1.72次,1.36次,1.21次,1.27次,1.03次,0.90次,0.49次,0.48次
sz000613,,,31.97%,26.90%,30.54%,27.36%,28.12%,26.00%,26.65%,29.56%,11.81%,,,-9.54%,1.93%,-16.01%,6.61%,-9.30%,12.39%,-47.07%,-12.26%,10.24%,,,-3.40%,0.78%,-6.24%,2.56%,-2.65%,3.01%,-9.27%,-3.52%,3.78%,,,0.24次,0.29次,0.28次,0.28次,0.21次,0.18次,0.15次,0.21次,0.29次
sz002293,,,13.91%,21.30%,23.35%,19.13%,19.66%,20.15%,23.80%,31.56%,31.29%,,,12.75%,11.65%,15.70%,14.02%,13.16%,14.42%,14.51%,10.75%,9.72%,,,25.77%,15.25%,24.18%,21.71%,16.60%,17.56%,16.63%,12.05%,14.79%,,,1.14次,1.06次,1.18次,1.21次,1.01次,0.96次,0.88次,0.82次,1.06次
sh600419,,,72.24%,53.88%,51.89%,54.37%,38.51%,39.59%,35.72%,32.59%,34.66%,,,-6.89%,2.89%,0.98%,-23.82%,41.00%,5.57%,9.49%,9.68%,8.49%,,,-18.76%,7.47%,2.68%,-31.03%,19.49%,4.83%,11.70%,11.20%,12.59%,,,0.69次,0.91次,1.35次,0.62次,0.26次,0.69次,0.75次,0.78次,0.96次
sz002015,,,62.98%,69.10%,66.02%,71.53%,84.77%,239.40%,7.77%,6.53%,6.73%,,,1.60%,1.78%,1.67%,0.73%,-19.24%,-104.22%,27.66%,-10.86%,2.11%,,,3.90%,4.20%,3.41%,0.93%,-61.49%,--,--,-13.31%,2.63%,,,0.88次,0.95次,0.90次,0.67次,0.76次,0.75次,0.95次,1.14次,1.27次
sh600215,,,25.55%,33.72%,38.63%,45.98%,49.05%,40.31%,40.22%,28.89%,23.54%,,,0.56%,29.01%,1.05%,3.30%,1.23%,0.93%,1.25%,1.79%,2.16%,,,0.13%,4.30%,0.12%,0.42%,0.34%,0.38%,0.19%,0.32%,0.37%,,,0.16次,0.10次,0.07次,0.07次,0.14次,0.23次,0.09次,0.12次,0.13次
sz300010,,,15.32%,22.76%,24.15%,22.37%,29.00%,28.90%,34.96%,28.52%,31.65%,,,14.24%,15.52%,15.08%,9.97%,11.80%,13.36%,12.96%,15.94%,9.31%,,,19.46%,9.79%,11.48%,6.12%,7.80%,9.71%,8.43%,7.12%,3.74%,,,0.73次,0.58次,0.61次,0.52次,0.54次,0.54次,0.44次,0.37次,0.27次
sz002902,,,,,,54.96%,53.78%,53.80%,56.98%,52.35%,37.78%,,,,,,7.96%,6.00%,6.62%,6.09%,6.44%,5.32%,,,,,,25.26%,17.36%,19.23%,19.56%,18.34%,11.77%,,,,,,2.54次,1.32次,1.34次,1.41次,1.29次,1.07次
sh600163,,,57.94%,61.01%,63.58%,59.79%,74.64%,95.23%,48.02%,46.85%,51.04%,,,-36.02%,0.41%,-14.40%,1.51%,-54.79%,-52.45%,4.48%,30.14%,33.80%,,,-22.13%,0.59%,-18.50%,1.54%,-73.89%,-148.22%,0.44%,6.91%,9.26%,,,0.30次,0.49次,0.48次,0.38次,0.46次,0.44次,0.26次,0.13次,0.15次
sz300201,,,35.04%,40.80%,14.46%,27.47%,34.30%,37.20%,40.26%,47.11%,42.46%,,,18.16%,17.63%,9.77%,7.86%,1.37%,2.83%,3.02%,6.13%,10.23%,,,23.26%,18.84%,4.73%,3.89%,0.85%,2.50%,3.40%,8.33%,11.21%,,,0.78次,0.66次,0.45次,0.37次,0.42次,0.55次,0.69次,0.73次,0.59次
sh600372,,,26.61%,28.57%,47.31%,43.84%,61.35%,62.75%,63.51%,64.23%,64.89%,,,2.19%,18.30%,11.55%,11.13%,10.83%,9.28%,7.45%,6.87%,7.96%,,,2.83%,17.67%,12.65%,12.16%,10.38%,11.55%,8.80%,7.86%,8.57%,,,0.75次,0.81次,0.89次,0.55次,0.55次,0.48次,0.44次,0.41次,0.36次
sz002416,,,59.58%,11.38%,29.88%,46.72%,59.91%,51.54%,57.17%,45.37%,55.55%,,,5.55%,6.68%,3.58%,-1.30%,1.95%,0.10%,0.28%,0.41%,0.70%,,,54.78%,22.44%,8.89%,-6.38%,17.96%,0.66%,3.21%,3.88%,7.04%,,,4.16次,3.00次,2.36次,2.82次,4.15次,4.63次,5.12次,4.75次,5.07次
sz300047,,,14.74%,2.52%,3.89%,15.08%,25.22%,33.94%,43.90%,36.01%,28.86%,,,23.00%,26.05%,21.29%,15.29%,12.41%,5.79%,4.48%,5.50%,6.05%,,,29.62%,6.70%,7.89%,9.38%,11.20%,5.18%,5.01%,7.17%,7.01%,,,1.09次,0.38次,0.39次,0.57次,0.72次,0.68次,0.78次,0.87次,0.81次
sz000550,,,40.36%,44.45%,37.16%,37.54%,44.33%,45.64%,43.08%,49.34%,52.35%,,,10.35%,11.08%,10.89%,8.81%,8.22%,8.25%,9.06%,4.95%,2.20%,,,23.74%,30.99%,27.60%,19.55%,19.56%,21.20%,19.56%,10.74%,5.51%,,,1.46次,1.61次,1.51次,1.40次,1.41次,1.42次,1.21次,1.17次,1.23次
sz002686,,,46.97%,50.07%,44.83%,24.99%,20.63%,27.46%,32.80%,32.83%,34.93%,,,14.15%,14.21%,11.29%,13.23%,13.77%,13.20%,14.16%,14.94%,12.27%,,,24.76%,32.32%,26.16%,16.40%,12.86%,10.95%,11.66%,13.15%,10.02%,,,2.05次,1.17次,1.19次,0.81次,0.71次,0.65次,0.62次,0.64次,0.64次
sz000717,,,68.39%,74.82%,80.79%,86.67%,79.92%,84.19%,97.86%,96.94%,79.38%,,,0.69%,0.11%,-4.98%,-10.13%,0.53%,-7.12%,-23.29%,0.73%,9.66%,,,1.61%,0.36%,-21.69%,-52.70%,2.86%,-38.01%,-158.35%,24.94%,146.69%,,,0.75次,0.91次,0.96次,0.86次,0.91次,0.97次,0.63次,0.89次,1.77次
sz002625,,,55.91%,23.04%,11.99%,13.31%,16.53%,25.48%,24.82%,18.54%,9.28%,,,21.22%,21.92%,19.13%,14.64%,10.74%,9.73%,9.97%,15.64%,21.02%,,,67.83%,32.63%,19.83%,8.63%,7.38%,8.62%,8.04%,11.69%,1.17%,,,1.46次,1.10次,0.69次,0.51次,0.58次,0.69次,0.60次,0.58次,0.08次
sh603228,,,,,73.40%,65.42%,57.66%,58.14%,48.89%,34.02%,31.42%,,,,,9.79%,12.53%,15.19%,14.72%,15.79%,16.37%,15.74%,,,,,47.48%,49.24%,44.80%,36.78%,36.46%,34.39%,21.50%,,,,,2.20次,1.18次,1.15次,1.11次,1.08次,0.94次,0.92次
sh601011,,,65.93%,63.91%,37.78%,43.40%,45.56%,47.33%,38.00%,43.63%,37.37%,,,8.26%,8.97%,7.57%,3.26%,0.40%,3.50%,5.90%,4.97%,5.32%,,,17.13%,21.89%,9.17%,2.59%,0.42%,2.47%,2.20%,2.17%,3.35%,,,0.70次,0.89次,0.76次,0.46次,0.36次,0.34次,0.22次,0.21次,0.30次
sz000151,,,19.79%,19.00%,27.29%,45.52%,60.67%,65.66%,57.97%,51.75%,54.08%,,,4.12%,0.83%,-1.05%,2.63%,5.95%,4.44%,11.08%,5.71%,3.97%,,,3.24%,0.90%,-1.27%,4.99%,9.95%,11.53%,13.43%,10.09%,8.82%,,,0.62次,0.85次,0.91次,1.17次,0.75次,0.94次,0.45次,0.79次,1.05次
sz002547,,,44.89%,59.44%,36.49%,47.94%,56.19%,47.41%,46.38%,59.09%,65.84%,,,17.20%,12.59%,5.61%,-9.95%,2.53%,4.74%,8.65%,6.73%,-9.53%,,,29.71%,24.35%,6.05%,-10.72%,4.06%,11.45%,10.13%,8.42%,-12.85%,,,0.96次,0.89次,0.78次,0.63次,0.76次,0.88次,0.63次,0.57次,0.55次
sz300194,,,40.32%,18.80%,6.86%,4.67%,7.43%,6.81%,13.83%,9.87%,11.05%,,,28.68%,26.88%,26.63%,21.31%,10.79%,10.23%,9.26%,17.13%,13.62%,,,70.63%,57.40%,7.39%,5.29%,2.26%,2.68%,3.33%,7.72%,7.02%,,,1.36次,1.50次,0.33次,0.23次,0.20次,0.24次,0.33次,0.38次,0.46次
sh600090,,,52.82%,46.32%,47.58%,40.95%,28.75%,42.12%,42.76%,18.48%,16.17%,,,3.89%,11.45%,10.96%,8.45%,14.69%,8.37%,5.33%,6.13%,5.90%,,,1.58%,11.51%,14.96%,3.35%,21.95%,8.44%,2.80%,10.30%,9.11%,,,0.90次,0.93次,1.01次,1.02次,1.02次,0.85次,0.86次,2.06次,1.36次
sh600268,,,64.85%,63.62%,58.86%,63.12%,68.83%,73.96%,75.64%,76.59%,70.17%,,,6.01%,5.79%,7.96%,7.42%,2.43%,-5.70%,2.75%,2.62%,2.58%,,,9.94%,13.70%,12.26%,6.18%,0.22%,-15.58%,1.55%,1.67%,1.97%,,,0.68次,0.58次,0.51次,0.52次,0.55次,0.47次,0.52次,0.53次,0.59次
sh600468,,,43.58%,39.77%,47.53%,45.65%,47.11%,51.68%,50.22%,29.15%,30.29%,,,7.39%,6.04%,7.13%,5.60%,5.71%,6.13%,2.87%,7.34%,6.15%,,,6.76%,7.12%,9.56%,5.30%,5.77%,7.84%,2.64%,3.25%,3.71%,,,0.48次,0.62次,0.70次,0.57次,0.60次,0.64次,0.58次,0.41次,0.45次
sz300269,,,46.97%,51.87%,33.18%,37.37%,37.95%,23.67%,19.07%,27.91%,41.21%,,,14.21%,11.55%,9.96%,4.78%,2.42%,13.77%,14.71%,14.30%,2.60%,,,28.79%,25.14%,18.05%,4.75%,2.85%,11.05%,9.34%,9.15%,2.05%,,,1.09次,1.05次,0.83次,0.61次,0.64次,0.65次,0.57次,0.52次,0.50次
sz000903,,,39.35%,41.55%,41.92%,52.04%,50.27%,44.92%,48.38%,48.31%,49.53%,,,7.25%,6.11%,0.06%,1.81%,5.09%,6.40%,6.05%,5.69%,4.40%,,,6.78%,5.23%,1.54%,2.62%,5.54%,5.69%,4.88%,5.99%,5.72%,,,0.62次,0.53次,0.49次,0.48次,0.47次,0.40次,0.42次,0.50次,0.61次
sz300527,,,,,49.79%,48.37%,48.17%,60.41%,64.47%,47.37%,37.02%,,,,,4.53%,7.04%,7.85%,7.59%,7.90%,7.91%,8.76%,,,,,10.93%,11.34%,13.98%,14.20%,15.55%,14.86%,10.25%,,,,,1.64次,0.81次,0.91次,0.82次,0.75次,0.66次,0.67次
sz300468,,,,,17.37%,18.53%,12.61%,11.52%,5.36%,15.06%,19.44%,,,,,29.35%,28.48%,26.06%,24.94%,16.86%,20.61%,17.36%,,,,,46.33%,40.73%,31.58%,27.85%,8.70%,9.37%,9.82%,,,,,2.56次,1.17次,1.02次,0.97次,0.51次,0.41次,0.47次
sz002122,,,31.12%,28.24%,30.08%,29.89%,34.14%,33.62%,33.95%,29.62%,48.43%,,,18.31%,19.55%,14.24%,8.99%,1.43%,1.62%,2.55%,-11.93%,5.18%,,,16.68%,16.10%,9.21%,4.56%,0.65%,0.72%,1.00%,-5.48%,2.78%,,,0.58次,0.58次,0.45次,0.35次,0.27次,0.29次,0.28次,0.30次,0.31次
sz000752,,,27.15%,25.85%,13.95%,13.83%,16.75%,13.98%,12.95%,9.64%,24.78%,,,18.15%,13.37%,18.49%,14.34%,39.21%,17.77%,14.52%,11.13%,12.38%,,,5.18%,2.58%,6.04%,3.55%,18.50%,3.31%,2.10%,1.01%,1.21%,,,0.32次,0.35次,0.38次,0.42次,0.36次,0.29次,0.28次,0.25次,0.25次
sz002633,,,66.91%,63.30%,37.51%,38.31%,38.45%,45.17%,24.68%,15.12%,15.06%,,,18.26%,18.35%,15.89%,2.43%,-10.96%,-14.07%,9.05%,-18.56%,3.11%,,,19.27%,18.57%,14.48%,1.12%,-5.16%,-7.22%,3.97%,-4.87%,1.04%,,,0.36次,0.35次,0.32次,0.29次,0.27次,0.29次,0.28次,0.21次,0.29次
sh601005,,,65.21%,74.65%,84.32%,86.52%,79.32%,78.81%,89.78%,100.29%,32.82%,,,0.79%,0.06%,-6.25%,0.54%,-14.23%,0.42%,-71.70%,-106.13%,2.42%,,,1.50%,0.18%,-30.52%,2.40%,-72.46%,0.52%,-85.76%,-284.59%,"-1,290.51%",,,0.75次,0.86次,0.95次,0.63次,0.44次,0.26次,0.19次,0.12次,0.43次
sh600048,,,69.99%,78.98%,78.43%,78.19%,77.97%,77.89%,75.95%,74.76%,77.28%,,,17.44%,15.34%,15.66%,14.48%,12.85%,13.05%,13.63%,11.03%,13.45%,,,18.64%,18.02%,20.20%,21.84%,22.95%,21.65%,18.63%,15.53%,16.32%,,,0.32次,0.30次,0.27次,0.31次,0.33次,0.32次,0.32次,0.36次,0.25次
sz002906,,,,,,45.01%,48.71%,44.19%,40.67%,42.08%,26.56%,,,,,,5.43%,6.11%,5.36%,4.41%,6.87%,6.71%,,,,,,15.96%,15.82%,11.31%,8.49%,13.05%,10.76%,,,,,,3.08次,1.39次,1.15次,1.09次,1.09次,0.94次
sh600826,,,26.39%,24.92%,26.45%,25.95%,24.64%,24.43%,27.91%,21.97%,26.84%,,,0.61%,6.30%,4.01%,3.71%,4.16%,37.63%,21.64%,32.81%,9.92%,,,0.01%,3.45%,2.69%,3.02%,2.43%,20.54%,12.12%,23.75%,7.90%,,,0.57次,0.45次,0.54次,0.53次,0.42次,0.33次,0.48次,0.54次,0.68次
sz002853,,,,,,61.97%,61.81%,37.88%,39.49%,40.99%,29.18%,,,,,,8.45%,13.08%,12.76%,13.38%,13.89%,12.49%,,,,,,43.35%,56.14%,41.54%,24.70%,25.75%,12.81%,,,,,,3.21次,1.64次,1.41次,1.13次,1.09次,0.83次
sz002454,,,55.03%,22.80%,27.03%,27.10%,31.75%,34.47%,38.73%,39.27%,45.27%,,,18.13%,18.97%,16.18%,10.45%,12.96%,11.92%,11.49%,7.93%,9.15%,,,38.55%,22.67%,12.97%,7.81%,8.67%,12.42%,12.86%,8.91%,12.87%,,,0.94次,0.76次,0.62次,0.56次,0.65次,0.71次,0.74次,0.70次,0.76次
sz002829,,,,,18.26%,23.61%,22.86%,31.89%,35.51%,19.14%,46.19%,,,,,11.31%,27.58%,28.21%,30.75%,28.14%,26.20%,20.58%,,,,,14.51%,"328,100.00%",39.54%,33.42%,22.40%,20.34%,8.42%,,,,,1.59次,0.93次,1.06次,0.76次,0.52次,0.40次,0.32次
sh600548,,,60.08%,58.72%,57.34%,55.09%,50.79%,46.07%,52.76%,54.57%,57.91%,,,36.44%,30.84%,31.15%,23.18%,22.89%,62.74%,43.71%,29.05%,31.96%,,,7.35%,8.89%,9.84%,7.33%,7.40%,20.14%,12.94%,9.35%,10.88%,,,0.07次,0.10次,0.13次,0.13次,0.14次,0.15次,0.12次,0.14次,0.14次
sz300088,,,28.39%,5.02%,14.36%,18.80%,26.49%,38.35%,25.97%,47.88%,41.32%,,,23.15%,24.25%,25.88%,25.12%,24.02%,10.03%,6.03%,4.15%,5.03%,,,19.54%,14.54%,12.49%,15.00%,17.01%,7.88%,7.59%,9.52%,13.29%,,,0.66次,0.57次,0.43次,0.49次,0.54次,0.57次,0.95次,1.41次,1.48次
sz002216,,,41.87%,46.36%,42.19%,44.96%,51.53%,47.39%,50.93%,53.87%,54.07%,,,6.13%,6.39%,5.12%,5.09%,3.28%,1.97%,0.82%,0.83%,1.37%,,,9.88%,12.43%,11.09%,8.43%,6.78%,4.44%,1.87%,2.09%,3.69%,,,0.93次,1.09次,1.12次,0.91次,1.05次,1.13次,1.15次,1.20次,1.23次
sh600728,,,147.27%,59.28%,55.42%,38.08%,49.89%,52.95%,58.39%,44.02%,47.59%,,,5.11%,45.91%,7.47%,7.20%,4.62%,5.39%,6.60%,4.38%,5.00%,,,0.00%,0.00%,15.11%,10.22%,10.23%,10.05%,13.10%,4.36%,6.95%,,,0.48次,1.03次,0.86次,0.74次,1.24次,0.93次,0.86次,0.67次,0.78次
sh600246,,,64.82%,69.47%,66.60%,62.54%,64.73%,73.21%,76.63%,51.74%,46.13%,,,14.00%,15.51%,9.81%,11.69%,15.36%,5.11%,-22.49%,4.09%,10.59%,,,9.50%,13.39%,9.76%,10.96%,10.49%,1.22%,-18.98%,2.47%,5.26%,,,0.29次,0.33次,0.42次,0.37次,0.29次,0.15次,0.19次,0.17次,0.24次
sh600222,,,46.34%,51.30%,56.93%,58.17%,44.08%,48.24%,43.20%,43.42%,46.29%,,,3.88%,3.05%,2.13%,2.94%,3.96%,4.00%,0.43%,0.19%,0.63%,,,5.41%,4.16%,2.13%,3.28%,4.49%,3.04%,0.40%,0.27%,0.34%,,,0.80次,0.78次,0.72次,0.72次,0.74次,0.59次,0.41次,0.36次,0.43次
sh601098,,,51.86%,27.19%,27.14%,27.13%,27.15%,27.86%,28.17%,28.57%,29.19%,,,12.03%,12.62%,13.77%,13.29%,14.09%,16.91%,17.64%,17.12%,15.57%,,,22.11%,17.46%,10.89%,11.65%,12.60%,15.06%,15.64%,14.98%,11.69%,,,0.76次,0.62次,0.57次,0.61次,0.65次,0.64次,0.63次,0.63次,0.54次
sz000988,,,42.30%,44.66%,30.40%,33.78%,34.86%,38.44%,39.79%,41.74%,37.98%,,,11.43%,14.15%,10.44%,8.60%,3.25%,7.17%,5.76%,7.18%,7.16%,,,13.62%,16.32%,9.87%,5.85%,2.00%,6.01%,5.23%,7.51%,9.38%,,,0.54次,0.64次,0.63次,0.46次,0.44次,0.53次,0.54次,0.63次,0.63次
sz300620,,,,,,81.24%,59.32%,18.68%,15.03%,17.97%,15.23%,,,,,,23.16%,22.94%,22.25%,22.26%,28.44%,26.14%,,,,,,378.67%,89.46%,51.77%,25.05%,28.79%,15.30%,,,,,,2.32次,1.21次,1.16次,0.98次,0.84次,0.57次
sh600148,,,56.94%,62.85%,61.30%,58.12%,55.57%,51.22%,49.84%,53.63%,53.46%,,,-8.60%,4.70%,7.26%,2.39%,6.69%,8.25%,1.56%,3.87%,4.68%,,,-14.32%,8.09%,14.24%,1.08%,9.11%,10.89%,0.31%,3.30%,4.67%,,,0.64次,0.99次,0.87次,0.70次,0.78次,0.76次,0.59次,0.68次,0.77次
sz000952,,,37.35%,39.37%,42.68%,51.15%,52.63%,68.06%,68.29%,59.66%,53.39%,,,8.30%,1.95%,0.18%,-26.27%,-1.02%,-47.26%,3.29%,20.33%,13.23%,,,5.59%,1.75%,0.60%,-12.44%,0.34%,-36.00%,4.11%,24.32%,14.89%,,,0.36次,0.36次,0.31次,0.26次,0.31次,0.31次,0.35次,0.44次,0.49次
